  400
   78 15570    10     4
    4 14327     5     2
   64 12842     5     8
   55 12175     5     6
   47 13854     4     9
   61 13888     5     2
   20 13527     9     3
   17 17070     7     2
   57 17603     7     8
   91 20160     6    10
   19 18031     4     6
   82 13453     8     6
   29 19169     7     9
   79 18386     5     8
   27 14225     1     6
   41 17014     8     8
   63 15088     2     7
    8 18776     2     1
   41 17786     8     4
   34 16262    10     1
   92 14165     5     7
   91 19073     1     8
   75 15467     3     8
   65 14202     4     4
   70 20013     8     3
  100 14143     5     5
    6 15238     1     6
   98 12984     7     2
   63 18133     7     3
   50 18243     6     9
    6 14213     9     5
   41 13445     6     6
   53 12312    10     1
   70 14901     5     2
   96 13467     2     1
   99 14012     5    10
   30 16635     2     4
   15 14840     2     3
   16 18929     3     2
   86 13981    10     2
    6 14743     7     2
   34 16703     6     7
   68 15280     7     7
   34 13654     5     1
   13 14832     2     4
   94 17351    10     3
   74 18515     2     9
   76 17767     3    10
    2 15869     1     3
   15 16043    10     2
    9 13771     3    10
   94 17881     7     9
    6 14859     2    10
   84 17085     7     8
   58 19930    10     2
   75 14615     2     3
   83 19074     1     3
   64 14910     2     7
   73 15445    10     5
   46 16949     9     5
   13 12895     9     6
   79 17504     9     9
   86 18241     6     1
   65 13054    10     6
   48 20252     5     1
   81 19554     7     1
   64 14912     5     5
   78 16629     8     5
   96 14137    10     4
   79 13584     9     6
   64 18456     8     6
    1 16726     6     6
   13 18133     5     2
   31 13478     6     2
   34 18226     1     7
   26 12708     6     6
   25 18676     5     4
    8 16483     4     5
    1 18321     1     5
   27 14287     7     6
   23 12269     5     7
    9 19939     3     5
   21 20015     4     4
   28 14975     7     6
   93 16766     9     3
   78 19687     5     6
    3 17436    10     9
   75 15582     1     5
   41 14339     9     2
   75 12624     9     3
   20 12274     9    10
   53 15081     7     7
   53 17975     9     1
    5 18361     4    10
   18 15982     7     3
    1 17969     4     2
   86 17658     2     1
   81 18741     3     8
   79 14340     3     6
   81 19641     1     4
   59 20171     1     3
   42 12539    10     1
   82 16109     8    10
   71 18047     5     5
   73 13864     8     2
   15 14077    10     6
   96 18601     3    10
   98 12282     2     6
   23 18407     6     1
   97 16665     3     5
   24 14415     9     1
   45 18523    10     7
    6 16346     7     9
   44 14173     4     5
   73 13241     8     3
   98 12854     7     2
   22 13602     8    10
   75 18523     7     1
   72 16283     7     6
   63 15788     8     2
   50 18994     6     4
   92 16404     7     6
   16 18716     5     9
    3 16711     4     5
   97 14507    10     5
   33 14440     3     1
    3 14423     9     6
   82 20011     3     5
   14 12923     5     9
   81 16609     2     1
   63 19394     5     9
   72 12836     7     1
   22 16995     3     2
   44 15246     4     9
   43 18730     4     6
   95 18705    10     4
   59 17170     4     5
   39 17074     8     5
   92 18834     4     9
   81 15319     1     5
   35 13481    10    10
   15 12991     4    10
   25 13585    10     2
   40 17673     8     8
   59 15010     7     4
   97 14672    10     4
   38 18374     4     9
   81 16459     6     4
   72 12938     6     5
    9 14399     2     5
   43 20093     4     6
   21 19778     3     8
    1 18649     8    10
   59 18551    10     4
   23 16232     9     3
   97 12899     9     5
   92 12734     2     5
   25 18501     7     8
   79 12653     1     9
    5 13503     8     3
    6 14853     8     9
   41 19894     7     8
   77 14186     4     4
   28 19695     3     1
   85 14882    10     6
   19 12658     9     9
   22 18142     2     4
   43 19898     5    10
   58 17579     6     4
   13 16718     5     3
   23 14960     5     4
   92 18906     7     3
   28 17556    10     2
   47 16391     7     6
   32 16322     4     1
   87 12309     6     6
   44 18909     6    10
   69 14438     9    10
   67 16615     4     9
   15 19694     3     4
   78 16683    10     5
   10 16450     7     4
   35 19215     6     2
   78 15075     9     5
   68 14744     6     8
   57 15189     6     4
   75 15820     7     9
   59 15324     9     2
   82 13433     2     2
   53 16319     7     7
   63 16673     6     5
   88 16132     2     1
   94 15955     3     4
   40 18706     1     8
   15 15570     4     1
   79 18684     5    10
   59 19211     2     7
   37 13454     7     4
   21 18324     9     9
   16 16532     7     1
   50 18019     4     7
   44 13027     4     3
    8 15180     6     4
   77 15318     3     8
   91 17264    10     8
   40 19348     9     5
   64 15474     1     3
   34 15916     5     7
    8 13529    10     5
   30 19935     4     2
   48 15352     9     1
   86 18058     1     9
   39 16127     2     6
   83 14310     4     3
   64 12875    10     3
    7 18718     9     3
   40 17345     1     6
   39 16541     6     1
   65 13784     7     5
   21 18624     3     8
   92 12603     5     8
   28 18304     4     9
    9 14499     6     8
   85 16405     7     2
   67 16752     6     7
   24 17916     9     8
   64 14831     1     1
   25 15705     7     4
   60 19216     5     2
   84 12898     2     9
   41 20083     6     5
   10 16978    10     8
   28 13771     5     1
   48 15006     1     8
   87 20143     3     6
   18 18882     4     9
   87 14097     1     3
   50 15359     3     9
   51 14540    10     5
   95 15472    10     7
   79 15036     8    10
   99 17739     8     5
   81 13273     3     5
   18 19010     9     6
   81 19895     4     7
   44 13994     2     8
   25 17470     7     8
   20 16983     4     3
   82 18382     7     9
   89 19101     5     3
   41 15350     8     1
   73 18832     1     7
   17 17148    10     2
   49 17696     3     8
   58 14979    10     8
   84 13642     5     8
   72 15354     3     6
   21 17657     2     8
    9 17194     4     2
   32 14313     8     8
    5 18401     3     7
   49 17020     9     6
   41 19138     9     6
   32 20018     7     8
   96 19872     1     4
   27 19023     1     1
   49 18642     2     6
   83 13712     1     6
   76 14124     5     9
  100 12925     3    10
   77 17031     3     2
   55 17007     4     9
   98 18511     3     5
   58 18150     5     7
   73 15760     2     4
   78 18149     8     2
    1 19991     6     5
   97 12973    10     2
   97 14874     1     5
   83 18115     4     3
   86 19920     4     4
   37 18071     1     5
   56 16690     5     9
    3 16810     3     6
   86 15509     3     2
   14 19515     6     7
   86 18299    10     3
   57 18710     6     8
   35 16914     7     5
   94 15235     3     5
   88 12765     5     5
   39 15057     2     2
   43 20101     3     1
   29 19749     3    10
   71 14818    10     9
   38 19716     3     4
   55 18515     6     1
   20 13203     2     5
   21 13171     5    10
   31 12382     2     9
   20 13975     6     5
   98 18048     7     2
   85 17236     6     8
   17 12228     8     9
   55 15941     3     9
   57 12738     9     2
   95 18224     5     1
   56 15674     8     3
   54 13557     9     3
   92 12840     8     5
   38 13532     4     6
   39 13220     4     7
   29 18757     8     9
   94 18068    10     5
   42 17877     9     2
   14 14009     2     1
    7 17325     5     2
   27 15919     8     5
   70 12461     9     8
   41 13982     3     6
   21 19001     2    10
   58 13073     3     3
   80 16886     4     7
   63 18845     4    10
   86 12565     8     2
   51 19550     4     6
    1 18303     8     4
   41 18926     5     2
   71 12496     7    10
   21 19321     2     3
   71 19155     6     1
   90 14317     2     4
   18 17111     1     5
   55 16133     1     8
    6 14392     2     3
   73 12794     3     3
   12 16717     2     9
    1 12358     8     3
   28 16315     3     6
   66 18121    10     2
   92 13045     5     7
   66 17693     6     1
    5 19188     5     9
   20 19649     4     6
   59 15503     5     6
   46 16808     3     1
