40 4
539 1078 1078 8 8
1125 1503 1503 10 5
230 1152 1152 6 8
210 1428 1428 7 3
138 553 553 8 4
1386 784 784 9 8
264 1400 1400 1 1
576 1053 1053 5 9
485 2534 2534 9 3
224 1141 1141 4 5
510 1400 1400 3 10
432 950 950 7 10
364 1236 1236 7 4
870 715 715 8 1
259 707 707 4 5
1164 1552 1552 6 1
737 2600 2600 9 3
27 1144 1144 4 1
168 1112 1112 4 6
432 1164 1164 10 7
830 365 365 6 10
210 675 675 5 3
330 1026 1026 5 10
530 728 728 4 9
594 2076 2076 3 5
66 2324 2324 6 6
312 1752 1752 4 3
665 2210 2210 2 3
858 695 695 1 10
441 2160 2160 4 7
1080 1105 1105 8 5
96 656 656 1 5
616 1495 1495 3 9
264 2626 2626 3 4
1246 2744 2744 7 8
378 1815 1815 3 10
582 460 460 4 6
774 868 868 2 4
99 1740 1740 8 3
180 2352 2352 5 5
SETUP
0 40 79 50 50 60 20 69 60 30 60 89 69 89 99 79 99 79 89 69 89 40 79 50 30 79 69 89 89 99 60 60 89 89 60 79 50 69 20 60 60
0 0 316 375 365 325 109 325 325 345 69 335 384 69 60 89 384 404 355 89 365 355 109 69 384 109 375 99 365 365 325 335 345 384 355 345 109 365 99 335 355
0 345 0 69 355 335 345 79 69 355 335 296 89 296 306 345 79 119 345 345 355 316 325 325 355 355 345 335 50 335 50 335 296 89 325 60 335 345 325 40 40
0 316 50 0 365 325 345 60 60 365 306 325 69 325 335 335 109 119 355 325 335 335 355 306 355 325 355 365 89 345 30 306 345 89 325 50 355 335 365 20 79
0 316 316 276 0 60 306 316 306 69 286 69 325 325 335 316 325 355 50 306 50 30 306 306 20 335 69 316 325 79 296 20 79 335 40 316 325 30 335 286 286
0 316 286 335 79 0 345 276 276 69 286 30 345 306 316 306 345 375 40 306 50 50 335 286 60 325 79 345 325 69 276 20 50 335 40 296 345 79 335 286 316
0 89 325 375 384 316 0 316 316 375 60 335 335 69 79 79 384 404 345 79 345 355 89 50 365 99 365 99 335 375 316 325 345 375 335 335 40 384 89 325 345
0 355 69 79 345 316 345 0 50 325 335 345 69 316 325 306 69 99 296 345 355 335 345 325 325 375 335 345 50 365 50 335 335 109 296 20 355 365 335 60 60
0 316 20 69 345 296 345 40 0 335 286 306 79 296 316 316 99 109 335 306 316 316 345 286 325 325 345 355 69 345 10 286 316 69 306 50 345 345 345 20 60
0 365 335 355 79 79 384 335 316 0 335 79 365 335 345 355 375 404 89 345 89 99 355 325 99 375 89 384 375 79 316 69 79 384 40 345 355 109 375 335 355
0 40 335 335 365 335 109 306 335 325 0 365 365 79 89 69 365 365 335 30 345 306 60 50 316 89 335 99 345 355 316 325 365 325 296 325 79 365 99 325 335
0 335 325 335 119 89 384 335 355 69 365 0 365 345 355 335 345 365 89 345 119 79 325 335 89 355 60 345 365 50 355 99 79 355 40 355 355 109 306 335 365
0 355 79 40 375 355 384 89 60 355 345 365 0 355 365 365 89 119 316 355 355 335 296 335 335 325 365 306 69 365 60 335 355 60 335 79 355 375 325 50 20
0 60 316 335 335 365 60 345 365 355 79 335 384 0 20 79 335 365 365 99 335 355 69 79 335 99 335 109 335 375 365 345 335 365 325 355 60 325 99 345 345
0 50 306 355 365 355 50 335 355 365 99 325 375 60 0 69 325 404 365 119 325 345 79 89 355 99 375 99 345 365 355 365 335 355 365 355 89 316 89 335 345
0 60 365 335 335 365 89 365 345 365 79 365 365 79 89 0 375 365 365 79 365 306 50 50 296 79 306 89 345 355 335 345 375 345 325 345 60 355 109 325 325
0 335 79 50 316 325 335 20 69 306 325 355 79 325 335 276 0 79 316 345 345 316 325 325 296 345 316 345 60 365 69 325 355 89 306 40 335 335 345 60 60
0 306 79 50 365 345 365 79 79 375 325 325 99 325 325 335 109 0 375 345 375 355 375 345 355 375 365 384 128 375 79 355 375 99 345 50 355 365 365 69 89
0 355 345 316 89 69 375 335 335 109 345 89 335 325 335 316 345 345 0 365 109 60 335 345 69 355 79 325 286 89 335 79 50 365 89 306 345 99 345 325 316
0 20 335 335 345 335 89 345 335 355 89 355 375 89 79 99 355 345 365 0 365 316 50 60 296 79 345 89 365 335 345 355 355 345 335 365 69 345 109 325 335
0 335 345 316 109 79 365 355 335 79 335 89 375 345 355 355 384 375 50 345 0 20 306 306 109 335 50 365 335 109 325 69 89 296 50 345 365 119 375 306 365
0 316 325 335 109 69 345 335 335 60 316 79 355 335 335 335 375 355 89 335 79 0 375 286 89 355 40 384 375 119 306 50 79 365 30 325 384 109 355 286 365
0 60 316 286 375 325 89 335 296 355 50 335 345 60 69 69 365 384 316 69 335 316 0 40 355 30 345 99 316 335 296 316 345 296 335 325 99 345 99 296 355
0 69 316 325 365 316 89 325 316 355 40 335 345 50 60 60 384 384 345 50 325 335 89 0 345 69 365 109 355 375 286 296 335 345 325 316 99 365 69 276 345
0 335 335 325 50 79 345 345 345 69 325 89 345 345 345 345 355 335 79 345 79 20 325 296 0 335 50 335 365 99 316 60 99 355 40 335 306 69 355 306 306
0 69 306 355 375 345 99 335 345 345 69 325 365 60 69 69 355 355 365 79 365 296 79 40 355 0 325 99 306 365 325 335 325 375 316 316 89 375 89 316 335
0 286 335 365 119 79 394 345 345 89 335 60 394 345 345 355 345 335 69 355 89 99 355 325 109 375 0 384 355 99 325 69 89 384 89 365 394 119 365 325 375
0 60 355 325 345 345 99 325 345 365 89 365 286 69 79 60 345 345 286 69 365 306 50 50 296 79 335 0 296 375 335 345 325 345 335 316 69 365 30 325 296
0 345 69 60 335 316 355 50 50 365 325 345 69 316 325 296 60 89 345 345 355 316 316 325 325 335 335 355 0 365 50 325 355 79 335 20 335 345 355 60 60
0 306 276 296 79 69 345 316 316 30 325 30 355 296 316 316 306 345 60 345 79 40 286 325 50 316 20 345 325 0 316 60 40 316 60 335 335 69 335 306 316
0 316 30 69 345 296 355 40 30 335 286 316 79 296 316 316 99 109 335 306 316 316 345 286 325 325 345 365 69 355 0 286 325 69 306 50 355 345 345 20 69
0 306 316 345 89 50 365 306 296 60 276 60 345 325 335 296 365 365 69 286 69 40 325 306 50 345 69 365 345 89 296 0 69 325 30 306 345 89 365 306 335
0 335 316 316 99 40 375 316 316 89 306 69 325 325 335 335 365 384 50 325 69 69 306 306 60 335 99 316 335 99 296 40 0 335 60 316 355 99 325 286 286
0 335 60 30 365 335 365 79 40 325 325 325 79 335 345 335 89 89 286 335 306 325 286 316 355 306 345 335 40 345 40 325 325 0 345 50 365 365 355 40 69
0 355 335 345 119 50 375 325 316 40 325 79 365 345 345 345 384 375 89 345 89 89 355 296 99 365 99 365 375 109 316 60 89 355 0 335 384 119 365 306 335
0 335 50 60 325 296 355 40 30 365 316 325 50 296 306 286 99 109 335 335 335 316 325 306 306 355 325 335 79 355 30 316 345 89 325 0 335 345 355 50 40
0 79 325 345 375 355 89 316 355 365 99 345 375 79 50 50 365 404 335 99 365 345 69 89 345 99 355 119 355 384 355 365 355 365 335 325 0 355 50 355 365
0 355 335 316 99 50 276 325 316 89 325 79 345 306 316 355 365 394 60 345 20 40 306 325 99 335 69 355 345 99 325 69 89 316 60 345 316 0 335 325 345
0 40 345 375 384 355 79 355 335 375 69 365 384 89 79 89 404 384 375 50 365 355 89 69 345 109 384 99 384 384 325 335 365 384 355 365 50 384 0 335 335
0 335 40 79 355 316 365 50 50 345 296 325 89 316 325 325 109 119 345 316 325 325 355 296 345 335 355 375 89 375 20 296 335 79 325 40 365 365 355 0 79
0 345 69 40 365 345 375 79 50 345 335 355 50 345 355 355 79 109 306 345 345 325 296 325 325 316 355 296 60 365 50 335 345 50 325 69 345 375 325 50 0
SETUP_COST
0.0 800.0 1580.0 1000.0 1000.0 1200.0 400.0 1380.0 1200.0 600.0 1200.0 1780.0 1380.0 1780.0 1980.0 1580.0 1980.0 1580.0 1780.0 1380.0 1780.0 800.0 1580.0 1000.0 600.0 1580.0 1380.0 1780.0 1780.0 1980.0 1200.0 1200.0 1780.0 1780.0 1200.0 1580.0 1000.0 1380.0 400.0 1200.0 1200.0
