  450
   59  2642     5     5
   14   813     5     1
   59  2703     2     9
    4  5203     7     8
   63  1589     7     4
   85  5347     9     9
   34  1730     4     1
   93  3233     1     2
   20  3641     1    10
   52  2385     2     9
    3  4658     7     4
   25   966     3     4
    7  5990     3     8
   39  4126     3     2
   82  5417     7     6
   72  2382     4     1
   89  3071     8     1
    2  3054     6     6
   61  4802     9     2
   89  1815    10    10
   60  5893     8     1
   79  3106     5     4
   48  4125     1     9
   14  4481     3    10
   79  1444    10    10
   91  4385     2     4
   81  1745     3     9
   11  4083     7     4
   63  1305     4     6
   47  4226     2    10
   22  4350     2     4
   21  3948     8    10
   61  5040     8    10
   80  7053     3     3
   24  2091     6     8
   24  6629     4     3
   65  5341     4     2
   58  3822     2     8
   16  2802     7     5
   84  1923     6     1
   10  6207     5     7
   18   401     3     9
    9  2889     9     4
   17  5138     7     5
   57  4528     5    10
   90  1246     5    10
   88   460     2     5
   45   539     5     1
   91  4300     2     6
   49  5263     1     6
   34  2355     4     1
   51  3134    10     7
   27  1310     5    10
   82  6480     4     9
   65   555     2     7
    6  2754     7    10
   72  3806     7     3
   45  2301     4     6
   16  6838     5     3
   34  5111     2     8
   92  6527     7     5
   37  4128     8     7
   55  1999     9     8
   53  4507     5     5
   17  4122     1    10
   79  4091     7     6
   76  4077    10     7
   81  2403     6     1
   37   853     8     3
   92  6880     6     2
   64  4326     1     2
   46     1     2    10
   10   222    10    10
   72   155     9     5
   62  5139     1     4
   66  4750     5    10
   61  1402     5     5
   50  5600     2     8
   11  5290     1    10
   52  5702     7     1
   98  3804     2     4
   44   585     6     1
    3  1776     6     7
   24  5114     9     3
   25     6     1     9
   67  2332     9     3
   29   809     5     2
   97  3813     7     2
   11  4633     4     8
   44   587     9     5
   30  1865     8     9
    3  4101     2     2
   81  4715     7     2
   85  3864     8     7
   55  1549     8     6
   97  1778     9     2
   63   896     6     2
   31  5627     8     3
   78  4181     6     3
   99  1749     3     5
   22  5447     5     4
   42  1448     6     4
   45  1750     7     5
   32  5669     5     4
   13  1604     7     9
    6  6890     7     9
   98  3359     1     3
   74  3006     1     3
   55  5430     8     7
    8  1589     1     3
   26  1649     7     3
   52  2175     2    10
   52  2175     6     3
   29  3425     4    10
   76   229    10     3
   77  2182     8     2
   95  5758     4     2
