20 3
1275 0 6 2
270 1680 8 4
75 2610 7 10
1080 495 1 7
120 255 8 2
210 1020 4 5
345 1125 10 10
510 390 10 5
1050 2640 7 10
1425 975 8 6
675 2190 6 8
1110 1140 9 7
1050 1845 7 8
900 525 1 1
735 1995 5 2
1440 1395 7 2
1275 0 7 7
765 270 10 6
1110 0 9 7
1305 1395 4 6
SETUP
0 285 345 240 330 225 90 45 420 165 240 420 285 375 30 360 105 375 120 210 30
0 0 105 150 255 435 300 300 225 375 360 300 255 135 495 360 195 330 75 165 210
0 375 0 135 540 330 210 195 510 285 600 570 525 405 405 510 90 330 210 300 120
0 450 120 0 555 435 315 315 525 390 570 525 540 510 525 480 210 210 285 195 225
0 690 345 240 0 675 540 540 225 615 375 345 300 270 690 285 435 435 510 420 450
0 675 315 405 525 0 150 165 645 240 450 585 405 510 150 540 225 600 510 585 420
0 735 360 495 630 135 0 60 600 90 585 540 510 615 270 645 195 690 555 540 480
0 735 555 450 585 330 255 0 690 285 675 660 465 570 210 600 150 645 585 495 540
0 720 375 270 30 540 570 570 0 480 225 195 285 240 675 135 465 465 540 450 480
0 735 375 450 570 60 210 210 705 0 510 645 450 570 195 585 240 645 570 630 480
0 540 450 330 105 570 645 630 255 525 0 195 210 240 705 135 525 525 375 465 285
0 675 345 240 105 615 540 540 75 555 285 0 270 150 750 210 435 435 495 420 420
0 690 465 360 120 615 660 660 270 720 360 210 0 345 765 345 555 555 630 540 570
0 780 510 390 165 570 705 660 135 615 240 180 135 0 645 270 600 600 600 585 525
0 750 420 375 375 195 60 15 525 135 465 450 255 495 0 390 75 570 600 510 540
0 630 405 300 165 660 600 600 135 615 105 60 300 195 795 0 495 495 465 480 375
0 750 420 300 585 240 120 105 555 195 660 585 555 420 315 600 0 495 585 480 525
0 390 240 345 630 555 435 435 600 510 690 645 630 510 495 585 330 0 210 315 315
0 180 240 135 435 570 435 435 405 510 480 435 420 300 645 390 330 270 0 105 345
0 270 345 225 450 540 540 525 420 615 390 345 525 405 660 285 420 180 105 0 270
0 270 330 225 435 645 525 525 405 600 495 465 510 390 705 405 420 345 90 180 0
