100 2
1 1873 6 10
1 1979 3 7
3 1699 6 10
3 1821 2 7
7 2094 6 10
5 2122 10 6
9 1720 3 10
6 1975 1 6
12 2018 10 9
15 2140 2 8
12 2038 10 6
6 1765 10 3
19 1907 8 9
22 2073 4 10
17 2128 9 6
26 2088 9 9
24 2062 1 8
30 1782 6 9
21 2013 5 6
23 1812 10 6
27 2109 7 7
25 1733 3 6
25 1901 4 6
42 1837 4 10
34 2000 1 8
30 1996 4 7
40 1761 7 9
45 1860 5 9
53 2025 8 10
53 1804 5 10
54 2120 7 10
39 2025 6 7
46 1718 9 8
12 2081 5 2
18 1755 9 3
49 1966 4 8
65 1734 4 10
66 1720 1 10
42 1764 7 6
56 1882 5 8
64 1802 5 9
24 1960 8 3
64 1954 5 8
40 2087 4 5
65 2098 2 8
17 1894 3 2
34 2065 2 4
26 1718 4 3
91 2140 1 10
66 2148 8 7
38 1937 3 4
58 2123 9 6
39 1723 10 4
90 1953 8 9
90 1857 2 9
72 2031 10 7
21 2065 1 2
85 2027 8 8
89 1764 5 8
80 2151 10 7
24 1899 5 2
85 1954 3 7
51 1891 5 4
91 1903 3 7
13 2087 7 1
26 2024 3 2
92 1993 9 7
93 1719 2 7
82 1927 6 6
84 1765 7 6
29 2079 7 2
61 1870 2 4
77 1781 6 5
31 1881 3 2
96 1735 5 6
54 1877 7 3
76 1856 5 4
76 1703 6 4
60 1879 10 3
40 2096 7 2
66 1757 6 3
70 1922 4 3
79 1970 5 3
27 1955 5 1
90 1813 1 3
62 1859 8 2
95 1757 7 3
32 1821 3 1
32 1883 8 1
68 1793 3 2
40 2141 3 1
41 2077 2 1
86 2054 5 2
96 2133 9 2
67 2131 6 1
80 1994 4 1
80 1751 4 1
81 1741 6 1
85 1962 5 1
90 1805 9 1
SETUP
0 19 22 15 15 38 23 40 27 24 37 14 38 17 27 7 13 35 25 21 18 37 45 29 12 23 16 7 12 47 9 24 42 28 26 12 31 28 22 30 17 16 9 31 29 42 18 15 35 28 35 9 32 18 40 27 19 36 18 23 22 33 1 19 12 21 38 31 4 47 16 17 27 27 9 18 30 40 26 26 31 7 38 29 8 37 26 12 25 19 25 39 45 38 20 12 16 10 26 30 17
0 0 26 8 27 36 32 28 27 29 18 8 17 6 23 12 39 18 32 47 16 7 23 26 38 30 27 16 31 22 26 14 27 23 3 26 23 31 16 45 19 7 24 16 20 24 14 15 27 26 15 9 36 32 31 5 3 15 24 13 37 30 26 20 44 34 36 33 23 32 34 14 27 28 36 24 19 17 19 23 19 26 9 15 25 20 32 25 15 28 28 34 4 23 18 43 41 24 16 27 37
0 20 0 41 22 15 40 36 20 13 43 12 28 28 22 13 19 35 22 35 28 29 30 22 9 14 35 32 34 12 43 30 16 29 21 15 16 22 27 33 43 44 23 20 23 16 21 31 22 13 41 22 27 40 22 13 33 22 33 6 33 40 24 25 24 15 8 27 17 30 11 31 29 5 18 35 18 24 18 30 34 22 29 28 34 29 19 20 7 24 33 23 44 30 13 38 16 21 32 25 25
0 16 10 0 26 30 41 30 22 21 34 16 24 5 44 27 17 23 12 44 5 21 19 25 41 28 25 20 38 4 16 26 24 38 27 17 18 33 22 16 24 7 21 27 19 7 16 25 7 45 1 38 29 10 46 28 25 39 17 23 31 41 27 23 26 15 37 39 9 27 25 20 29 3 15 30 22 37 16 15 36 30 11 17 12 31 21 22 10 39 24 31 45 34 25 30 26 9 32 32 24
0 13 12 31 0 12 22 30 6 39 26 16 33 32 24 21 20 23 38 29 26 27 30 48 44 13 1 38 23 29 18 15 31 31 47 10 26 35 10 19 13 16 21 32 13 24 28 36 33 25 16 13 19 17 21 32 10 32 31 38 17 21 14 5 33 26 7 41 11 28 16 31 31 22 13 14 45 11 40 15 23 27 23 18 15 23 40 20 21 24 38 37 10 26 25 34 36 31 24 22 10
0 38 22 23 19 0 20 8 35 13 33 20 32 26 33 31 25 19 20 18 16 11 34 25 15 40 31 24 41 32 40 31 23 14 0 35 14 30 28 15 26 32 22 29 13 48 11 20 22 21 10 3 15 19 40 18 29 9 27 33 15 30 39 9 8 18 16 21 18 8 13 22 22 29 30 22 14 30 24 8 34 35 33 22 9 14 44 16 14 20 30 36 20 42 16 6 6 26 28 27 11
0 26 9 39 22 8 0 0 33 24 37 5 10 47 29 11 24 34 31 25 22 8 16 9 22 28 10 13 18 21 2 25 26 24 32 15 16 31 5 16 37 47 6 12 29 10 21 37 37 8 27 19 26 3 14 30 27 45 23 39 33 21 11 24 27 24 34 9 34 15 25 7 42 29 14 33 15 5 15 21 37 43 22 22 4 47 9 38 23 21 20 14 30 23 21 22 44 25 18 36 21
0 25 0 26 13 41 24 0 24 24 36 16 21 28 25 23 16 20 33 36 29 44 21 35 34 29 38 1 38 29 33 27 31 24 25 1 30 18 18 7 28 26 5 8 39 19 18 48 27 5 27 31 18 47 19 31 23 36 29 24 32 3 31 32 33 13 15 34 48 13 29 31 38 22 37 14 29 43 37 30 8 30 5 43 12 41 32 32 29 17 42 27 16 10 31 24 17 22 33 22 19
0 28 30 31 7 12 10 13 0 20 20 23 20 11 15 17 7 31 27 16 37 35 33 29 23 24 3 34 11 11 24 17 33 11 40 14 28 24 32 16 21 22 39 26 20 17 36 36 4 13 5 20 47 17 28 41 27 15 24 35 45 33 18 21 21 26 14 29 0 21 4 33 17 22 38 35 30 27 39 17 23 37 29 16 22 9 22 15 39 27 3 33 13 31 31 3 11 5 14 15 29
0 35 25 4 32 5 16 21 2 0 25 2 31 15 9 15 8 38 41 21 14 42 28 18 42 28 39 16 31 8 26 32 30 43 40 15 22 27 17 47 31 22 10 40 11 14 14 14 18 38 4 29 9 18 26 11 37 27 18 11 31 40 19 27 16 10 6 46 30 2 35 22 32 29 10 21 28 17 26 23 38 35 15 22 13 10 16 25 13 15 24 9 6 28 15 6 28 17 34 23 27
0 12 31 29 29 26 25 14 21 23 0 15 9 13 39 18 19 11 22 19 18 7 22 17 19 29 18 16 23 24 4 29 21 20 25 15 34 33 44 31 21 26 33 39 20 34 33 35 13 26 13 28 47 19 42 41 19 13 22 35 24 16 8 22 16 41 16 33 30 32 25 30 16 31 1 14 27 33 23 21 13 9 47 25 41 19 27 16 26 25 25 30 19 24 17 22 34 36 13 33 24
0 11 28 26 21 34 10 26 34 32 8 0 32 18 19 16 17 43 35 6 41 14 11 23 8 36 0 25 34 41 43 24 41 36 8 14 13 32 19 21 26 33 27 30 24 21 28 14 41 21 21 41 22 12 24 28 22 17 19 21 15 16 10 45 35 38 30 21 29 16 11 42 25 17 33 38 42 36 14 37 29 19 20 14 13 41 17 33 5 4 2 45 8 20 25 23 24 18 10 38 2
0 10 19 20 21 31 29 15 31 9 26 21 0 14 39 41 14 36 26 6 22 14 24 31 35 37 47 36 40 22 19 25 43 36 41 24 22 37 25 39 17 29 5 11 5 29 11 8 25 8 18 20 17 11 30 32 13 0 22 44 15 16 12 32 25 31 26 6 19 31 21 27 22 35 19 17 17 17 24 27 33 22 31 14 21 3 34 26 31 11 10 23 35 38 15 25 32 19 45 10 31
0 39 40 18 30 10 32 36 44 29 23 44 23 0 36 30 20 30 44 24 14 27 38 17 10 46 2 30 11 33 13 40 25 40 37 29 17 46 26 18 40 19 26 39 38 27 18 35 17 16 5 5 34 37 18 30 41 20 13 26 31 18 17 35 10 19 15 22 36 30 13 26 36 19 27 20 11 29 21 17 22 23 47 35 18 15 28 6 35 5 24 15 40 17 15 29 28 24 19 29 22
0 19 19 31 38 10 20 20 33 38 37 14 24 16 0 20 26 15 39 22 15 24 21 43 28 19 44 6 11 30 27 27 38 20 25 6 9 6 31 16 18 36 24 7 6 34 21 31 8 8 25 32 17 25 11 25 24 15 26 18 3 24 38 20 20 24 28 10 21 19 20 18 19 27 15 31 30 18 9 37 36 19 10 30 32 22 17 39 20 22 3 15 7 7 29 42 24 12 16 39 2
0 17 45 25 30 3 20 28 30 12 9 1 25 26 20 0 7 31 21 27 12 32 8 24 12 9 45 10 32 19 9 40 33 26 30 9 31 18 24 31 18 9 29 30 26 19 37 27 25 12 28 33 31 15 24 25 25 22 32 14 42 39 45 30 23 17 43 23 45 12 30 21 30 10 23 42 46 34 19 30 43 2 27 40 14 31 14 23 36 14 20 21 28 34 19 6 48 26 10 32 24
0 4 15 12 22 26 10 28 35 13 38 29 15 21 21 29 0 12 23 24 20 28 36 34 15 35 32 22 34 17 17 12 34 34 38 15 5 34 24 30 8 10 3 30 17 41 27 34 21 26 18 25 24 17 18 27 13 2 34 29 24 37 32 17 16 32 41 13 26 5 46 9 34 37 43 26 30 27 15 24 45 20 24 16 47 0 17 12 17 39 29 15 33 19 27 35 10 12 33 30 46
0 29 24 29 19 48 23 28 33 14 24 32 46 31 42 30 30 0 36 18 30 22 29 8 41 19 18 20 13 37 20 37 42 25 21 38 15 25 31 27 12 10 14 8 28 36 41 34 33 30 24 20 19 42 32 31 15 41 17 32 29 7 26 32 21 39 32 26 35 40 32 7 8 6 8 21 15 23 15 29 0 33 24 11 42 12 6 41 10 19 16 31 16 32 25 28 10 11 28 25 9
0 18 16 9 9 42 1 14 29 5 32 28 22 37 20 31 25 30 0 13 12 11 27 37 22 30 34 21 23 28 25 40 32 8 32 15 33 34 23 7 18 17 22 24 43 23 21 17 23 31 31 15 44 27 15 28 20 30 23 15 19 43 29 21 30 39 22 10 13 19 44 30 20 17 17 36 23 29 26 5 41 21 9 22 15 28 16 21 31 3 31 26 19 38 28 44 37 24 12 15 24
0 37 37 17 17 30 19 12 8 34 6 11 22 43 2 33 32 27 37 0 15 20 30 24 31 32 39 16 26 37 0 32 10 37 32 12 41 23 36 23 24 30 18 17 23 18 20 27 29 21 37 33 37 42 28 38 26 35 20 29 10 22 37 23 2 25 14 25 40 35 31 24 23 4 28 41 19 43 24 27 45 2 30 39 11 21 35 23 20 25 10 47 22 40 20 33 19 33 20 33 27
0 19 25 23 13 37 14 22 32 29 28 28 13 31 30 10 30 37 9 26 0 16 35 19 41 13 34 24 26 24 10 17 10 21 39 17 34 26 15 13 19 20 32 22 37 22 30 18 6 44 21 15 46 33 35 28 10 25 15 36 28 7 18 32 25 21 23 23 40 14 43 19 22 0 2 20 13 3 18 18 28 28 13 34 19 25 11 6 35 14 17 44 22 45 37 9 23 44 12 40 28
0 30 21 30 45 30 9 25 10 20 30 43 10 22 27 11 27 16 35 46 15 0 31 14 16 9 23 36 10 10 17 11 34 26 43 31 37 26 15 26 28 10 27 28 16 10 21 31 23 20 7 14 27 41 25 17 9 33 38 21 34 38 30 17 25 37 41 20 11 23 27 28 33 33 31 26 9 25 6 14 16 5 25 28 13 13 14 44 35 19 29 20 28 16 18 17 22 14 20 6 30
0 29 14 31 41 6 31 29 34 20 13 14 41 36 27 10 28 17 34 30 26 26 0 5 19 13 33 34 14 34 32 4 23 25 26 22 10 19 45 3 6 23 17 29 27 9 40 19 21 48 24 29 45 40 16 27 41 43 12 20 44 8 33 10 20 24 38 25 24 12 27 9 25 20 19 30 4 4 34 32 38 21 42 29 22 10 27 7 39 39 19 12 23 32 40 8 23 9 17 23 13
0 31 34 10 27 29 31 46 9 36 27 37 13 36 21 32 21 27 34 35 16 13 36 0 38 11 18 12 23 9 23 32 12 28 36 37 35 45 4 29 15 30 34 22 35 13 41 21 30 31 39 18 8 23 17 28 29 17 21 23 16 20 19 32 35 21 15 15 32 13 25 17 33 16 29 25 19 38 4 48 29 23 29 19 48 23 16 14 28 22 34 38 19 37 27 28 31 18 10 42 42
0 17 21 10 36 22 24 25 17 39 41 24 27 35 7 31 13 11 3 22 46 38 18 20 0 34 20 36 44 24 47 29 20 23 28 23 33 10 8 17 15 33 26 28 21 24 40 28 37 9 15 28 29 25 44 24 27 10 10 28 40 33 15 7 18 47 39 12 30 24 27 11 8 2 29 43 31 10 10 28 30 15 6 35 35 41 26 3 19 32 38 24 37 30 23 45 30 19 12 21 25
0 28 4 23 37 15 20 27 17 18 25 20 43 25 25 35 37 15 29 34 20 10 8 29 18 0 26 34 32 42 32 33 30 24 14 9 21 31 31 40 32 10 26 21 29 33 28 27 24 15 18 26 25 16 37 12 21 29 26 15 26 25 16 9 27 21 26 36 29 22 10 34 35 40 39 29 36 27 42 35 39 24 13 20 14 6 41 37 29 47 26 25 26 31 25 31 19 16 16 37 15
0 9 18 2 26 13 31 40 29 20 17 31 24 24 18 18 26 12 33 44 2 19 22 32 28 39 0 18 26 27 22 19 15 37 42 17 34 31 6 27 8 31 23 15 22 15 44 29 15 29 28 41 40 13 19 13 20 31 21 37 6 7 39 35 10 21 34 17 14 17 43 20 7 35 2 15 17 16 32 22 32 22 27 43 22 18 5 24 43 8 27 13 30 11 28 19 9 21 28 12 25
0 34 37 27 16 44 39 6 13 9 28 35 16 28 32 3 25 33 35 22 35 19 6 28 19 33 21 0 24 7 17 22 19 25 20 41 24 34 10 33 42 29 31 38 4 45 27 2 27 19 8 34 35 38 17 21 26 1 36 21 12 12 29 37 24 9 16 41 6 30 25 36 39 34 18 43 17 19 23 19 13 23 25 23 22 31 21 30 20 13 36 24 14 45 38 17 32 33 21 35 20
0 22 15 39 28 13 6 15 18 29 31 16 31 41 9 30 31 34 18 43 19 41 20 23 28 31 12 28 0 13 28 14 40 19 19 16 28 33 28 44 14 41 22 24 10 48 19 24 32 44 46 38 25 16 33 28 44 22 18 45 8 11 41 32 21 25 45 37 13 13 20 29 27 22 14 34 27 8 28 37 40 21 23 11 17 26 29 26 36 21 33 16 39 16 15 10 32 23 14 19 32
0 43 12 26 25 30 15 46 34 23 29 31 24 27 14 25 27 24 12 47 19 27 26 32 12 7 13 8 26 0 32 16 32 20 19 18 26 36 35 18 30 27 43 14 32 32 33 8 25 27 30 38 32 13 26 38 28 15 12 38 22 38 32 27 35 24 14 34 38 25 40 25 10 21 32 31 40 22 23 39 31 27 31 40 15 33 22 44 37 29 34 15 25 34 25 5 7 28 29 27 23
0 33 28 20 24 31 44 19 39 13 28 12 23 34 4 14 13 11 11 31 27 12 35 30 36 29 32 9 29 30 0 44 30 16 13 26 10 13 21 22 45 13 14 17 41 24 9 20 20 12 18 37 25 10 18 12 25 43 32 23 28 28 23 13 7 9 21 12 29 18 20 28 36 20 23 4 39 33 27 34 40 32 29 18 29 20 43 37 21 24 27 20 25 27 37 30 25 13 28 34 27
0 14 16 30 36 21 25 35 0 40 16 32 30 8 27 36 42 9 13 36 18 16 28 43 3 6 30 31 8 15 15 0 27 32 17 39 30 48 13 28 39 25 12 41 14 7 24 25 28 27 14 15 23 41 35 15 48 32 19 43 20 25 36 20 5 15 37 22 28 19 14 19 36 15 31 21 42 23 12 44 25 34 10 20 40 39 35 15 30 37 14 5 19 24 16 29 45 40 28 14 27
0 26 30 19 10 16 38 15 31 13 9 34 44 30 9 29 28 9 24 38 30 17 45 33 6 30 20 29 42 32 36 33 0 9 39 42 30 30 42 32 40 14 46 26 20 45 34 29 19 10 31 40 26 23 12 31 32 25 15 28 23 24 30 32 17 20 31 18 39 0 24 28 31 36 32 27 10 27 3 16 19 34 21 26 26 29 18 27 40 34 25 19 23 22 35 15 17 39 10 15 28
0 14 33 31 29 34 19 25 21 19 1 25 15 14 13 26 15 24 26 18 38 11 26 21 22 12 12 31 24 9 33 32 22 0 11 17 29 20 38 37 29 38 14 11 17 37 16 22 28 35 25 33 44 30 37 22 26 26 36 12 17 45 19 19 32 19 17 36 16 41 6 31 45 29 21 19 47 29 5 18 42 4 11 7 28 2 32 24 11 28 18 5 3 39 16 34 30 14 14 3 28
0 19 44 31 9 16 26 11 35 26 35 20 40 21 38 27 37 34 31 13 26 30 22 17 26 42 35 14 43 17 36 28 26 12 0 45 14 16 22 34 15 18 23 23 16 33 26 28 29 36 26 26 8 3 11 14 41 29 11 5 25 22 24 29 12 15 18 25 38 24 8 8 20 25 44 38 14 22 26 17 27 33 19 13 10 2 27 13 15 23 2 6 3 10 12 31 27 30 26 24 33
0 24 32 12 17 31 24 11 25 27 35 20 11 25 20 23 29 34 37 37 39 28 21 14 29 26 24 37 7 24 36 36 16 21 29 0 35 21 34 30 16 15 14 18 36 24 1 15 8 15 32 25 37 23 48 5 2 17 25 32 27 25 28 34 17 24 20 22 12 26 22 33 19 6 13 31 36 34 8 22 25 21 37 24 21 5 19 39 31 23 14 18 1 1 28 35 23 33 27 5 11
0 10 7 28 48 44 6 29 31 29 4 19 6 24 31 17 18 33 25 28 9 21 24 25 41 32 4 21 26 34 25 6 42 25 33 26 0 28 33 9 38 27 21 15 12 36 27 4 32 9 24 31 31 23 23 24 12 33 31 45 15 3 27 17 47 14 40 33 11 30 22 13 46 32 20 42 45 33 17 22 26 36 19 21 24 42 16 10 36 25 33 25 12 16 38 28 28 32 33 36 39
0 43 34 35 28 35 24 44 24 40 32 21 11 35 23 12 21 45 10 26 39 21 15 8 32 27 20 17 46 30 8 9 17 35 14 30 17 0 44 40 32 13 44 15 27 25 20 38 2 16 30 11 30 11 36 48 30 17 18 12 21 24 38 28 24 7 20 23 17 23 25 20 42 14 38 42 21 45 12 17 25 2 16 21 3 20 31 11 39 13 19 19 17 25 30 41 12 18 18 28 20
0 32 12 21 47 20 38 23 34 35 24 17 14 31 17 1 16 35 38 32 28 29 35 16 30 35 16 24 33 42 24 25 7 14 27 10 27 20 0 12 29 11 36 14 18 40 30 32 14 20 4 12 30 16 29 46 27 17 28 20 26 16 39 20 13 27 21 19 32 8 35 46 31 29 26 34 37 27 38 19 28 8 34 43 20 2 9 22 25 32 25 4 27 37 15 26 8 25 17 42 22
