  200
   48  4305     3     1
   30  4422     5     4
   17  4209     6    10
    8  4490     2    10
   15  3405    10     4
   80  3886     2     7
   79  4044     5     3
   63  4241     9     4
   54  4945    10     6
   22  4233     5     2
   95  4560     9     1
   74  4836     1     9
   95  3775    10     1
   88  3182    10     2
   69  3516     2     3
    8  4657     2     1
   73  4176     9     4
   51  4248     3     3
   84  5087     7    10
   72  4787    10     3
   42  3656     6     2
   56  4981     3     8
   15  4431     2     1
   87  4042     6    10
    2  4400     5    10
   27  4512    10     3
   43  4505     2     4
   53  3163     2     9
   31  4765     1     3
   56  4230     4     2
   13  3479     1     9
   79  3842     6     3
   86  3425     9     6
   29  4553     8     9
   87  5196     7     3
  100  3694     8     9
    8  3211     9     5
   65  4013     3     5
   63  4800     9     3
   61  5021     8     1
   87  5111     7     6
   57  4133     9     4
   35  4629    10    10
   82  3658     9     7
   45  4179    10     6
    3  5010     3     2
   89  5180     2     8
   17  5220     8     9
   54  4031     5     5
   73  5039     1     7
   88  4779     9     2
   95  4552     3     7
   28  4793     3     5
    2  3982    10     2
   81  3366    10     6
   30  3965     7     5
   29  3267     1     5
   23  4736     2    10
   83  3993    10     4
   60  4897     3     7
   78  3738     5     2
   95  4337    10     2
   39  3511     8     9
   63  4027     5     8
   23  3662     7    10
   25  3480     6     1
   63  4586     3     6
   31  3737     5     5
   90  4358     1     5
   26  4159     3     9
   92  3530     4     6
   76  4241     7     1
   82  5156     1     2
   26  5024     6     5
   57  4764     7     8
   26  4108    10     7
   29  4807     8     7
   46  4717     1     5
   43  4100     9     6
   82  3610     5     1
   18  4528     3     2
   30  3652     7     7
   76  5026     9     8
   46  4093     5     6
   32  4499     8     8
   56  3164     8     3
   75  4923     4    10
   61  4630    10     2
   79  4764     1     3
   57  3689     3     3
   20  4299     2     9
   57  3274     8     5
   51  4890     5     5
   59  4675     2     8
   20  4165     2     2
   74  3325     1     5
   83  5019     7     8
   82  3524     6     8
    4  3926     8    10
   72  4150     7     3
    7  4547     8     6
   95  4321     1     5
   47  3163     6     4
   89  4475    10     7
   21  4118     6    10
    4  4792     4     2
   15  3355     9     4
   49  3697     6     6
   50  4281     6     6
   57  4320     7    10
   30  4171     2     7
   67  3582     8     7
   87  4836     5     6
    5  3970     2     4
   12  4540     5     3
   18  4108     2     4
   61  3998     1     7
   87  4236    10     3
   79  3510     1     6
   39  3535     2     9
   44  4789     4     6
   98  4674     5     4
   96  3673     1     4
   95  4452     8    10
   57  4122     6     1
   15  4703     4     6
   69  4641     1     5
   39  3914     4     9
   97  5091    10     3
   73  3340     8     4
   11  4928     3     2
    3  4411     9     9
   68  4526    10     9
   58  4955    10     5
   92  3659     9     5
   88  3417     8     8
   61  4520     3     7
    6  3878     9     9
   36  3978     3     4
   11  3574     9     2
   63  5063     8     8
   66  5014     6    10
   77  4021     8     9
   49  4672     2     4
   70  3756     7     3
   89  3333     2     1
   67  3552     6     7
   31  4619     7     9
   76  4434     1     3
   45  3927     8     2
   70  5018    10     8
   19  3995     5     8
   43  3374     2     6
   65  3463     2     1
   14  3220     2     8
   99  4360     9     6
   79  5031     6     6
   82  4726     2     2
   37  5138     5     4
   75  4895     7     9
   54  4931     1     6
   47  4838     7     5
   78  4078     5     7
   21  4229     1     5
    4  4566     6    10
   69  4601     5     2
    9  4510     8     2
   65  3859    10     6
   75  3252     4     1
   44  3261     2     5
   75  4297    10     8
   37  5180     3     8
    9  5139     9     4
   52  5182     8     6
   85  4624     4     2
   79  3668     5     7
   40  3288     9     6
   51  5040     1     9
   10  5151     3     5
   16  4586     2     9
   95  3740     9     1
   79  4941     5     2
   35  3354     6     7
   37  3978     2     6
   43  3177     6     3
   48  3439     9     4
   36  5202     3     1
   21  5073     1     9
   30  5029     3     6
   72  5113     7     5
   95  4740     7     7
   83  4732     3     2
   19  4723     3    10
   73  3591     4     3
    4  3734     5     6
   23  4061    10    10
   41  5057     8     5
   13  5109     2     8
   87  4784     9     5
   16  5174     3     5
