50 2
561 3788 16052 2 3
1440 8327 20607 7 10
216 0 11376 1 1
1564 8506 20138 4 10
1012 0 10044 3 8
945 9000 21600 7 8
528 5183 17793 5 8
15 7731 20009 7 6
760 8703 20897 7 3
816 0 12101 5 8
1071 897 13139 7 6
1440 7012 19622 10 5
1155 4987 16661 5 10
1116 5536 17608 5 2
1060 880 12182 7 7
2090 0 12346 10 1
2025 2505 13713 9 7
740 4461 16245 10 9
779 7349 18627 10 8
1615 5163 17761 9 9
1025 6779 18901 4 6
1045 3807 15437 6 9
1290 1960 14440 6 9
1584 164 11964 9 4
221 0 11671 1 6
51 2271 14297 9 4
1216 0 11958 3 8
846 1114 13200 9 7
450 3629 15607 2 7
1380 11440 22784 5 6
1675 3140 14416 2 3
1539 10898 22798 3 9
774 4210 16640 1 8
1710 4603 16469 2 4
15 2366 14486 9 1
966 2200 14800 4 4
820 6619 18689 9 8
1139 11057 22999 5 5
1440 777 13119 2 2
506 2190 14150 5 7
696 6996 18754 9 5
650 5095 17169 8 1
1800 6332 18660 7 9
1197 5117 16387 3 7
2184 836 12684 4 7
322 6173 18897 5 2
1900 8048 19456 4 3
323 4644 17150 5 3
1540 635 11875 7 3
900 7098 18856 3 7
SETUP
0 160 180 160 100 220 140 120 160 160 100 120 180 140 100 120 160 200 160 160 80 80 100 80 60 60 180 140 180 80 40 140 40 200 160 100 180 100 200 180 140 120 160 180 140 140 140 160 160 160 140
0 0 720 700 760 780 160 140 720 720 120 620 780 740 740 180 780 780 720 700 140 140 180 140 700 680 760 760 800 160 700 180 120 720 180 720 740 120 780 700 640 620 740 740 700 720 700 240 200 780 180
0 780 0 720 600 760 700 760 720 160 780 160 800 700 180 780 240 200 760 780 680 720 760 680 180 140 200 240 780 760 240 720 740 760 720 700 720 740 720 200 720 160 760 220 200 140 680 780 720 760 740
0 760 780 0 120 260 640 740 160 760 800 740 240 120 700 740 720 760 140 260 680 700 720 680 680 760 760 700 220 700 800 740 740 160 700 140 220 720 80 720 180 740 220 800 720 760 180 760 680 200 680
0 760 760 140 0 180 660 740 120 680 740 660 220 120 700 740 760 720 160 200 680 700 720 680 700 660 760 740 220 720 760 740 740 180 680 140 180 700 140 700 140 660 200 740 720 700 100 760 680 200 700
0 680 700 160 160 0 700 720 80 680 700 720 60 140 700 620 780 720 120 180 660 620 700 660 660 740 700 640 140 680 640 700 680 160 680 60 100 680 140 700 180 720 120 720 700 640 160 740 680 120 620
0 240 760 580 680 760 0 100 740 720 220 660 740 680 700 120 740 760 620 740 140 80 80 160 600 700 700 680 700 60 760 160 120 620 140 720 760 80 660 720 680 660 740 700 720 680 720 220 140 720 140
0 220 700 720 700 740 160 0 680 660 220 680 640 660 700 80 780 660 600 660 140 80 100 140 600 700 720 660 680 80 700 140 140 760 120 700 700 60 700 700 680 680 700 680 700 660 700 180 120 740 60
0 760 700 160 180 240 700 700 0 620 700 700 240 80 660 700 780 660 160 240 700 660 700 700 700 760 720 700 160 720 680 700 760 80 640 160 180 680 120 680 160 700 120 760 680 720 200 720 640 120 700
0 700 100 660 680 740 640 700 680 0 760 100 760 580 40 640 180 60 660 720 680 680 620 680 120 180 120 80 680 680 160 640 700 680 580 700 660 680 600 60 660 100 660 200 60 120 720 640 580 760 660
0 120 720 700 640 740 120 40 680 680 0 660 680 680 640 100 720 680 620 680 120 80 80 80 600 700 680 680 700 60 580 80 120 740 140 680 720 80 700 700 680 660 700 720 680 600 660 160 140 740 80
0 760 200 740 760 720 740 640 740 120 780 0 720 680 140 660 240 160 660 740 720 660 680 720 140 140 140 140 740 640 220 760 700 700 700 700 700 600 700 80 580 140 680 120 180 120 760 760 700 760 700
0 720 720 120 120 200 700 700 40 640 680 700 0 100 680 680 780 680 180 200 620 660 680 620 620 700 740 700 160 640 620 700 700 120 680 100 200 700 140 700 160 700 140 720 700 680 120 740 680 120 580
0 720 680 100 180 180 620 700 160 720 740 640 200 0 600 720 720 640 120 180 660 660 620 660 640 720 660 640 120 660 740 640 700 120 580 140 100 680 160 600 120 640 100 740 600 700 160 640 580 200 700
0 680 200 780 780 800 760 780 780 160 780 180 780 700 0 800 140 160 760 800 760 780 700 760 200 240 220 180 760 760 260 760 780 780 720 780 740 720 760 160 720 180 620 160 140 160 780 640 700 820 800
