100 5
768 13676 17764 1 7
2079 3517 6887 5 1
1215 8986 12894 10 9
140 15558 19342 4 5
1200 6355 10067 7 1
1848 6638 10214 5 6
1860 15941 19915 9 6
1400 6273 11007 6 3
792 7559 10937 6 4
624 4218 8038 10 2
646 5471 8705 3 8
1400 11697 15159 9 8
1072 4960 8576 5 9
861 15570 19380 2 7
323 6493 10769 2 8
1224 3542 6890 5 9
912 4457 9071 6 3
1909 10201 13633 8 8
2500 8304 13074 4 4
480 13971 17379 5 4
1350 4008 8552 4 8
1275 11536 16018 5 6
960 12252 16518 10 5
20 12223 16253 4 10
2134 10095 13449 10 7
1219 6221 10939 7 2
1640 4799 8593 8 9
180 4659 9405 7 3
416 13774 17334 5 10
1166 5874 10208 2 10
1659 7399 12151 8 6
810 9459 14181 2 10
184 8501 11995 4 3
1700 10145 14559 5 6
323 10502 14658 7 4
1265 7871 11841 1 5
168 16503 20793 9 1
480 4163 7849 2 5
252 5256 8472 5 5
1280 9362 13780 4 1
1216 7177 11567 8 8
176 9418 13382 5 5
1458 9566 14018 8 3
68 13922 17428 10 5
850 11507 16213 8 2
1311 13581 18055 7 9
1740 15002 19318 2 7
1054 4757 8053 9 4
1360 12519 17121 10 7
1045 5259 8621 6 3
1675 12382 16598 9 10
1394 14259 18301 2 7
1564 7531 12029 10 5
240 16957 21393 10 2
1428 7585 10999 9 3
1850 8222 11746 2 9
1260 10507 14777 5 9
722 6122 10266 8 5
1302 7975 11545 10 9
1843 6016 10240 3 4
1824 8459 12673 2 9
1520 6678 11082 6 4
1155 11520 14880 8 6
2200 6251 10821 7 9
391 12154 16396 6 1
1800 4614 7898 5 9
798 9244 13064 6 9
1170 6525 10175 9 10
1071 11380 14668 8 4
575 15932 19442 7 9
1896 10464 15096 9 5
551 10705 14089 9 2
432 6494 11262 9 5
663 3268 8060 3 4
1080 7003 11301 8 6
777 11794 16566 8 1
459 5837 10041 9 1
1743 9091 12779 3 4
595 9691 12969 9 9
2100 4258 8270 8 7
1328 10998 14274 8 9
1800 4879 8189 4 10
1649 7251 10533 8 2
2475 12974 16186 1 3
1955 3510 7358 9 3
608 10778 14472 2 3
836 11260 15524 4 2
1248 5764 9500 4 9
968 5547 9729 1 4
459 12073 15481 2 8
460 14711 18189 5 3
759 5990 10390 9 1
25 11540 15676 6 1
1273 10620 14772 2 6
360 10847 14651 6 9
300 9067 13335 3 9
552 2415 6993 5 9
1548 7655 11455 3 6
1750 5977 9287 8 2
1638 12974 17526 8 10
SETUP
0 160 180 160 160 60 20 120 120 160 200 140 160 100 200 120 100 180 200 220 100 220 100 60 120 140 140 160 80 120 120 120 120 200 140 140 140 100 180 140 140 140 200 220 140 120 100 120 100 80 140 180 120 140 140 120 180 160 160 160 160 100 120 180 120 160 120 180 240 180 160 180 160 200 80 60 100 140 200 160 120 200 100 160 140 120 160 80 140 80 80 140 160 180 160 200 140 180 140 100 140
0 0 659 698 718 619 579 160 679 698 778 698 698 698 738 200 180 200 180 738 120 778 160 80 659 698 718 718 639 80 679 659 659 200 698 639 619 659 679 679 639 659 758 758 679 120 120 659 659 100 679 180 758 639 679 659 659 698 738 679 698 679 120 738 180 659 718 738 798 778 659 698 619 180 639 698 639 679 220 180 659 180 698 698 160 679 718 639 718 639 698 160 718 718 160 140 698 738 679 599 718
0 718 0 679 160 659 758 659 160 679 718 160 778 100 738 718 698 718 718 120 679 180 599 679 679 718 738 718 140 718 659 698 140 738 180 120 200 698 698 200 698 718 679 778 679 698 698 100 679 679 718 679 718 698 698 120 718 140 659 698 738 679 659 698 639 140 679 698 818 140 659 698 679 718 718 639 659 120 738 679 120 738 100 639 639 659 180 679 679 140 619 679 698 180 659 738 659 200 698 698 698
0 758 639 0 659 639 200 639 679 100 718 679 698 659 738 698 639 718 679 698 639 738 659 599 659 679 698 100 639 599 140 679 639 639 679 619 619 100 619 679 80 619 698 180 698 639 698 659 639 639 120 659 180 60 140 639 120 738 180 639 718 120 619 718 679 579 120 180 240 758 40 80 679 639 639 679 619 679 738 679 639 679 679 659 639 639 698 80 718 619 679 679 140 698 698 718 140 718 140 579 100
0 758 200 718 0 619 738 659 200 659 738 120 679 160 738 738 698 659 698 140 659 160 679 679 679 659 679 718 160 599 679 679 140 718 60 160 160 639 698 140 619 599 758 698 599 679 718 140 659 619 698 659 698 718 579 80 698 160 639 639 718 698 619 659 599 120 679 738 698 240 718 698 659 718 718 679 698 160 758 718 140 679 160 698 698 698 180 619 718 160 698 698 698 180 698 738 619 180 679 738 718
