20 2
85 0 6 2
18 112 8 4
5 174 7 10
72 33 1 7
8 17 8 2
14 68 4 5
23 75 10 10
34 26 10 5
70 176 7 10
95 65 8 6
45 146 6 8
74 76 9 7
70 123 7 8
60 35 1 1
49 133 5 2
96 93 7 2
85 0 7 7
51 18 10 6
74 0 9 7
87 93 4 6
SETUP
0 27 23 21 20 28 10 4 16 21 13 18 10 20 2 15 12 24 14 22 2
0 0 14 16 12 25 20 20 8 25 27 27 21 4 18 26 17 40 9 22 30
0 36 0 13 34 32 18 18 30 29 38 26 31 14 39 25 3 40 28 35 16
0 47 16 0 24 43 33 33 19 37 42 41 20 30 30 34 18 27 39 26 31
0 33 23 8 0 47 29 29 27 39 44 44 27 36 27 38 21 35 42 31 37
0 40 11 14 27 0 21 22 33 32 16 36 22 19 20 34 13 41 38 39 26
0 35 13 25 35 19 0 7 30 11 35 20 41 27 36 34 15 44 22 25 25
0 29 42 30 35 38 35 0 31 37 41 35 37 32 29 28 20 38 32 18 20
0 37 25 9 5 26 33 33 0 18 32 27 29 32 31 19 25 36 46 34 40
0 41 19 22 35 9 29 29 39 0 25 29 30 27 27 39 21 49 32 38 26
0 40 32 21 14 27 29 36 23 19 0 26 29 33 34 18 23 32 22 34 10
0 29 23 8 15 36 41 40 11 28 38 0 27 20 38 29 26 30 27 33 15
0 27 34 24 17 24 33 26 34 28 39 27 0 31 36 43 21 38 35 43 31
0 44 32 27 23 22 31 27 19 35 32 23 18 0 25 37 35 45 36 42 36
0 31 21 20 25 28 9 3 33 20 17 22 9 22 0 14 10 23 31 20 22
0 35 15 16 23 40 32 32 19 32 13 9 36 28 36 0 17 28 35 22 23
0 34 26 10 33 32 15 15 29 26 36 24 30 15 40 23 0 37 37 33 35
0 49 31 31 27 37 27 21 23 29 35 25 27 40 18 32 28 0 29 38 39
0 24 33 18 34 33 33 27 30 44 35 19 33 28 25 23 35 36 0 14 34
0 37 24 25 31 20 40 38 27 41 23 18 40 37 38 10 25 23 14 0 32
0 36 29 23 19 29 26 30 14 31 27 17 32 36 27 14 31 42 13 26 0
