60 4
82 142 8 6
82 614 10 9
35 108 1 8
98 0 4 6
12 490 2 2
59 352 5 3
27 65 1 8
84 532 9 9
4 49 5 2
21 0 3 9
13 0 7 4
4 518 8 8
79 0 7 1
74 401 6 1
78 0 9 6
67 250 3 3
18 0 3 5
84 0 5 6
76 653 2 3
71 434 10 10
1 623 6 5
52 18 1 6
9 315 10 8
21 0 10 1
34 618 8 5
52 350 6 10
10 0 2 1
49 261 10 3
65 296 1 5
67 351 3 8
17 521 8 3
86 150 1 7
19 348 8 6
96 117 8 9
59 0 2 7
96 0 5 1
96 0 7 9
56 261 8 7
38 179 2 4
58 492 7 10
81 380 2 6
47 475 8 1
74 67 9 5
69 183 4 10
58 598 4 9
78 277 9 2
92 190 5 5
92 613 9 6
49 115 9 6
54 0 4 4
30 617 7 9
18 240 6 9
88 141 10 2
55 0 3 7
25 454 8 6
92 641 1 7
59 0 5 5
76 303 10 4
94 77 10 4
77 451 3 1
SETUP
0 10 24 15 18 19 9 2 19 11 26 27 31 44 38 17 24 45 38 22 35 4 39 12 24 20 24 19 14 22 28 24 20 45 25 27 31 39 21 20 17 32 28 31 13 26 34 17 11 45 24 14 21 31 28 17 21 43 28 25 34
0 0 31 19 28 21 20 15 21 24 30 32 27 46 48 28 30 36 28 32 45 17 46 25 29 30 25 33 26 32 33 25 22 46 26 38 32 41 34 27 28 30 18 33 24 27 32 30 12 50 36 28 11 33 20 22 30 50 22 34 36
0 34 0 19 24 17 32 21 17 23 26 25 31 31 35 24 34 25 38 19 32 23 37 31 25 18 21 19 33 19 15 21 13 24 22 37 18 26 19 23 23 40 37 29 36 23 26 2 8 33 39 21 7 10 34 18 18 34 19 25 22
0 16 44 0 25 25 15 29 26 38 39 19 23 36 49 32 15 37 34 33 45 32 51 38 31 32 36 40 14 34 41 41 26 44 29 21 23 41 43 26 23 25 19 37 18 36 36 34 27 37 35 32 26 37 34 26 32 32 32 41 27
0 24 34 18 0 29 25 33 24 40 31 31 23 47 38 33 33 44 36 41 20 9 43 40 41 40 40 35 24 41 43 35 30 49 29 24 41 43 25 36 27 29 31 42 23 40 40 36 35 49 21 36 35 41 38 38 37 45 11 30 40
0 33 20 23 21 0 32 34 22 22 34 14 19 33 29 23 38 27 37 20 24 29 30 26 26 25 33 27 33 13 17 28 2 26 24 27 20 21 31 29 28 32 37 13 31 35 25 14 19 32 30 19 19 13 32 30 11 36 19 16 24
0 2 30 7 17 11 0 15 22 24 32 24 23 37 36 18 16 37 29 26 33 18 38 25 31 24 27 26 6 23 27 27 12 36 28 19 29 32 29 11 9 24 19 23 4 22 34 20 13 42 21 18 13 23 22 24 19 38 20 26 33
0 27 23 17 17 24 31 0 18 9 25 25 39 44 37 27 32 44 38 21 34 3 38 10 23 19 25 18 31 21 28 33 25 43 23 31 31 38 20 21 22 36 32 30 35 26 33 16 21 43 23 13 21 30 27 16 19 42 27 24 35
0 23 33 25 38 23 39 37 0 42 27 20 42 44 32 21 40 39 47 33 29 25 33 45 31 31 24 39 39 33 29 18 24 38 6 33 32 37 41 25 25 38 40 35 43 26 36 34 31 38 40 41 30 25 42 24 14 46 33 39 36
0 39 31 30 23 26 44 13 31 0 38 33 45 52 44 27 45 51 51 27 40 16 45 23 36 26 37 26 44 28 36 41 28 41 36 43 39 40 32 33 30 49 38 32 45 38 43 22 27 50 36 19 26 36 33 28 26 55 33 34 42
