50 2
10 0 5 9
41 0 9 6
24 0 5 8
17 0 1 9
41 229 10 2
3 0 10 9
44 315 6 3
85 152 7 4
14 0 6 4
89 184 7 4
83 128 5 6
63 0 8 7
32 0 5 4
2 0 1 5
51 0 8 9
26 384 10 10
37 155 1 3
11 167 10 4
49 0 2 10
62 302 1 5
12 286 5 3
48 0 3 4
67 0 6 4
74 337 3 5
79 0 4 10
13 342 9 10
87 78 10 4
82 0 4 9
5 0 2 1
72 78 7 4
80 356 2 9
22 0 8 2
92 94 7 6
54 171 9 7
9 0 8 7
44 35 9 10
87 272 8 6
56 0 5 1
28 345 5 1
15 258 3 9
76 325 1 6
40 0 1 10
79 248 2 4
17 0 7 4
85 371 1 1
32 0 9 3
99 0 9 2
47 97 2 10
82 43 1 10
27 92 10 2
SETUP
0 13 24 27 26 34 2 26 28 24 13 22 21 40 19 31 32 28 22 29 7 5 36 26 2 24 35 17 7 24 46 31 15 20 28 17 40 21 23 10 8 24 10 40 28 14 15 25 21 31 5
0 0 24 7 11 13 1 28 26 8 19 29 44 26 32 15 43 45 6 19 40 19 2 14 14 44 25 12 24 23 28 28 10 24 24 29 28 34 27 17 26 32 40 37 45 36 17 10 39 42 25
0 29 0 30 18 14 18 19 26 33 38 31 18 36 38 34 18 35 37 11 9 36 42 24 40 20 44 29 19 21 18 43 20 34 23 37 13 44 27 11 35 19 10 29 17 8 27 26 21 18 13
0 40 9 0 40 27 36 14 22 34 34 46 16 29 15 20 18 28 30 32 21 25 33 7 13 14 17 27 28 25 29 11 47 6 28 27 20 27 25 37 12 21 31 5 38 28 21 21 28 33 22
0 17 11 5 0 41 31 1 23 25 19 41 11 27 10 46 23 27 31 28 29 28 33 12 22 26 11 16 34 35 22 39 17 19 32 31 37 37 38 22 18 17 28 10 23 15 35 12 23 24 26
0 29 32 31 38 0 1 16 12 42 34 31 28 38 13 29 34 27 26 3 40 17 21 24 35 7 22 8 27 26 36 28 18 23 32 18 25 28 31 37 29 29 27 40 22 33 25 12 29 43 21
0 27 37 26 30 42 0 21 23 30 17 7 25 13 28 15 10 11 17 6 12 32 31 11 11 39 31 16 19 15 21 9 21 23 38 38 32 18 21 23 22 3 34 29 22 22 29 10 3 19 21
0 17 24 14 20 34 27 0 26 43 8 35 20 33 23 2 30 33 8 25 42 6 18 32 35 15 26 29 7 46 21 13 46 34 17 36 13 29 21 9 7 20 10 31 40 22 21 39 16 25 19
0 27 21 18 25 12 5 39 0 27 33 33 23 21 15 38 28 22 32 25 41 20 33 30 33 25 41 3 34 22 33 30 24 13 14 28 31 39 31 9 35 9 26 47 13 32 39 9 21 17 19
0 33 31 36 23 29 26 30 21 0 19 26 23 19 7 35 22 18 16 37 35 28 32 20 26 35 28 22 22 35 23 15 8 35 33 20 20 33 10 31 26 17 21 46 40 36 40 41 28 18 34
0 23 19 25 29 29 20 14 31 21 0 12 10 41 32 17 30 17 26 17 40 20 11 46 16 16 19 41 35 22 29 19 38 37 2 17 13 16 25 10 37 17 26 11 9 16 25 25 17 7 21
0 34 26 41 25 18 46 32 21 33 5 0 28 28 20 28 35 18 6 38 27 23 27 24 16 25 6 35 17 13 14 29 15 30 13 31 13 38 12 21 44 41 37 35 38 32 10 0 12 35 20
0 24 14 34 25 11 33 27 32 27 31 17 0 10 28 17 34 17 13 29 4 23 34 34 32 26 14 21 1 14 32 38 19 42 18 40 37 21 26 41 31 21 34 16 20 38 22 17 13 18 12
0 22 36 24 18 14 29 28 35 30 25 43 27 0 39 44 29 29 25 42 11 14 46 26 5 21 10 33 25 3 21 23 26 8 2 41 10 27 14 16 18 36 19 27 15 26 38 34 19 9 27
0 20 35 32 17 34 9 26 28 16 24 13 18 36 0 20 21 23 28 43 36 31 42 29 16 1 27 22 29 33 16 31 25 33 15 35 30 26 21 29 33 22 40 36 33 22 13 20 14 21 32
0 14 22 30 10 34 20 42 10 16 15 18 15 26 36 0 33 17 27 21 24 11 18 10 34 35 35 19 7 10 39 31 20 12 16 10 22 28 8 34 17 22 35 26 32 26 29 21 18 27 13
0 21 28 23 8 27 6 37 42 4 38 25 43 38 24 18 0 32 12 8 13 44 37 18 10 37 22 20 22 9 28 34 28 24 20 18 33 24 25 37 23 15 14 26 33 24 22 20 35 19 26
0 17 13 19 24 41 32 34 47 33 20 27 19 35 15 14 4 0 27 20 13 29 37 17 7 20 28 26 26 14 28 30 16 40 42 32 22 39 36 36 24 39 30 27 25 36 29 26 39 15 29
0 9 12 11 20 33 21 12 19 25 31 31 25 44 0 18 9 25 0 23 18 28 11 25 13 19 28 21 30 12 35 37 47 18 19 44 16 24 17 4 43 35 9 11 39 36 29 13 18 20 21
0 22 26 19 23 30 23 43 22 15 42 27 35 1 25 20 7 33 38 0 11 36 12 2 11 8 1 34 17 7 15 30 20 15 33 9 27 31 14 21 19 22 20 22 30 28 20 30 16 37 18
0 19 30 33 22 13 40 39 12 20 9 29 12 21 41 22 18 32 11 21 0 8 17 16 9 27 9 17 34 22 39 41 42 34 31 9 8 19 14 30 29 30 23 16 22 21 26 36 33 22 43
0 11 9 35 33 10 18 28 42 27 24 20 3 28 45 24 27 46 44 18 5 0 35 16 38 31 34 33 20 30 25 22 17 36 12 11 3 46 23 28 37 35 31 42 16 41 45 16 16 20 28
0 16 5 46 10 15 19 2 16 18 43 6 24 22 36 29 38 43 10 23 29 28 0 36 20 26 35 43 10 2 17 25 32 44 16 32 17 34 20 8 11 19 33 28 24 21 19 39 21 25 35
0 10 38 16 36 34 39 31 19 30 41 42 21 23 26 16 18 40 19 30 42 19 38 0 39 45 28 3 33 12 19 32 27 35 44 10 39 23 33 16 18 7 24 15 35 29 30 11 36 21 21
0 22 19 23 29 25 19 20 29 31 31 23 24 33 33 19 8 28 8 9 24 45 19 26 0 28 9 21 42 39 22 27 38 6 19 25 7 25 20 16 10 30 8 24 14 31 8 10 27 7 20
0 27 1 13 36 19 24 37 15 7 20 22 27 17 35 41 26 33 20 16 22 17 29 8 29 0 24 20 18 29 27 39 27 38 12 27 9 26 24 32 15 26 37 13 20 15 34 28 8 15 34
0 27 30 24 47 21 11 31 42 27 9 15 26 25 35 6 39 17 26 26 29 30 15 35 37 45 0 40 20 25 40 20 2 42 16 27 31 9 10 34 8 21 19 16 18 36 38 23 26 20 24
0 22 15 23 23 39 24 20 24 38 27 12 16 31 36 25 14 22 23 30 22 9 14 37 34 39 30 0 16 17 11 23 4 19 29 34 21 15 8 42 25 32 25 22 15 42 12 22 32 32 30
0 34 30 26 25 31 22 23 8 4 14 25 20 9 3 5 21 44 19 12 30 26 7 39 18 15 35 35 0 40 37 30 23 38 10 29 8 21 19 22 10 16 32 18 24 26 9 39 27 37 20
0 21 18 15 27 29 18 3 45 7 22 19 16 23 18 28 23 34 26 21 17 22 29 26 13 20 35 11 28 0 26 23 19 17 17 25 15 12 22 36 40 29 7 31 39 32 38 31 12 20 12
0 24 21 37 28 30 12 15 29 22 15 37 4 28 29 5 40 23 20 28 46 22 15 28 4 24 8 20 46 1 0 27 31 35 24 16 28 18 27 18 12 32 13 14 23 32 12 39 24 9 23
0 37 26 7 24 13 28 44 30 33 15 43 31 42 19 31 34 29 24 39 30 46 10 19 26 25 30 21 44 20 2 0 30 36 14 7 18 19 33 25 23 23 25 14 14 15 2 29 17 23 32
0 30 17 19 32 17 1 17 10 40 39 21 7 37 26 15 14 35 11 7 25 22 37 13 20 34 35 4 23 48 11 15 0 20 18 18 39 22 11 27 6 10 38 21 20 2 22 38 7 23 38
0 7 4 20 37 20 13 8 25 34 29 14 35 32 27 19 26 23 16 21 28 29 16 10 37 23 36 13 28 21 10 24 29 0 8 7 15 8 21 8 26 26 9 17 18 21 25 18 29 17 30
0 37 19 23 20 19 15 31 25 32 23 24 27 41 16 33 35 28 18 23 13 13 5 31 25 6 43 28 13 26 23 29 11 7 0 17 9 14 22 19 33 18 23 11 42 26 36 14 22 12 33
0 6 7 12 31 27 24 7 24 31 28 7 37 20 37 32 20 13 35 45 16 20 18 25 19 3 27 33 27 45 10 28 20 2 23 0 18 11 11 21 7 14 20 31 36 12 13 21 38 19 2
0 32 27 5 24 37 20 28 24 24 24 21 19 27 39 22 15 11 43 29 20 2 30 35 15 20 19 11 5 28 26 44 46 16 32 47 0 22 25 16 30 43 48 18 22 10 20 13 21 3 16
0 32 47 31 45 41 2 40 22 27 38 26 17 37 34 7 36 16 25 17 29 26 37 30 9 18 22 19 33 40 16 7 30 36 18 16 23 0 43 40 36 17 6 36 34 18 40 18 14 18 5
0 8 36 13 37 37 2 41 7 24 31 30 44 33 22 19 30 8 13 18 15 25 11 25 47 21 6 24 44 12 27 24 39 32 9 34 27 31 0 16 19 2 29 32 8 42 25 34 16 32 13
0 14 10 8 20 10 31 27 26 15 43 28 3 11 11 33 18 36 26 20 19 16 21 19 9 25 39 16 37 33 23 43 30 18 15 14 27 18 27 0 27 39 46 26 42 23 23 9 21 30 30
0 31 31 30 29 14 3 19 23 32 13 26 44 25 16 9 33 24 45 3 9 17 26 38 27 10 24 23 34 29 21 28 40 29 16 15 29 20 40 26 0 25 32 32 16 11 24 30 21 39 18
0 35 20 41 26 18 40 15 28 26 32 37 41 23 40 28 26 17 32 36 20 6 20 22 44 20 31 21 33 23 20 20 22 15 43 28 15 45 21 22 18 0 18 23 21 32 8 12 33 28 42
0 9 14 8 28 46 40 41 33 22 38 6 47 2 22 7 11 33 18 42 31 35 31 28 9 19 11 2 39 31 6 22 29 24 10 24 31 22 11 45 20 11 0 26 46 7 7 10 30 39 36
0 24 21 22 8 38 21 39 22 30 16 24 11 10 31 14 45 30 8 19 38 22 28 28 13 44 10 44 27 27 13 6 43 19 14 10 20 24 37 11 22 40 18 0 14 40 1 23 31 24 14
0 38 31 25 7 27 20 16 34 38 28 12 24 30 11 36 5 40 35 13 30 27 22 6 37 36 12 18 18 15 15 46 24 30 31 7 21 30 21 22 24 14 30 29 0 23 14 18 17 27 34
0 26 2 18 26 16 39 15 21 38 26 41 27 4 28 22 45 24 9 22 9 17 32 26 6 22 38 18 20 41 27 12 41 12 4 20 23 16 15 24 39 17 17 17 39 0 19 11 46 16 37
0 17 19 19 8 29 42 23 28 15 6 29 46 43 23 22 34 19 25 27 11 39 29 9 21 36 19 18 18 2 24 13 13 21 22 18 34 22 22 5 29 12 18 28 7 23 0 32 28 18 31
0 26 17 13 34 23 39 20 23 2 15 25 20 9 12 10 25 20 41 23 0 13 33 33 34 9 26 36 24 33 30 21 28 22 17 18 35 11 31 27 38 13 25 44 34 15 1 0 30 17 23
0 12 39 21 14 32 27 27 23 21 30 48 36 48 26 33 11 33 15 14 37 9 10 25 32 12 18 12 19 41 18 3 32 13 9 24 43 21 22 22 8 21 32 31 44 27 32 3 0 27 36
0 39 45 37 25 33 26 17 10 23 31 37 30 1 12 31 28 23 5 38 25 38 6 26 36 31 8 26 37 28 21 31 41 22 26 33 34 28 28 29 13 15 15 21 39 32 8 14 7 0 19
0 15 29 18 26 27 20 28 33 28 19 21 21 31 15 30 38 20 26 29 28 16 29 25 16 18 4 29 31 46 26 28 19 20 29 7 11 28 32 31 32 27 48 28 17 22 24 36 42 20 0
