100 3
1691 7430 19130 8 4
1530 4949 17371 2 3
1472 13332 26124 8 10
1152 9222 21938 2 7
1820 5723 18145 7 6
1750 10345 22625 10 7
18 6713 18863 2 4
756 2661 14107 2 8
1445 1370 12610 9 2
100 13383 25003 7 10
1080 18599 29851 6 7
616 3591 14889 9 8
748 17415 30087 4 8
1116 12559 23829 2 2
442 4470 16848 6 1
273 13896 26544 1 1
1197 17168 28990 2 8
1078 18367 30933 8 8
216 2101 13667 8 9
234 2144 14686 4 7
900 1964 14716 5 5
575 10330 21830 9 4
960 4457 15853 8 2
1380 11447 22703 4 2
360 15757 27803 4 9
2112 6164 18784 6 9
1280 5175 17549 3 3
1564 8665 20591 1 10
34 21082 33398 5 2
171 19656 32344 5 7
1241 16329 27991 9 4
1771 5445 17709 2 10
1992 8198 19610 7 5
1056 11225 24007 6 7
1620 4340 17054 2 5
1400 1471 12809 6 3
1008 12720 24816 10 5
1805 19348 31402 10 3
304 9574 21264 8 7
816 4025 16423 9 3
954 4003 16205 9 7
897 18631 29901 8 10
1364 6492 18294 3 5
1025 13496 25224 10 1
1606 10516 22940 2 9
1242 13248 25392 4 9
2070 9288 21012 9 2
552 12963 24505 2 8
912 2259 15033 2 1
1170 9002 20318 10 10
946 4187 16043 1 1
810 17301 29949 2 10
525 15952 27794 1 3
1518 11820 24580 8 6
1806 6536 18350 7 6
1702 5140 17540 6 10
784 3250 15290 8 4
1488 15358 28114 5 3
975 20277 31851 10 8
1728 8608 20252 5 10
253 13283 24865 6 7
836 4887 17649 3 7
850 3192 15672 6 10
216 9138 20462 1 8
84 13525 24931 6 4
1150 15062 26694 3 10
2254 19962 32598 10 7
992 5793 18447 8 9
1254 17444 28924 7 4
1518 4604 16312 2 10
400 14807 26101 9 9
828 2412 14004 3 3
1533 12683 24437 6 1
888 10022 22738 9 3
1482 10256 22114 2 8
585 17066 28582 6 4
1332 14146 26138 5 10
384 5840 17164 2 7
1656 4808 16816 9 10
176 6214 18396 8 3
275 16087 27563 8 7
800 5002 16688 10 5
1332 4021 16537 1 2
63 9244 21508 7 8
1890 15351 27285 9 9
2150 4361 15665 4 6
935 2966 15370 7 9
506 10458 22184 10 6
1000 14203 26495 8 4
198 8997 20787 6 10
720 16939 28693 3 9
960 12228 23532 3 8
285 17130 29862 7 8
885 10852 22474 10 5
1748 8332 20464 10 4
1440 7985 19663 2 10
1029 15733 27659 9 1
1728 7673 20181 10 1
1060 7333 19025 2 4
714 12782 24754 7 8
SETUP
0 143 21 103 123 123 103 143 103 143 123 143 103 184 62 123 82 123 143 123 82 103 184 62 143 143 143 164 184 143 103 123 123 103 184 62 82 123 103 143 164 103 164 143 21 164 143 143 123 164 123 123 164 82 103 143 184 123 123 184 143 82 41 103 184 123 82 123 103 164 143 123 123 164 41 82 143 62 82 143 41 103 123 123 103 184 123 123 205 143 143 103 164 123 143 103 143 143 41 103 123
0 0 164 184 654 674 633 164 674 592 674 674 205 633 143 143 164 633 674 654 592 694 654 654 715 674 654 633 205 694 694 633 633 123 694 592 633 572 674 715 613 654 164 674 674 674 694 674 654 143 572 654 735 633 654 633 654 62 143 654 613 613 633 184 633 62 143 123 633 633 143 674 654 654 654 103 654 654 143 592 654 674 633 633 103 694 654 694 674 592 694 633 674 143 674 633 613 592 143 613 164
0 184 0 143 613 633 654 123 674 674 654 654 205 694 62 164 143 654 633 613 633 654 674 551 674 694 633 654 225 633 592 654 654 164 694 551 613 654 633 633 654 674 164 654 654 694 694 674 654 143 654 654 715 654 654 654 674 143 164 674 633 572 654 82 674 143 123 123 592 654 143 654 674 654 654 143 633 551 123 654 592 674 613 613 164 735 613 613 694 654 654 592 654 164 633 592 633 674 103 592 143
0 225 123 0 613 613 633 123 654 592 654 654 225 694 62 164 143 654 654 633 613 674 613 633 694 674 592 694 205 633 633 654 694 123 674 592 633 633 613 694 674 654 184 654 674 592 654 694 613 184 633 633 715 572 674 613 674 123 164 654 592 592 551 123 674 123 143 62 633 654 184 654 694 592 654 123 654 592 143 694 613 654 613 654 103 715 654 592 654 613 674 531 592 164 694 633 592 654 143 633 103
0 694 592 633 0 654 654 633 694 654 164 633 735 164 531 654 674 123 674 592 123 654 654 531 674 654 633 164 715 613 633 143 694 654 715 592 613 123 103 164 82 654 674 164 654 694 694 205 123 694 633 633 184 143 654 143 674 613 654 633 633 62 143 613 654 613 613 674 654 674 592 633 184 633 633 654 654 592 613 674 592 694 654 143 654 715 654 572 184 633 674 82 654 654 164 654 123 654 592 654 633
0 654 654 633 654 0 613 613 143 82 654 674 694 613 633 613 654 613 633 103 572 654 123 654 164 633 123 613 715 674 572 613 674 613 674 41 123 551 654 674 592 654 654 633 143 654 143 674 633 654 41 123 613 613 654 654 633 551 613 633 592 572 613 654 123 551 613 511 103 613 633 633 654 123 123 592 613 41 613 143 592 164 103 613 592 184 123 633 654 62 633 592 654 613 654 613 592 572 633 82 572
0 694 592 694 654 654 0 694 715 674 674 184 715 715 633 654 613 654 205 654 633 143 674 62 694 184 674 633 715 184 164 633 184 654 205 531 633 654 654 654 694 184 633 674 572 225 633 674 674 735 654 674 715 654 164 694 164 654 674 245 123 654 633 654 715 654 633 654 654 143 654 164 654 674 592 633 184 633 674 674 82 633 654 613 654 592 633 184 694 674 184 633 184 654 654 143 633 184 633 592 654
0 205 62 103 654 633 572 0 674 592 551 674 123 654 123 143 143 633 654 633 633 654 674 613 694 694 572 654 164 654 633 551 674 143 654 551 572 654 654 654 633 613 164 633 613 674 633 613 633 205 654 633 674 572 654 633 572 164 143 674 654 592 531 143 654 143 123 123 572 551 103 592 592 551 592 123 613 613 82 654 613 654 674 633 82 654 592 654 674 592 674 613 613 143 613 551 654 674 123 613 103
0 694 715 654 674 103 694 715 0 164 694 735 735 694 674 715 735 674 715 184 674 674 205 694 245 715 184 654 735 654 674 674 654 715 715 41 184 654 694 613 694 694 715 654 184 735 164 715 654 735 143 225 715 674 694 715 715 633 694 694 674 654 674 715 205 654 694 613 184 694 694 654 694 184 164 674 715 123 694 123 654 184 184 654 674 225 164 715 735 164 715 654 694 715 613 674 674 674 715 184 654
0 674 633 613 694 184 654 613 143 0 654 654 674 654 654 654 654 592 633 62 654 633 123 613 184 613 103 654 694 654 654 592 674 572 694 62 82 654 633 674 633 674 633 592 184 674 143 674 613 694 143 143 674 613 633 654 654 633 654 674 613 531 592 654 143 654 592 654 103 654 654 592 654 103 164 551 572 164 592 143 572 164 123 613 654 205 103 613 654 123 674 551 654 654 654 613 613 613 654 143 633
0 694 551 654 143 674 654 654 654 551 0 694 694 164 592 654 694 123 674 613 123 654 674 592 694 654 633 164 715 592 633 123 633 613 674 592 613 123 143 164 82 633 654 82 654 715 694 62 103 694 633 633 205 143 674 164 694 633 654 674 633 62 123 633 654 633 592 674 633 674 633 592 41 633 633 592 613 592 633 654 592 613 654 82 551 715 613 654 184 654 674 82 654 654 62 633 143 633 633 572 633
0 654 674 674 654 674 143 694 613 654 633 0 674 633 674 694 694 633 82 674 654 184 654 164 633 205 613 654 735 143 184 654 123 674 184 613 633 633 654 654 613 184 572 572 694 184 613 633 654 674 633 674 674 633 184 551 164 613 694 164 164 674 654 715 654 633 654 674 633 143 633 82 654 613 674 654 164 694 654 694 123 654 654 572 633 674 592 205 715 633 184 654 164 694 674 103 674 143 654 551 613
0 164 82 103 592 654 592 123 654 572 551 572 0 613 103 82 143 613 633 592 572 633 633 592 654 654 613 613 184 633 613 613 654 103 674 572 551 551 531 654 592 572 82 551 592 654 633 592 633 164 551 551 654 613 674 592 613 41 82 633 592 592 613 143 613 41 123 103 613 613 123 572 572 613 572 82 633 572 62 654 572 633 613 572 82 633 592 654 654 572 654 613 654 82 592 592 592 572 62 592 103
0 633 613 592 82 654 633 654 572 654 123 674 694 0 592 572 654 123 654 551 103 633 654 592 654 674 613 21 694 613 613 103 592 633 654 551 592 82 123 143 123 572 592 103 592 674 613 82 123 674 592 551 164 21 633 164 654 613 572 551 613 103 103 674 531 592 613 654 592 654 572 613 62 654 572 613 633 572 572 654 572 572 633 143 633 633 613 654 164 613 654 103 654 572 62 633 103 613 572 613 633
0 184 82 123 572 654 654 123 694 654 674 674 205 654 0 143 164 613 674 592 633 633 654 572 715 674 613 654 205 592 654 633 694 143 694 592 613 654 633 654 633 674 164 694 694 694 674 694 613 184 654 674 694 633 654 654 674 143 143 633 613 551 633 82 654 164 103 164 654 654 143 654 674 633 654 123 674 613 103 674 572 674 633 633 184 715 654 572 674 654 674 572 654 143 654 654 613 694 143 654 164
0 225 103 184 694 633 654 184 694 592 551 694 225 694 143 0 225 633 715 654 633 654 715 633 735 694 674 694 245 613 674 674 674 164 715 633 654 674 654 633 633 674 164 633 694 756 694 613 633 245 633 674 735 654 674 674 715 164 164 735 674 613 674 164 694 164 143 123 633 715 164 633 592 674 674 123 654 633 164 694 654 654 694 633 103 572 654 694 735 674 674 633 654 164 613 633 674 674 164 613 143
0 184 103 123 613 674 654 164 674 592 654 654 205 694 123 103 0 654 654 633 633 592 674 633 674 694 633 694 205 674 633 633 694 143 694 592 654 633 633 674 674 592 184 654 613 694 715 674 654 205 633 572 694 592 633 694 654 123 103 654 633 613 633 103 694 123 143 164 654 633 164 654 654 654 592 123 633 592 103 674 592 531 613 654 164 654 674 674 694 654 633 633 694 103 674 633 613 674 82 633 164
0 674 633 592 143 633 654 633 654 633 82 613 694 143 633 572 654 0 654 654 123 654 674 654 654 654 633 164 715 592 654 103 674 633 674 633 592 103 82 123 123 613 551 123 654 654 592 143 103 715 592 613 164 143 654 103 633 592 633 674 654 143 103 654 654 592 654 633 572 613 592 592 123 654 613 613 613 633 572 654 613 674 633 21 592 633 551 674 184 613 633 123 592 633 123 572 143 633 613 613 572
0 674 654 654 592 694 164 654 674 654 674 205 735 674 592 633 633 654 0 633 654 164 694 103 654 184 592 633 694 184 103 654 62 674 123 633 592 633 674 674 551 123 694 654 654 205 694 551 654 715 633 613 674 674 123 654 184 613 633 164 164 633 654 674 613 613 592 674 674 184 654 164 654 592 633 654 143 633 633 694 103 633 674 674 654 694 674 143 715 633 123 633 184 633 674 164 654 143 613 654 674
0 735 592 654 654 184 592 694 205 184 674 715 694 674 633 633 674 674 694 0 654 654 205 613 205 735 143 633 715 654 654 674 715 694 735 21 164 654 694 694 694 633 694 694 143 694 205 674 654 715 143 103 715 654 694 715 735 654 633 694 674 633 674 654 82 654 674 694 164 715 694 613 654 184 123 674 674 103 633 205 633 143 184 674 694 184 184 674 735 164 694 633 694 633 674 654 654 674 613 164 654
0 715 613 613 103 654 531 613 674 654 123 654 654 164 613 592 633 62 654 613 0 654 654 592 654 592 572 143 694 633 613 62 674 551 654 551 551 123 103 143 103 572 613 103 592 674 633 143 62 694 633 572 164 82 674 103 654 613 592 694 633 103 62 633 633 613 613 654 551 654 613 613 143 654 572 531 592 572 592 654 592 633 654 82 633 613 572 654 184 633 654 103 592 592 123 531 123 654 572 613 592
0 613 592 654 654 633 82 654 694 654 613 164 674 633 633 633 633 572 123 654 551 0 694 123 694 143 613 654 715 143 103 613 164 592 184 592 613 654 633 613 654 123 613 572 572 184 654 674 592 654 654 613 633 511 62 654 184 633 633 164 164 654 613 654 654 654 633 633 592 184 633 82 654 613 592 572 62 633 633 654 82 654 694 592 654 654 613 164 715 633 62 633 123 633 633 82 613 143 613 633 613
0 674 613 613 613 123 633 572 143 21 613 592 654 633 633 592 613 592 613 82 613 633 0 633 164 633 103 654 674 654 633 592 654 592 654 82 82 572 551 674 613 592 633 592 103 674 164 654 572 694 62 82 674 613 633 572 613 572 592 654 613 551 592 633 123 572 592 592 123 613 654 592 654 103 82 551 572 82 592 164 572 41 123 613 613 164 123 613 654 82 633 551 551 592 654 613 613 613 592 82 633
0 715 654 654 654 674 164 654 715 654 674 123 715 674 654 654 694 633 164 654 654 184 694 0 654 143 654 674 715 205 123 674 205 674 225 592 633 613 592 735 654 123 674 674 654 205 694 715 694 694 613 633 735 674 184 633 164 613 633 184 143 613 674 674 654 613 654 674 654 184 674 123 694 694 613 654 164 592 633 694 123 674 654 654 654 694 654 184 715 633 184 633 205 654 694 164 654 143 572 633 674
0 633 674 674 633 103 654 654 143 164 633 654 715 592 633 654 715 592 674 123 613 715 205 633 0 694 164 613 756 592 654 633 613 654 654 123 164 633 633 694 572 654 633 633 164 735 143 654 613 735 123 123 694 531 654 654 694 633 654 613 674 654 633 654 103 633 674 613 143 694 592 633 633 164 143 633 674 123 654 143 654 143 184 613 654 143 123 674 735 143 654 654 633 654 654 633 633 551 613 164 633
0 694 694 694 694 694 184 654 674 633 694 184 715 715 654 674 715 633 123 694 654 103 633 205 756 0 674 715 674 164 143 633 164 613 225 674 592 654 654 694 654 164 674 654 674 245 694 674 674 654 613 694 654 613 164 674 205 674 694 184 164 654 633 735 694 654 592 694 654 184 674 143 674 694 674 654 143 674 674 654 41 654 694 654 694 756 654 184 715 633 164 674 164 694 674 143 674 123 694 674 592
