60 4
560 4372 6744 9 9
324 1948 4296 8 6
300 4192 6088 1 3
472 4485 6175 2 7
1164 3605 5599 1 8
435 4357 6251 2 1
621 1786 3878 2 4
6 1544 3712 8 5
7 5285 7539 2 5
370 4039 5773 8 5
460 4277 6355 6 5
455 1332 3308 2 8
880 4669 6827 1 6
936 4337 6157 10 9
208 2392 4472 1 5
330 1606 3294 5 3
744 2150 4024 6 10
328 951 2649 2 6
245 4930 6782 10 1
135 6615 8655 8 2
1358 5048 7440 8 7
168 2997 4815 2 10
540 4190 6054 5 10
110 2785 5039 3 2
680 4544 6824 9 9
1200 2856 4992 7 4
553 4018 5866 10 6
588 2636 4324 8 10
540 4581 6287 3 9
220 2239 3921 7 4
533 4599 6321 3 6
858 2193 4207 2 2
91 5388 7716 4 5
280 6445 8045 1 5
1152 5611 7649 9 3
22 4048 5742 6 6
585 2038 4262 4 3
120 3090 5490 2 7
736 4009 6221 8 9
320 3385 5429 10 2
325 1732 3916 4 5
484 1601 3223 7 6
247 4594 6248 1 2
700 2214 4126 3 5
468 2133 3979 5 9
400 2602 4438 2 1
552 4032 6328 4 4
836 1510 3818 4 9
756 3296 5650 7 8
56 2194 4034 3 10
414 1218 3174 6 4
1118 1194 3186 9 5
42 1661 3895 1 9
150 3963 5657 10 9
1032 3712 5336 1 6
552 1650 3516 6 5
150 4321 6623 3 6
720 4508 6580 3 10
279 2596 4502 4 8
312 1177 3287 10 7
SETUP
0 123 95 76 95 66 132 95 132 95 95 104 132 123 104 132 132 113 104 95 123 104 95 132 123 123 123 113 95 113 132 104 104 66 95 132 132 85 132 113 113 76 95 104 113 132 113 104 104 123 85 132 95 104 104 113 123 85 104 113 113
0 0 311 330 302 38 66 330 85 302 19 321 349 57 311 339 358 330 273 10 38 48 311 311 311 321 330 85 302 321 302 330 19 330 302 321 321 292 85 10 19 339 292 311 292 321 29 57 302 57 311 330 302 311 19 292 321 302 57 57 292
0 349 0 311 302 321 358 358 368 339 311 349 76 358 85 358 339 48 57 321 339 330 339 95 349 349 358 377 66 330 85 76 311 368 339 339 358 66 377 330 321 104 66 85 66 95 302 349 85 339 57 358 321 339 339 95 349 95 273 339 76
0 349 302 0 57 311 339 57 339 57 321 76 368 339 321 95 113 321 292 283 339 349 76 339 76 57 104 349 283 66 330 339 292 66 76 76 95 339 358 339 311 339 302 339 339 330 302 321 349 330 321 85 76 38 292 302 85 358 311 302 339
0 330 311 57 0 321 339 85 368 76 339 85 321 339 339 85 76 349 302 302 302 302 48 330 76 85 95 349 311 38 330 292 311 95 76 76 95 330 349 292 302 339 321 311 292 339 283 339 349 302 273 76 85 66 311 321 57 321 311 330 302
0 85 339 339 358 0 95 339 113 302 85 311 386 76 311 368 377 377 349 85 104 85 358 368 368 349 358 132 358 349 368 358 85 386 349 358 368 321 85 85 85 358 358 321 330 349 85 57 339 95 349 377 330 368 85 330 386 368 85 113 330
0 95 339 339 292 29 0 339 76 311 48 321 349 95 321 339 358 368 339 66 76 76 311 339 339 311 349 95 339 321 339 321 38 349 311 358 358 321 95 66 57 330 283 339 321 349 48 66 339 57 302 330 330 349 76 349 339 339 57 85 321
0 302 302 85 57 292 321 0 349 10 311 29 339 321 273 66 85 321 292 311 283 330 66 339 76 57 66 358 292 19 330 339 292 76 66 66 76 283 311 302 302 349 302 339 321 311 292 283 302 311 321 85 38 38 311 292 85 339 311 302 321
0 76 330 321 311 29 66 321 0 302 76 311 358 85 302 339 368 339 302 76 66 85 302 339 339 321 330 85 292 311 330 349 38 330 302 349 330 311 76 76 57 339 311 349 349 339 48 48 330 10 330 349 321 302 76 311 330 358 48 57 339
0 302 302 85 76 292 311 48 368 0 311 19 368 321 273 104 76 339 311 302 321 321 66 339 76 85 66 358 330 57 330 339 321 95 57 85 76 283 302 302 302 339 330 339 321 311 311 273 302 311 321 104 38 85 311 330 85 330 311 349 321
