100 5
1805 11172 6 1
1577 12160 2 1
475 15960 9 10
342 19000 6 4
114 12293 3 3
646 17005 10 5
1425 13718 9 1
1292 16131 8 9
874 15010 6 8
1634 18924 7 8
1881 15542 5 3
1368 14060 7 10
1178 17176 10 9
1330 18753 3 1
1311 14801 6 10
1330 11400 10 1
1520 15979 5 2
1577 18848 5 4
760 16093 10 5
798 16568 3 5
1159 18202 2 5
1558 13566 6 9
342 16055 2 4
323 18582 1 4
247 16891 6 8
266 18506 9 10
209 14250 1 1
1900 14934 7 8
646 10906 1 6
1140 13661 5 4
1330 18734 8 8
893 14402 3 5
950 14003 3 9
627 15922 5 10
1596 16131 6 2
703 13680 7 10
855 17290 1 5
1748 12825 2 7
1558 12483 2 9
1178 14421 7 2
1121 19418 7 1
1672 19551 1 7
57 11609 3 7
1691 12141 5 9
570 18449 2 6
38 15808 2 3
437 13870 2 3
95 15390 10 2
1216 15333 10 9
361 16473 8 3
836 19798 4 8
1444 10697 2 1
1881 17195 9 7
532 12046 10 9
665 15390 8 10
361 10963 1 3
1577 13414 1 2
209 19779 7 7
722 19551 1 3
722 18468 1 4
1634 17765 8 4
1216 10792 9 1
551 15789 5 3
1501 11267 8 6
57 13053 3 9
1387 19646 10 4
1691 18791 6 9
988 17917 4 7
171 11134 7 9
1216 16397 3 3
1216 11571 8 8
1311 17404 9 9
1691 19095 7 10
1824 16093 5 3
1596 11001 10 1
361 17480 2 5
1292 17974 5 10
532 11438 2 3
1881 11837 4 1
228 11248 1 10
893 10526 4 2
266 10374 7 2
1406 20026 4 5
1330 14630 2 3
1615 14782 3 6
1406 18183 8 3
969 15580 3 4
95 12502 5 8
1767 17575 9 2
513 10963 7 8
798 12996 6 7
266 13642 8 9
1273 16150 9 2
1121 10640 4 2
1539 16226 5 1
703 15105 9 9
1273 16739 6 3
1311 13490 2 3
589 14174 9 4
209 10849 1 9
SETUP
0 684 532 513 646 665 627 570 741 551 551 608 456 627 608 494 532 684 532 779 665 494 722 570 513 608 703 760 798 779 494 247 380 532 551 646 513 361 741 703 171 627 532 665 722 627 703 494 589 361 551 817 494 437 494 627 703 722 665 760 798 665 836 494 551 532 722 703 475 608 855 627 665 551 342 665 608 608 646 437 665 475 760 741 589 760 703 646 741 551 665 684 703 513 380 323 684 589 893 874 608
0 0 703 456 399 589 646 342 703 665 589 570 399 399 570 779 646 988 494 760 608 646 152 570 532 608 684 494 741 627 627 589 684 494 399 589 418 703 627 855 551 551 703 798 589 760 665 513 589 722 551 589 627 646 684 380 589 684 665 722 551 418 722 437 570 551 437 665 437 589 836 608 608 456 361 684 589 380 418 399 627 722 570 722 570 703 722 665 684 380 437 551 722 646 361 494 532 532 627 855 608
0 760 0 418 684 741 513 627 608 570 627 608 437 380 513 532 570 722 513 779 456 494 475 608 779 798 722 532 703 532 665 285 418 513 304 532 570 399 646 836 209 399 171 665 627 741 817 684 627 399 589 836 608 608 551 646 646 627 741 760 722 703 779 475 608 741 741 608 494 589 988 798 513 418 665 722 779 665 380 684 646 513 684 570 665 741 760 684 589 608 741 703 741 627 646 779 437 570 893 988 570
0 703 684 0 608 684 570 551 969 722 684 456 475 418 114 570 665 798 380 513 513 532 513 361 817 532 608 589 627 760 703 532 494 570 684 684 513 627 494 532 456 570 551 684 228 342 760 437 494 494 342 551 741 380 627 399 798 228 570 722 589 646 874 532 665 475 342 209 551 646 817 475 646 361 703 608 475 589 323 285 513 741 608 399 475 741 608 589 722 494 513 589 741 551 570 703 589 570 703 741 399
0 228 703 304 0 190 646 399 646 456 323 418 494 475 418 399 494 950 342 703 475 494 380 532 551 513 513 665 703 475 266 475 285 475 513 437 38 665 608 722 551 532 570 589 532 532 266 513 418 589 532 209 399 684 323 456 589 532 456 589 627 475 722 285 342 551 532 513 475 513 627 399 456 456 380 684 380 437 475 209 475 684 551 532 399 703 456 570 532 19 437 494 798 418 152 114 646 532 665 665 380
