40 3
49 98 8 8
75 167 10 5
23 192 6 8
42 119 7 3
23 79 8 4
99 112 9 8
22 200 1 1
64 117 5 9
97 181 9 3
16 163 4 5
51 175 3 10
72 190 7 10
28 103 7 4
58 143 8 1
37 101 4 5
97 194 6 1
67 200 9 3
3 88 4 1
24 139 4 6
54 97 10 7
83 73 6 10
30 75 5 3
33 171 5 10
53 104 4 9
54 173 3 5
6 166 6 6
52 146 4 3
95 170 2 3
78 139 1 10
63 180 4 7
72 85 8 5
16 82 1 5
44 115 3 9
22 202 3 4
89 196 7 8
42 121 3 10
97 92 4 6
86 124 2 4
9 116 8 3
36 196 5 5
SETUP
0 14 29 24 18 25 8 31 26 13 22 26 31 38 22 23 43 36 25 17 24 12 26 26 10 31 18 27 37 26 26 20 27 40 16 32 14 22 9 25 32
0 0 30 41 50 41 35 41 37 49 36 45 33 31 11 32 45 47 28 28 46 40 37 20 42 22 46 19 38 45 26 37 35 51 44 30 32 43 23 23 34
0 29 0 23 41 29 41 17 18 29 32 18 20 19 21 21 15 25 36 34 41 32 29 26 32 34 28 38 9 26 18 30 22 23 25 11 29 38 37 16 18
0 23 9 0 35 28 28 20 16 35 18 26 12 28 29 21 24 22 34 21 36 26 28 13 27 33 31 36 17 34 5 16 29 20 30 9 34 33 25 2 13
0 11 15 6 0 18 13 24 19 16 5 20 18 30 22 26 29 28 8 8 8 6 18 18 3 23 11 30 23 22 10 3 15 26 10 14 19 5 28 8 14
0 20 4 16 28 0 24 6 1 16 15 5 18 23 24 22 18 23 27 17 23 19 23 9 20 28 15 39 12 12 1 13 26 26 12 9 31 20 22 9 17
0 17 36 30 43 32 0 37 33 47 29 37 34 31 14 16 49 51 28 14 49 37 19 31 35 24 43 20 44 44 33 44 36 44 41 38 7 46 16 32 35
0 27 14 16 41 27 34 0 11 27 24 31 12 26 27 16 12 21 24 27 42 32 25 19 33 30 37 34 22 39 11 23 32 30 21 4 36 39 31 17 11
0 19 3 16 31 24 24 15 0 31 14 21 23 22 24 24 18 22 37 17 32 22 26 9 23 31 27 38 12 29 1 12 25 26 26 14 30 29 21 9 21
0 26 20 21 15 16 27 22 17 0 19 13 32 38 36 37 34 38 22 23 20 20 25 25 18 30 16 44 28 14 17 18 14 41 7 25 33 20 37 22 26
0 7 31 24 35 28 26 26 29 25 0 33 36 35 18 30 38 46 34 4 42 26 13 21 27 18 32 25 39 38 27 37 39 38 19 29 26 40 29 25 37
0 26 16 30 24 16 28 22 17 12 20 0 34 35 36 36 31 39 23 24 23 15 19 25 16 24 11 45 24 8 17 18 26 38 8 25 34 20 30 25 32
0 30 15 16 42 35 34 18 21 42 25 33 0 34 36 22 16 27 34 27 42 32 19 19 34 24 37 25 17 40 11 23 35 26 36 18 38 39 29 15 2
0 10 29 24 42 43 29 41 37 45 31 47 33 0 2 14 44 45 28 26 37 35 13 29 34 18 41 20 37 45 28 39 36 37 40 32 11 34 18 25 35
0 9 28 46 49 41 27 44 42 47 35 45 32 34 0 31 42 51 27 30 35 39 35 28 41 30 44 18 36 44 34 42 34 50 43 38 31 32 22 31 33
0 12 29 20 28 35 22 40 33 32 21 38 31 15 17 0 43 42 35 14 34 22 9 18 20 14 27 30 37 39 24 30 37 34 26 28 24 32 31 22 33
0 17 16 18 31 30 27 3 13 29 27 33 14 21 23 6 0 15 26 19 38 28 15 21 25 20 33 36 21 41 13 25 34 18 23 6 29 36 33 19 13
0 27 16 9 44 33 37 27 16 44 27 33 17 31 33 21 30 0 43 30 45 35 30 22 36 35 40 39 24 41 13 25 38 29 39 9 41 42 34 11 16
0 24 19 28 23 15 35 21 16 21 18 20 28 37 35 32 26 33 0 21 30 18 29 24 18 33 20 40 17 17 16 16 8 31 22 19 41 27 36 18 20
0 3 28 21 32 39 32 39 34 36 18 42 32 31 14 26 42 42 30 0 38 26 10 17 24 15 31 22 36 42 23 33 38 34 30 28 22 36 25 21 34
0 25 20 27 21 17 33 22 17 14 21 20 34 33 34 34 34 39 15 25 0 4 31 18 24 36 9 43 28 23 17 19 19 23 8 26 39 25 30 21 31
0 21 17 28 22 13 29 19 14 10 24 16 31 29 31 31 31 36 16 22 29 0 32 14 25 37 6 40 25 24 14 23 16 39 5 22 36 27 27 18 28
0 25 20 11 45 36 23 31 24 33 29 37 23 22 23 31 34 33 39 26 47 23 0 23 38 5 29 39 28 45 15 27 39 25 27 20 28 44 27 13 24
0 11 11 22 37 30 16 22 18 37 20 28 19 16 17 17 26 28 39 9 38 28 18 0 29 23 33 30 19 36 6 18 31 32 32 11 22 35 13 4 18
0 19 19 14 9 16 21 21 16 13 12 19 26 32 29 33 33 36 16 16 15 3 25 17 0 30 8 37 27 19 16 10 18 34 7 22 27 13 29 16 22
0 24 25 41 40 31 18 37 32 28 36 34 39 38 32 26 37 44 34 21 47 18 30 27 43 0 24 34 28 42 32 40 34 42 23 30 24 44 22 31 37
0 16 19 31 33 16 38 21 16 23 27 11 33 38 27 37 33 38 13 30 33 25 30 24 27 35 0 34 27 19 16 25 21 41 18 25 44 30 37 24 32
0 10 27 29 32 24 19 29 24 30 18 29 14 17 16 13 30 41 9 12 38 26 20 29 24 25 29 0 26 26 25 24 17 40 30 28 14 36 4 27 16
0 27 13 15 41 27 33 12 10 39 24 30 12 25 27 15 10 17 28 26 39 31 23 18 33 27 37 33 0 38 10 22 34 15 33 3 35 39 30 17 10
0 18 8 22 16 18 20 24 19 4 20 13 28 27 29 28 23 33 16 24 16 7 12 21 8 16 3 37 16 0 19 18 18 30 11 19 27 13 33 24 26
0 19 5 16 31 24 24 22 22 31 14 22 24 24 25 25 20 22 37 17 32 22 26 9 23 31 27 38 13 30 0 12 25 27 26 15 30 29 21 9 22
0 9 20 25 19 16 25 22 17 20 2 21 33 36 19 23 34 39 25 6 20 10 15 23 11 20 15 27 28 25 17 0 13 40 14 25 28 17 31 23 25
0 17 11 23 19 7 31 13 8 23 10 12 24 30 27 29 25 30 26 14 25 13 23 16 11 28 18 35 19 19 8 8 0 33 17 16 36 23 29 10 13
0 27 13 11 36 28 31 28 26 35 22 30 15 30 31 31 26 26 14 24 25 29 9 16 31 13 33 39 21 31 8 20 21 0 33 20 36 37 28 13 17
0 27 13 25 21 9 33 15 10 6 20 14 27 31 33 30 27 32 22 24 25 26 31 18 24 36 18 45 21 20 10 18 20 35 0 18 39 25 30 18 25
0 24 10 13 38 24 31 19 7 38 21 28 9 23 24 13 22 29 39 24 39 29 22 15 30 26 34 30 18 35 7 19 32 31 33 0 33 36 28 14 8
0 15 32 24 37 44 24 31 37 41 23 47 35 24 8 10 43 46 34 17 43 31 13 27 29 18 36 25 41 48 28 39 42 38 35 32 0 40 10 26 37
0 24 23 30 24 19 8 25 20 16 24 23 37 25 22 23 37 42 18 22 3 7 27 21 27 32 12 27 31 26 20 22 22 26 11 28 14 0 23 24 34
0 6 35 28 39 41 15 40 42 38 14 46 35 33 15 19 50 50 30 8 46 34 18 25 31 22 39 21 44 47 31 41 37 42 32 35 10 44 0 29 36
0 22 7 18 33 26 26 18 14 34 16 25 16 26 27 19 22 24 39 19 34 24 28 11 25 33 29 37 15 32 3 15 27 28 28 7 32 31 23 0 14
0 31 20 14 45 40 39 17 23 43 30 38 12 35 37 20 15 28 32 32 47 37 17 24 38 22 42 23 28 45 16 28 39 33 38 16 36 44 27 14 0
