  300
   44  7776     6     2
   70  5093     6     9
   59  7756     3     9
   95  5934     7     2
   83  4999     9     9
   20  6132     9     6
   13  5581     8     4
   98  7573     6     8
   30  6932     3     8
   57  4725     6     5
   70  7786     2     4
    9  6654     2     2
   26  6314     5    10
   99  5425     6     4
   80  4846     1     8
   30  7773    10     3
   61  5810     7     7
    6  6936     8     4
    2  7148     7     8
   56  5112     4    10
   58  6467     3     1
   17  5473     5     6
   25  5092     8    10
   37  6048     2    10
   33  5425     9     8
   80  7506     1     3
   77  6294     1     5
   66  7813     3     7
   61  7591     5     6
   86  7228     4     5
   94  7317    10     1
    4  7533     1     8
   56  7621     9     3
   52  7238     4     9
   99  5633     7    10
   38  4785     9     2
   72  5536     3     4
   11  6514     4     3
   36  7659     4     9
    1  7769     5     2
   68  6539     2     8
    6  7610     6     2
    9  6588     9     4
   94  5019     8     7
    5  5200     3     5
   89  6735     9     1
   24  4957     7    10
   66  6311    10     2
   94  5836     9     5
   25  7406     6     8
   21  6723     5     1
   51  7604     3     6
   41  5045    10     3
   46  7115     2    10
   88  5817     4     5
   74  5770    10     1
   25  6787     4     3
   64  7412     6    10
   39  5749     2     7
   86  6544     1     9
   49  6805    10     4
   33  5231     3     7
   90  6242     1     6
    5  6592    10     6
   84  7770     7     5
   88  7175     9     5
   43  6678     9     7
   56  5472     9     9
   99  5854     4     8
   78  6502     2     5
   56  5406     5    10
   67  7694     5     5
   84  6278     9     7
   65  7295     3     3
   60  4878     2     2
   88  6779     2     1
   53  6195     4     4
   83  5136     1     2
   53  5255     3     3
   47  7332     2     8
    7  4708     8     9
   74  7278     9     3
   98  7102     6     3
   48  5053     7     1
   19  6559     2     3
   85  5085     9     7
   21  6123     8     2
   44  5512     6     6
   48  7797     6     6
   60  7172    10     8
   29  7356     6     4
   97  6767     7     9
   92  7704     4     5
   19  5764     8    10
    1  5525     7     5
   76  7640    10     9
    6  5104     6     5
   44  7503     5     2
   31  5277     8     8
    5  6259     9     2
   21  6171     8     6
   86  5984     5     7
   71  6119     4     7
    5  7749     9     3
   50  5444     7     9
   31  6298     7     8
   92  6693     2     3
    3  6939     2     2
   13  6734     9     9
   45  7249     4     6
   49  6437     3    10
   20  6743     6     8
   19  6692     4     9
   46  5704    10     2
   67  7096     4     8
   37  5417     5     1
   31  6089    10     9
   88  5385     2    10
   81  6229    10     7
   78  6051     6     5
   47  4723     3     7
   10  5751     7    10
   75  4984     4     4
   38  7728     6     1
   28  6815     4    10
   76  5810    10     8
   14  7533     8    10
   34  7220     1     4
   19  5478     6     9
   44  4976     7     7
   39  5645    10     6
   40  6950     6     5
   30  6260     1     4
    9  7064     5     3
   44  6864     4     7
   80  7004    10     3
   39  5527     3     1
   35  5723     5    10
   82  6109     1     5
   52  7562     2    10
   80  5137    10     5
   31  4711     6     4
   71  6470     7     7
   98  7130     3     3
   77  5716     5     5
   38  5731     3     5
   35  4712     7     4
    7  7106     5     4
   25  6417     4     4
   15  6242     9    10
   85  5323     2     8
   72  6440     8    10
   24  7293     7    10
   59  5607     5     1
   10  6333     3     1
   52  6274     3    10
   34  6718     7     8
   23  6031     2     1
   85  5659     3     4
   52  7496     2     7
   67  6307     9     8
   23  6604     4     9
   91  6611     7     2
   96  4733     9     1
   32  5834    10     2
   34  5641     2     8
   76  7037    10     3
   71  6661     3     2
   69  6664     6     8
   58  5311     1     7
   22  6389     4     1
   48  7101     7     2
   88  5323     6     1
   93  5024     2     7
   45  6396     9     5
   65  6339     2     5
   30  6056     4     1
   79  6409     8     8
   71  5610     8     9
   55  7773     9     5
   94  4816     8     8
   55  6233     9     6
   26  6378     6     5
   18  7410     4     8
   13  7141     6     6
   35  4876     1     6
   69  5849     8     7
   46  6024     2     4
   58  6208     2     6
   54  6809     1    10
   98  5686     5     1
   24  7816    10     3
   77  5579     6     9
   88  7598     4     2
   20  4714     1     3
    9  6714     6    10
   21  5404     5    10
   96  7051    10     6
   79  5540     8     2
   90  7369     1     7
   53  7663     2     2
  100  7229     3     2
   37  6635     7     8
   41  5151     7     2
   93  7554     4     9
   82  5197     8     3
    5  6791     1     7
   22  5775    10    10
   61  6906     7     1
   76  7702     8     5
   77  5713     8     4
   54  7023     4     8
   30  6100     9     1
    2  7392     6     9
   71  6598     9     6
   43  5407     4     7
   37  7568     6     4
   40  7748     7     2
   89  6731     5    10
   94  5942     9     9
   94  6723     7     1
   86  7717     9     1
   18  5923     1     1
   70  7603     2    10
   74  7481     2     2
   38  5937     1     4
   78  6482     7     9
   95  5050     9     1
   33  5154     2     9
   57  7322     6    10
   84  7719     9     7
   86  4983     4     1
   57  6717     8     2
   20  6520     7     5
   26  5435     2     3
   49  6437     2    10
    1  7017     6     7
   31  7526     2     9
   70  7512     3    10
   61  6089     2     8
    6  7393     2     4
   46  5391    10     3
   15  5277     5     5
   35  5659    10     4
   48  4948     5     1
   86  7176     6     1
   78  6366     3    10
   84  7817     2     4
   25  7089     2     2
   66  5263     7    10
   78  5924     3     3
   18  5978     8     3
   52  5146     7    10
   96  7148     3     4
   88  5746     1     2
   25  4792     1     2
   34  5251     5     7
   66  7528    10     1
   19  5143     9     2
   67  5706     6     6
   22  7016     5    10
    2  5027     9     9
   52  5989     1     6
   78  5899     3     2
   22  6848     7     3
   78  6725     3     8
   26  7636     6     1
   22  6031     3    10
    8  6416     6     6
   96  7314     8    10
   83  7420     6     8
   14  5975     7    10
   42  4871     9     3
   97  4863     3     3
   49  6935     8     4
   89  5120     6     4
   83  7339     8     3
   26  5467    10     4
   73  5103     9     8
    7  6594     9     4
   92  6030     8     3
   51  6328     1    10
   25  4737     8     6
   43  6476     7     3
   47  5641     5     3
   13  5784    10     8
   67  6569     7     4
   81  6192     9    10
   78  5477     9     8
   86  7012     7     5
   47  7198     7     5
  100  7794     6     7
   87  7340     5     4
   99  5353     9    10
   78  5858    10     8
    8  6353     1     6
   77  7378     1     7
    3  5660     7     9
   30  7684     5     6
   85  5960     9     3
