  300
   46 13066     5     4
   35 12234     6    10
   48 12799     1    10
   34 11330     4     3
   26 11712     6     2
   64 11347     8     8
   24 12136     5     1
   78 11067     3     5
   46 13290     8     1
   93 12100     4     2
   40 12481     2     9
   74 12184     4     3
   58 11808     8     3
   95 13586     6     9
   81 12901     3     8
   45 10724     2     8
   14 11634     4     1
   70 13319     5    10
   99 13700     9    10
    6 12606     4     5
   48 11283     5     7
    8 11866     7     7
   93 11857     2     6
   89 13565     6     5
   11 13010     3     4
    8 12769     9     4
   84 11758    10     1
   24 11445     2     5
   36 11811     6     9
   50 11331     5     2
    8 13640     3     4
   81 11100     2     3
   84 12851     3     1
   55 12662     3     4
   15 11717     5     5
   10 10787    10     2
   18 13295     2     2
   39 13140     1     5
   87 11140     4     7
   63 12808     9     2
   31 11463     4     7
   27 12907     5     6
   37 11216     4     4
   89 12558     4     9
   21 12716     2     4
   18 13403     8     2
   34 12569     5     7
   35 13636     5     5
   87 12946     3     1
   32 12492     4     7
   41 12465     9     9
   34 13516     9     8
   39 13645     2     3
   33 13609     2     5
   23 13304     6     3
   50 12878     4     6
   41 12601     3     8
    6 11285     8     4
   73 13610     7     1
   76 13699     8     6
   56 11902     4     5
   80 13473     9     4
   57 11023    10     8
   40 10976     6     6
   34 12358     3     7
   71 12026     6     2
   49 11049     7     7
   52 11877     4     9
    9 11390     7     7
   36 11476    10     4
   15 10909     4    10
   40 12140     2     4
   62 13669     7     9
   52 11411    10     4
   28 10921     5     3
   83 12608    10     3
   69 11038     7     5
   61 12776    10     9
   17 12468     5     7
   56 13270     1     5
   93 11492     5     5
   58 11157     3     6
   89 13009     9     3
   32 11361     6     8
   91 10989     6    10
   12 12536     7     5
   81 13525     1     3
   31 12877     8     7
   18 13108     4     8
   54 13358     7     3
    7 12800     6     3
   73 11233     7     3
   33 13055     8     7
   63 13109     7     1
   13 11496     5     8
   67 11636    10     4
   34 11358     2     3
   62 11831     3     5
   19 12800     6     2
   43 12034     8    10
   97 12593     5     8
   34 12995     9     2
   82 13461     2     3
   58 12486     3     7
   85 13693     8     5
   10 13668     6     5
   40 11318     2     9
   53 10954     7     9
   71 12668     7     3
   57 13072     6     5
    8 13511     7     4
   63 13447     1     8
   14 13516    10    10
   97 12744     8     7
   94 11031     8     5
    5 10728     6    10
    9 11504     4     1
   75 10780     8     8
   35 12892     5     6
   26 10835     7     9
   28 13425     7    10
   42 11915     2     8
   99 11354     5     2
   61 12703     4     7
    5 11247     8     9
   11 12136     1    10
   28 13626     5     1
   38 11892    10     1
   72 13254     4     4
   46 12649    10     3
   80 13213     9    10
   68 12071     8     2
   79 11868     1     4
   62 12897    10     2
   26 10780    10     9
   64 11784     8     9
   71 12789     8     6
   65 11384     1     7
   17 12025     4     7
   41 11680     4     9
   22 13743     9     2
   25 11759     3     1
    4 11351     5     6
   35 13482     8     2
   21 10727    10     7
   98 11669     2     1
