60 4
89 403 999 8 4
90 110 676 2 3
64 625 1227 8 10
48 401 985 2 7
91 289 897 7 6
70 613 1243 10 7
1 158 782 2 4
36 142 744 2 8
85 96 692 9 2
4 662 1246 7 10
72 536 1102 6 7
28 26 624 9 8
34 666 1246 4 8
62 392 1006 2 2
26 175 773 6 1
13 546 1162 1 1
63 608 1248 2 8
49 538 1128 8 8
9 80 660 8 9
13 104 732 4 7
36 60 644 5 5
25 387 973 9 4
48 252 892 8 2
60 274 880 4 2
15 610 1230 4 9
88 170 788 6 9
80 132 702 3 3
92 232 842 1 10
2 677 1241 5 2
9 562 1196 5 7
73 645 1227 9 4
77 285 865 2 10
83 225 843 7 5
44 643 1217 6 7
81 169 783 2 5
70 44 666 6 3
63 643 1223 10 5
95 575 1139 10 3
19 466 1066 8 7
34 186 774 9 3
53 45 665 9 7
39 622 1242 8 10
62 330 902 3 5
41 508 1128 10 1
73 537 1127 2 9
69 497 1135 4 9
90 222 802 9 2
23 632 1230 2 8
48 31 633 2 1
65 300 938 10 10
43 193 811 1 1
45 645 1255 2 10
25 519 1087 1 3
66 454 1084 8 6
86 175 739 7 6
74 140 772 6 10
49 222 822 8 4
62 548 1120 5 3
65 609 1225 10 8
96 502 1124 5 10
SETUP
0 5 4 3 6 6 1 4 6 5 5 7 6 7 5 4 5 2 4 4 7 3 4 6 6 8 4 6 11 5 7 7 5 6 8 9 7 7 6 6 7 2 7 7 4 8 8 2 4 6 6 7 6 9 7 7 8 7 2 6 7
0 0 32 7 31 6 33 32 34 30 32 7 34 28 34 4 33 33 34 6 32 6 32 5 35 36 31 30 33 2 31 34 31 9 32 35 29 32 36 33 37 32 32 33 4 29 33 6 8 32 33 34 31 7 33 30 31 34 32 6 29
0 32 0 32 31 33 29 33 33 7 7 32 32 7 4 31 7 29 30 32 34 33 27 33 8 32 8 33 36 33 35 5 4 29 35 8 6 32 32 31 5 27 35 31 33 34 34 28 32 32 34 32 31 33 33 34 10 32 2 33 34
0 7 34 0 35 10 33 32 35 34 33 11 34 35 36 6 33 34 34 6 33 9 34 8 37 38 28 32 38 3 35 36 34 9 33 36 34 33 36 35 38 32 33 35 10 36 34 7 10 30 36 34 33 10 31 36 38 36 32 11 31
0 27 30 33 0 32 32 6 8 30 32 33 29 29 32 31 33 33 4 32 32 32 31 31 34 9 32 31 8 28 31 33 31 33 5 34 30 32 6 6 34 5 5 34 30 30 32 29 34 7 33 3 5 33 29 30 32 7 29 33 30
0 3 32 8 33 0 30 30 35 33 34 8 33 31 34 7 31 31 31 5 30 6 30 3 35 34 30 33 33 5 33 33 33 8 32 33 28 34 34 32 36 30 29 34 7 32 31 4 7 32 36 32 33 5 33 33 34 33 30 5 32
0 32 29 33 32 31 0 32 32 32 33 32 5 34 31 29 31 1 30 30 7 34 4 31 32 34 34 5 37 32 7 32 30 32 36 34 32 6 32 31 33 27 33 7 35 9 7 28 30 32 8 32 31 35 8 8 34 32 28 32 8
0 32 34 35 6 35 32 0 6 35 34 37 32 34 33 34 35 32 8 35 37 37 35 36 32 13 37 36 13 33 36 34 35 37 10 37 35 36 10 7 37 6 8 37 35 35 32 33 34 11 35 8 10 38 34 35 37 8 33 36 35
0 36 35 34 10 36 37 10 0 36 37 36 29 38 34 35 35 37 11 36 36 35 36 35 33 13 35 35 13 35 34 33 30 38 10 38 37 35 10 8 35 9 10 33 36 36 32 36 39 5 33 10 8 37 34 37 39 7 36 34 34
0 28 5 34 28 33 33 34 35 0 7 35 31 4 7 32 4 33 31 33 33 31 32 33 9 35 7 32 35 30 32 8 6 33 32 10 5 33 33 33 9 31 32 35 31 31 33 30 31 30 35 31 32 30 30 31 7 33 4 34 31
