50 3
1265 10741 7 2
1843 4864 7 7
726 13398 3 5
480 5775 5 5
483 7153 1 7
1794 6302 1 10
1760 2440 8 8
374 9570 7 9
795 8505 10 6
1826 2002 1 7
836 1634 1 1
561 1513 8 7
1598 10999 5 10
2000 5900 2 2
24 15168 9 5
1496 1848 9 1
675 13700 7 2
48 4416 10 8
816 7216 4 3
468 9900 7 5
1800 3600 2 7
1050 12516 9 7
1110 9255 5 8
476 2788 4 6
44 7084 4 3
1848 2730 9 4
1008 2016 3 10
128 11952 10 10
273 16296 7 9
1058 13202 7 9
342 4176 1 7
306 11448 3 4
1080 9060 5 8
420 15320 5 5
1064 7011 9 1
396 12996 5 2
160 6960 5 2
1406 5225 9 4
1881 1995 4 5
100 17950 4 1
189 15057 9 8
850 13925 6 6
1377 10812 4 7
1426 3059 4 4
340 4500 8 5
1953 14364 2 4
504 11052 4 2
160 5232 6 8
630 1455 1 2
153 11220 7 7
SETUP
0 160 140 160 60 120 80 120 80 140 60 100 180 120 120 100 120 160 120 140 120 100 100 180 40 140 120 120 160 120 160 160 120 140 200 120 140 120 140 140 80 120 120 80 140 100 120 120 20 140 120
0 0 120 440 520 140 460 120 520 500 500 500 560 500 540 460 560 500 500 500 160 480 560 160 60 560 480 480 540 500 560 440 80 120 600 500 120 80 520 520 540 480 500 520 520 480 80 500 560 520 480
0 160 0 540 500 140 560 120 500 580 540 500 580 500 600 540 540 580 500 560 160 520 560 180 60 560 540 540 580 640 620 520 140 140 600 520 160 80 560 540 540 560 580 460 560 520 160 540 580 580 560
0 560 620 0 560 600 520 520 560 560 540 580 140 560 160 560 600 160 560 160 640 540 600 620 520 620 560 120 120 560 200 500 580 580 640 560 520 540 560 580 580 60 180 560 160 120 620 560 600 560 100
0 520 560 540 0 480 540 560 60 580 140 40 560 500 580 140 520 540 540 560 560 520 160 600 460 100 140 500 580 600 600 100 500 540 560 520 540 540 120 540 40 580 580 520 500 520 600 100 560 580 480
0 160 160 540 560 0 580 100 540 580 500 560 560 440 580 560 560 560 560 540 140 540 520 180 140 520 580 520 560 580 580 580 140 160 560 540 120 140 560 500 580 560 580 520 540 540 120 520 560 580 560
0 500 520 520 540 560 0 500 520 120 480 500 540 40 500 540 100 500 40 480 540 20 540 560 520 540 480 500 560 140 540 500 500 540 140 40 500 460 480 60 560 500 500 80 520 440 540 460 100 80 520
0 140 140 580 480 100 540 0 480 520 520 480 560 520 580 540 520 540 500 520 140 500 560 160 40 560 500 440 500 600 600 560 100 60 560 500 120 80 500 520 480 520 540 480 500 480 140 500 560 560 500
0 520 560 540 20 480 500 540 0 520 120 40 560 500 580 120 540 540 540 540 580 520 160 560 480 100 120 500 580 600 600 100 500 500 580 520 540 520 80 540 40 540 560 520 500 500 580 100 520 560 480
0 580 560 560 500 520 120 480 500 0 540 520 580 80 500 480 140 600 120 500 580 120 560 540 500 520 500 480 560 180 580 580 520 520 100 140 460 480 560 140 520 500 520 120 520 520 540 520 140 80 540
