60 3
1886 3266 8 6
1886 14122 10 9
805 2484 1 8
2254 0 4 6
276 11270 2 2
1357 8096 5 3
621 1495 1 8
1932 12236 9 9
92 1127 5 2
483 0 3 9
299 0 7 4
92 11914 8 8
1817 0 7 1
1702 9223 6 1
1794 0 9 6
1541 5750 3 3
414 0 3 5
1932 0 5 6
1748 15019 2 3
1633 9982 10 10
23 14329 6 5
1196 414 1 6
207 7245 10 8
483 0 10 1
782 14214 8 5
1196 8050 6 10
230 0 2 1
1127 6003 10 3
1495 6808 1 5
1541 8073 3 8
391 11983 8 3
1978 3450 1 7
437 8004 8 6
2208 2691 8 9
1357 0 2 7
2208 0 5 1
2208 0 7 9
1288 6003 8 7
874 4117 2 4
1334 11316 7 10
1863 8740 2 6
1081 10925 8 1
1702 1541 9 5
1587 4209 4 10
1334 13754 4 9
1794 6371 9 2
2116 4370 5 5
2116 14099 9 6
1127 2645 9 6
1242 0 4 4
690 14191 7 9
414 5520 6 9
2024 3243 10 2
1265 0 3 7
575 10442 8 6
2116 14743 1 7
1357 0 5 5
1748 6969 10 4
2162 1771 10 4
1771 10373 3 1
SETUP
0 253 575 437 575 437 161 46 713 483 828 575 690 805 782 322 529 736 644 552 805 69 690 529 713 483 897 598 460 575 529 828 483 736 805 713 667 667 276 299 414 782 644 966 368 897 621 644 207 805 345 529 391 621 713 598 483 621 414 506 851
0 0 414 414 575 253 667 207 552 529 966 437 506 690 897 575 713 506 736 736 621 230 667 644 782 782 828 736 897 621 437 667 322 897 805 598 437 805 437 644 644 736 851 713 851 920 414 506 184 667 506 782 138 460 828 690 437 782 713 483 598
0 667 0 437 598 276 575 851 552 667 644 460 529 782 690 483 552 667 621 483 644 690 759 621 391 391 851 621 805 299 368 345 345 805 828 621 437 713 920 345 667 736 644 874 759 713 437 115 184 690 736 759 161 138 690 667 391 598 322 506 644
0 759 713 0 644 736 713 851 621 805 989 253 713 874 1058 713 644 1012 897 690 782 759 1104 575 667 621 828 920 690 713 690 851 736 621 736 414 322 598 966 621 874 690 828 828 897 874 897 621 644 483 966 713 621 667 897 368 621 437 690 897 506
0 943 667 805 0 552 1012 759 828 713 736 713 805 1035 920 644 874 828 920 713 276 115 989 782 621 644 1242 506 966 736 621 506 529 782 1081 874 759 874 322 667 552 966 966 782 1081 874 713 759 851 943 759 920 805 667 1012 851 644 989 552 598 897
0 644 483 690 322 0 874 782 299 736 713 184 253 897 644 322 644 920 690 621 368 414 621 690 736 552 1127 690 736 368 437 414 69 874 552 345 598 552 644 414 690 621 621 621 644 667 805 575 598 414 460 828 644 207 782 667 184 713 529 690 437
0 92 506 345 414 276 0 276 552 621 667 460 529 644 621 483 368 598 506 644 644 322 690 414 552 552 920 437 299 644 529 690 345 644 828 621 506 529 529 138 253 621 529 805 207 736 506 483 253 690 575 368 230 483 552 483 391 782 253 460 690
0 483 690 483 690 483 851 0 759 460 943 667 736 1012 1127 782 874 759 667 713 782 46 667 506 943 805 1035 897 1081 736 667 805 460 713 782 690 782 1012 253 805 460 782 897 966 1035 989 644 690 529 897 322 644 483 598 736 575 575 598 897 529 828
0 483 690 805 621 322 1012 667 0 759 966 483 552 1104 805 621 943 966 989 667 667 667 920 966 1035 851 1196 736 1035 667 736 713 368 1173 276 644 897 667 874 713 690 851 828 736 943 667 828 805 644 713 529 1035 598 506 1035 966 184 1012 690 943 736
0 736 920 759 966 943 805 621 1035 0 1058 759 1012 1104 897 368 667 1219 1058 759 1196 667 1173 989 713 667 1035 1012 1058 759 874 736 943 575 989 920 943 1035 874 713 1012 1127 690 1058 1012 1012 851 920 851 736 552 920 805 1035 851 1035 667 759 828 736 667
