  350
   36 12543     1     5
   28 13879     5     5
   65 15865     8     1
   10 14345     2     6
   26 13712     9     4
   66 13514     9     8
   56 15894     3     1
   18 15045     5     1
   19 12837     4     3
   11 14550     6     7
   30 16088     4     9
   89 14575     6     2
   80 14475     5     9
   68 14479     3     7
   91 15584     1     6
   97 14610     2     1
   35 13043     7     1
   12 14349     6     7
    8 13373     2     2
   98 14808     1     2
   25 14197     8     1
   20 15728     3     2
    2 12625     7     5
   48 13170     9     2
   80 13112     5     6
   79 14406     9     6
   76 12538     6     1
   63 13267     2     4
   28 15228     4     4
   63 14387     3     3
   18 13137    10     3
   64 15238     6     8
   91 15732    10     8
   83 12885    10     4
   73 13466     9     4
   17 13328     8     1
   48 13865     8     1
   29 13244     1     5
   35 15840     4     1
   67 14169     3     4
   39 15261     9     1
   64 15811     7    10
   56 12627     8     5
   19 13619     5     9
   32 14174     1     7
   47 15678     1    10
   16 15696     6    10
   66 14684    10     7
   58 13910     8     6
   23 12952     9     2
   63 13375    10     8
   82 15574     5     7
   43 12564     1     4
   65 13466     8     3
   30 12627     5     8
   22 13142     5     9
   44 15339     8     8
    5 12631    10     9
   84 13876     8     2
   71 14451     3     1
   68 14484     5     2
    2 14479    10     5
   35 13572     8     9
   58 14100     4     9
   85 14830     9     8
    7 14504     9     2
   74 14894     3    10
   33 12579     8     8
   35 15215     1     6
    8 14617     8     1
   99 14214     3     1
   74 14359     9     7
   72 14312     4     1
   55 14308     2     5
   93 15445     5     6
    3 15953     7     7
    1 13869     2     5
    8 15024    10     5
   69 14520     6     4
   58 15246     1     1
   31 15443     8     7
   32 15362     7     1
   40 14703     6     7
   73 15473     8    10
   96 12712     6     3
   70 14796     2     5
   95 16082     5     8
   40 15517     3    10
   74 14894     2     4
   79 13842     4     9
   11 13851     6     1
   41 13262     6     5
   80 15787     3     4
   45 14890     5     9
   99 14829     1     4
   64 14501     3     1
   51 13278     3     1
   72 13606     3     4
   97 14547     3     8
   85 15959     6     7
   80 15690    10     4
   96 12644     5     9
   59 14201     6     3
   52 13886     5     5
   50 14419     6     4
   51 13530     1     9
   55 13722     1     1
   51 15754    10     8
   59 16021    10     4
   24 15709     8     4
    8 14884    10     9
   89 15347    10    10
   55 14954     4     5
   48 13470     7     5
   62 14704     9     9
   51 15132     9     8
   17 15733     9    10
   56 14670     3     6
   90 14533     4     8
   91 14510     2     3
   34 15978     7     5
  100 15850     9     9
   32 15239     9     8
   14 15649     1     8
   45 14623     5     8
   30 13951     9     1
   78 14033     4     9
   95 15367    10     8
    2 15024     3     5
   74 16047     8     6
   80 15210     5     5
   82 14597     2     8
   69 12575     4     5
   38 13295    10     8
   34 15950     8     3
   18 14460     1     8
   89 14291     2     6
   88 13555     9     4
   68 14098    10     5
   47 14195     2     9
   12 13147     6     8
   76 12865     2     3
   36 13426     3     8
   66 15568     2     2
   24 13801    10     8
   97 15597     1     7
   17 14583     2    10
   40 13417    10     7
   53 14150     4     3
    6 12999     5     7
   31 15394     1     9
   86 14011     2     8
    6 12733     5     6
   62 14517     1     6
  100 13544     2     5
   50 14823     2     3
   92 15934     1     7
   77 15044     7     3
   45 14073     1    10
   94 14842     5     1
   51 14974     6     9
   24 13167     7     4
   75 13323     6     9
   19 15015     9     3
   62 13928     6     2
    8 13156     6     1
   37 13358    10    10
   50 15686     8     7
   96 14178     6     4
    5 14922     1     5
   97 13764     1     6
    7 14792     3     1
   81 15254     4     8
   32 14657     5     4
   73 14243     4     3
    4 12938     4     5
   29 14137     5    10
   89 12710     8     3
   44 13822     3     2
   81 15754    10     2
   95 13175     2    10
   75 13099     6    10
   67 13649     1     9
    1 13375     9     5
   36 15083     8     6
   67 14659     5     4
   50 15664    10     7
   28 14901     9     3
   43 13586     3     7
   94 13621     2     7
   21 13626     3     4
