  350
   69  5548     2     1
   39  7145     8     8
   97   705     7     1
   70  3271     5     5
   82  3244     6     4
   29  7210     1     4
   91  2092     1     2
   67   912     3     1
   42  2546     1     9
   28  5331    10     7
   64  6833     1     8
   94  2155     7     2
   55  5476     3     6
   83  3611     4    10
   95   604     3    10
   50  4608     7     2
   58   610     2    10
   71  5835     3     6
   96  5481     3     2
   40  4517     4     5
   43  5785     2    10
   49  7500    10     6
   27  4860    10     6
   37  3777     2     7
   48  3205     9     3
   21  4159     4     1
   52   210     9     5
   35  2715     5     6
    2  3378     1    10
   27  2654     5     6
   87  8422     4     2
   71  8927     3    10
   65   690     2     4
   84    17     2     2
   40  3089     7     5
   46  3934     8     7
   12  7227     2     6
   31  5182     9     6
   13  4846    10     7
   54   664     2     4
   58  1404     9     3
   76  2570     2     5
   47  2819     8     6
   12  6880     3     8
   59  6181     5     5
   42  3424     3     5
   61  2379     9     9
   16  6792     7     4
   13   150     5    10
   57  7860     2     1
   56  2199     2     9
   55  5936     8    10
    5  6251     3     7
   82  7059     1     4
   92   604     9     7
   53   346     1    10
    2  2109     7     5
   44   814     9     1
   88  3062     7     5
    4  5487     7     4
   70  3469     4     6
   74  2374    10     6
   74  5305     1     3
   34  4159     5     9
   58  2391     1     7
   14  8394     8     7
   80  8093     4     6
   70   508     4     3
   44  4466     6     3
   92  3830     5     3
   23  1172     6     6
    2  5870     6     5
   68  6401     8     7
   70  3992     5     2
   13  3641     9     3
   26  3473     3     2
   12  7417     7     6
   74  6020     9     2
   41  1155     1     5
   24  7568     3     5
   30  4771    10     2
   96  3354     4     3
   79  4394    10     5
   35  1912     4     9
   78  1304     6     7
   71  4998    10     1
   87  2259     6     8
   80  3413     2     1
   14  5812     9     1
   74  5321     2     2
   83  8901     9     4
   83   171     4     7
   48  7696     3     8
   57  5096     1     7
   17  4331    10     6
    5   978     5     5
   70  4381    10     3
   96  3315     4     1
   74  1487     9     7
   14  8847     6     6
   88  7145    10     4
   97  2659     6     3
   15  5608     3     1
   55  4437     8     1
   67  6652    10     4
   27   139     3     3
   80  7910     2     2
   78  4960     9     9
    1  6159     2     4
   21  9065     4     6
    2  3418     1     4
   31  1821     3     6
   16  3310     7     9
   81  7813     3     8
   65  3733     7     4
   93  4615     2     6
   51  3702     2     8
   51  5992     2     1
   72  8029     4     7
   65   404     2     9
   25  2204     4     3
   55  7820     4     1
   47   576     5     5
   72   791     8     1
   11  3807     4     7
   63  4907     5     1
   76  1769     3     5
   81  8188     4    10
   59  8223     8     2
   50  3256     1     1
   94  7925     1     5
   46  6258     9     5
   46  5916     6     4
    8  4424     5     6
  100  1586     6     5
   13  3459     7     7
   35  4563     8     8
   80   386     9     6
   90  8419     5     6
   36  1613     1     2
  100   341     2     2
   92  2728     8     9
   66  3434     3     7
   16  3652     8     1
   73  1432     2     7
   30  7168     1    10
    9  8267     2     6
   24  5134     3     4
   81  4050     3     1
   81  7187     5     2
   88  5539     7     3
    5  6255     8     4
   35  5897    10     3
   35  6115     1     8
   77  7046     5     4
   46   595     5     9
   98  1913     5     8
   52  8816     7     8
   26  8783     8     9
   56  1026     4     9
    2  2962     9     9
   20  7599    10     4
    2  7285     3     3
   48  8878     6     2
   28  2913     5     9
    2  8871    10     8
   60  3228     3     9
   63  7476     4     6
   81   148     9     3
   50  2538     9     4
   98  9090     6     7
   81   490     2     5
   41  5266     8     3
   63  3414     8     4
   96  4142    10     6
   13  6698     9     9
   93  1472     9     4
    4  3300     3     1
   37  2723     4     3
   74  5523     3     4
   85  1377     9     3
   24  8262    10     5
   78  2668     2     8
   19  7275     8     5
   58  5267    10     2
   54   605     6     1
   65  7870     2     4
   55  7181     7     9
    6   311     5     9
   90  7544     2     2
   11  8208     2     8
    7  3274     3     7
   10  6033     3     6
   12  6384     6    10
   55  3043     9     9
   37  8947     9     4
   13  6145     6     7
   14  6271     3     8
   99  7314     4     9
   94  6293     6    10
   63  8809     1     1
   96  7294     9     6
   75  6783     9     5
    4  4965     1     4
   59  1599     9    10
   71  1816    10    10
   17  2554     9     2
   52  3071     7     3
   74  5117     2     1
   53  5277     4     4
   25  8595     1     6
   59  6494    10     3
   76  4430     3     9
    3  2154     2     3
   77  4660     9     8
   34   587     5     1
   56  2759     9     4
   42  3421     3     2
   89  7769     3    10
   62  3071     5     2
   31  1855     6     4
  100  6867     4     7
   69  6345    10     9
   41  7889     8     9
   11  4142    10     7
   23   278    10     8
   77  7726     9     2
   24  1177     7     4
   36  6550     2     5
   76  5931     2     1
   18  7471     4     3
   99  6249     4     5
   72  4115     1     7
   92  5145     4     8
    2  2105     4     8
   30  5715     9     6
   62  6962     4     7
   19  4660     5    10
   82  8786     7     8
   36  2969     5     7
   71   828     8     4
    6  8271     9     4
   94   354     5    10
   47  5258     3     2
    8  1315     2     7
   71  5014     5     8
   81  5846     9     2
   64  4075    10    10
   12  8435     7    10
   69  4505     3     1
   25  7147     7     1
   43  1180     2     3
   68  2263     8     8
   93  4383     6    10
   83  9070    10     1
   79  6405     9     4
   16  4661     5     7
   60  7687     8     3
    3  7583     5     7
   51  2102     8     1
   36  4508     1     4
   20  5945    10    10
   50  8351     1     6
    7  8624     1    10
   12  1981     4     7
   52  1346     7     4
   37  5229     1     5
   74  8943     9     4
   70  6006     3     3
   18  4906     9     3
   10  2802     3    10
   41  6834     2     6
   23  4068     7     6
    3  3157     9    10
   88  2982     6     8
   31  5384     8     2
   74  8171     4     8
   68  8829     6    10
   94   349    10     2
   86  7497    10     7
   37  4224     8     1
   19  7497     8     3
   28  8678     2     9
    5  6488     6     8
   12  2770     3     2
   11  8638     3    10
   84  3783     4     1
   27  7432     9     8
   71  7215     2     3
   86  2257     1     8
   78   424     6     9
    6  2614     2     6
    6  8202     2     7
   27  8775     8     4
   13  2128     5     6
   18  1074     7     4
   78  1012     4     8
   49  7357     7     1
   91   907     5     7
   47  7018     8    10
   67  3154     8     3
  100  3710    10     7
   88  4743    10     6
   89  7222     4     9
    3  6867     8     7
   75  7726     5     3
   20  3496     4     1
   76  5929     3     4
   43  7445     1     3
   13  3846     5     2
   61  4316     5    10
   79  2560    10     3
   31  2233     2     5
   89  3885     8     9
   83  9048     7    10
   42  5003     6     6
  100  3413    10     9
   66  3722     1     1
   69  3325     4     4
   70  1519     3     1
   52  5979     3     8
   46  3750     9     3
   76  4133     6     7
   58  5072     6     5
   72  3415     6     7
   88  6261     2     2
   75  6146     5     9
   49  4427     2     4
   36  4509     9     2
   65  7054     9     5
   96  2336     9     3
    2  7664     8     5
   65  1655    10     2
   83  7079     8     9
   91  5776     3     3
   68  8523    10     8
   58  5696     5     2
   10   162     6     4
   43  5342     2     2
  100  4031     5     4
   23  4009     2     6
    4   549     6     1
   78  6591     6     6
   53  6242     5    10
   93  4434     3    10
   61  6530     3     6
   95  2136    10     6
   92  7848     4     8
   27  1142     5     6
   63  5462     3    10
