  350
   17 17241     9     8
   84 14444     8     4
   23 10750     7     9
   57 10484     4     8
   74 11640     4     9
   95 10471     4     5
   19 12573     7     1
   70 13608     8     7
   38 13057     3     2
   98 13846     8     2
   82 15163     6     7
   15 15857     5     7
   62 15490     9     4
   33 13642     8     7
   79 11884     8     1
   30 10634     5     7
   45 10593     6     3
   71 16661    10     4
   94 13322    10     5
   62 15130     7     1
   28 11719     4     9
   92 14535     8     7
   37 11708     3     4
   17 15012     2     5
   40 17158     7     8
   69 15020     2     2
   25 10572     9     2
   30 10884     8     2
   86 15578     2     8
   35 15715     6     4
   70 12433     9     5
    2 15546    10     6
   19 12887     5     7
   92 12821     7     3
   59 15668     3     3
   92 14165     1     6
   87 12929     2     7
   78 10968     9     4
   62 10500     8     2
   25 15624     4     8
   75 14451     9     6
   43 15300     5     8
   40 14208     1     5
   36 12668     9     9
   76 11669     2     4
   19 15730     8     5
   66 12940     5     5
   20 11900     8     7
   89 15118    10     9
   60 15900     4     9
   81 16667     6     7
   17 16475     3     7
   51 13162     4     6
   18 11103    10    10
   34 14215     7     1
   91 13047     2     3
   87 15761     3     1
   58 14424     7     2
   21 13569     1     4
   72 14066     4     9
   93 12867     2     6
   90 15639     1     8
   73 12340     5     4
   11 15391     8     3
   82 11187     8    10
   31 10735    10     7
    3 12283     8     8
   69 13754     1     7
    8 11340    10     1
   65 12420     7     9
   93 12106     5     5
   83 15429    10     6
    7 10447     1     7
   33 15952     5    10
   19 10824     8     4
   82 11754     5    10
   51 14410     2     4
   84 13401     5     9
    2 13292     4     6
   39 12256     1     2
   44 12029    10     8
   82 12686     1     3
   55 11458     6     9
   94 14828     3     3
   99 13427     3     2
   88 15310     2    10
   85 10603     6     5
   85 11915     7     3
   46 12462    10     2
    5 13809     6     9
   57 15619     1     1
   39 14966     1     8
   95 12176     9     6
   29 10687     7     5
   50 13085     8    10
   76 13000     6     6
   60 11059     6     2
   52 15005     6     7
   44 16392     8     2
   67 12037     6     2
   17 17063     4     6
   37 11226     2     7
   50 17103     5     7
   23 17148     5     2
   69 16815     6     6
   68 10655     5     1
    5 11630     1     2
   19 13952    10     9
   51 13694     9     9
    6 14559     4     7
   58 15845     2     1
   95 15360     8     6
   88 16883     6    10
   12 16941     7    10
   89 12915     3     8
   87 13037     8     2
  100 14979    10    10
   73 13155    10     3
   72 14590     5     4
   46 17078     9     2
   78 16602     8     1
   28 12937     7     5
   84 14772     1     9
   72 11505     6     7
   56 13261     3     9
   33 10584     1     8
   47 14143     3     2
   15 13957     1    10
   85 15226     8     5
   91 13262    10     4
   82 15632     6     2
    1 15017     1    10
   27 14125     2    10
   31 15462     2     8
   24 14892     5     1
   95 13668     9     5
   98 15754     6     9
   28 16159     7     2
   14 17257     8     4
   49 12175     6     8
   34 13445     2     9
   71 15830     2     5
   43 17173     6     4
   21 13055     8     9
   83 15498     8     4
   32 12815    10     2
    8 15730     5    10
   82 13204    10     4
    4 15608     9     4
   79 13047     1     3
   27 13010     8     5
   81 14937     6     4
    6 15621     7     8
   10 10509     9     3
   52 16079     3    10
   61 11610     2     6
   43 10730     1    10
   99 12949     5     2
   76 15204     2     6
   27 15594     8     5
   89 15849     5     5
   58 13564     9     7
   28 13338     8     4
   15 12702     8     5
   89 11753    10     5
   51 10957     5     5
   10 16008     8     9
   87 17145     8     3
   79 16754     1     7
   23 15992     8     3
   35 12048     5     1
   13 12926     3     6
   94 14550     9     7
   78 11948    10     4
   34 15619    10     4
   76 12775     8     1
    9 14401     9     5
   41 14077     6     3
   58 15617     7     4
   13 12736    10     8
   19 16762     7     6
   85 11354     7     8
   93 10401     7     2
   25 15111     5     3
   95 11501     7     1
   45 16117    10     2
   86 16358     8     9
   37 11868     7     1
   43 11794     4     3
   61 14290     9     4
   64 17099     4     5
   31 10371    10     8
   19 10581     9     1
   91 13164     3     8
   46 12711     7     2
    7 11972     9     5
   42 13759     7     3
   55 11446     7     1
   93 11844     8     8
   20 13240    10     9
   78 17076     4     3
   28 13530     2     9
   33 15804     2     4
   72 14353     2     9
    6 15116     4     2
   66 14150     3     8
   47 16766     1     9
   15 12245     4     6
    6 10955    10    10
    5 15111     8     3
   27 14619     3     4
   25 10444     8     6
   89 16103     6    10
   20 14657    10     5
   49 15192     5     9
   83 17241     2    10
   64 13502     1     7
   34 14277     2     7
   19 11836     8     1
    7 14934     4    10
   95 11295     3     1
   83 11663     3     5
   37 14943     4     7
   13 11513     1     1
   73 14465     5     3
   83 10381     2     9
   19 13122     9     6
   14 10951     4     5
   37 11465     8    10
   11 14604     8     4
   34 13829     3     4
   15 11268     3     2
   38 10862     2     2
   66 12360     6     7
   86 15259     4     1
   43 15615     7     3
   31 16148     8     5
   33 14752     7    10
   57 10587    10     9
   37 16740     9     5
   38 12590     4     2
   84 14844     5     2
   61 16821     7    10
   26 11421     1     2
    3 12228     6     7
   10 14741     1     8
    9 11389     2     2
   67 15368     6     4
   44 11746     4     4
   28 12863     1     2
   73 13029     1     3
   38 12678     6     4
   10 14164     3     7
   10 10699     6     9
   51 13828     7     5
   82 11356     9     9
   92 10718    10     8
   69 16587     7     1
   96 11945     2     3
   29 11820     9     7
   80 13919     5     4
   29 15411     4     6
   43 12725     2     9
   18 14418     8     6
   95 10498     9     3
   29 10712     7    10
   61 12760     4     9
   25 16283     8     7
   62 15101     3     9
   18 12985     5     7
   62 15750     7     1
   99 10419     8     1
    1 10556     9     9
   23 15299     5     1
   25 11477     8     3
    4 12422     6     6
   32 12767     7     8
   33 12504     9     4
   70 10517     3     9
   76 14150    10     2
   60 15004     9     6
   42 13184     4     2
   13 16466     6     6
   69 11895     3     2
   51 13520     9     1
   63 13021     4     1
   51 12889     2    10
   42 13875    10     8
   32 12336    10     1
   46 14471     5     3
   71 15332     9     5
   11 15892     6     5
   75 12609     9     9
   13 10785    10     4
   29 13037     3    10
   70 12745     9     2
   42 11134     6     3
   89 15435     6     8
   95 11755     7     9
    4 15873     1     2
    6 11148     3     5
   56 17143     5     9
    2 15930     8     3
    6 11342     1     4
   78 15170     9    10
   27 17045     6     5
   10 13401     9    10
   10 10664     7     8
   60 12276     6     8
   79 13556     1     9
   85 14452     6     9
   20 16918     7     4
   21 16377     6    10
   98 13645     3     5
   89 11541     1     5
   72 12624     7    10
   61 16304     6     5
   39 14067     4     5
   14 16137     6     8
   92 11367     8     5
   85 11265     9     8
   84 14197     4     3
    3 16897     5     9
   60 13512     7     6
   96 14620     5     6
   31 12661     8     9
   29 15894     5     7
   38 15392     1     9
   19 10824     5     6
   23 10377     3     5
   41 13992     3     1
   24 11609     7     1
   78 17157     7     4
   43 12650    10     3
   30 12588    10     5
   56 15054     7     4
   70 12422     7     7
   39 15627    10     4
   66 15356     3     1
   29 14335     5     5
   18 11910     2     2
   51 12536     1     9
   48 13981     1     8
   38 11014     8     2
   48 15819     3     3
   36 15159     1     3
   10 13276     6     1
    9 14850     1     8
   75 11953     7     8
   23 12140     3     9
