  350
   78  7859     6     6
   13  5342     8     5
   52  1400     1     4
    6  1923     8     5
   86  1331     3     1
   61  6709     3     5
   89  8054     2     2
   89  4038     5     6
   73  5089     2     6
   94  3959     5    10
   47  1567     2    10
   86  8462     4     3
   41  2610     1     2
   51  5425     6     1
   33  3766     4     6
   12    15     8    10
   28  2741     1     8
   82  1876     6     4
    9  8170     9     9
   34  4469     1    10
   56  7646     6     7
   62  3179     9     3
   26  8224     6     8
   95  5096     4     5
   83  1484     9     1
   92  7181     3     2
   81  1548     7    10
   70  1792     2     3
    8  3686     5     9
   87  1944     7     7
   40  8573     4     9
   85  2642     3     4
   99  7286     6     1
   92  1071     5     2
   91  4565     2     9
   85  8617    10     2
   52  7780     9     7
   79  3717     3    10
   73  3753     6     8
   24  3967    10     3
   72  7676    10    10
   19  5320     7     7
   10  3526     6     5
   13  1383    10     2
   70  1843     5     8
   42  7293     9     1
   25  1398    10     2
   98  4585     5     6
   24   266     6     4
   33   666     8    10
   32   152     7     5
   79  7912     2    10
   95  3845     8     3
   57  8376     5     3
   73  4105     5     5
   78  5330     6     3
   48  6655     7     5
   54  5654     1     5
   47  7123     9     6
   55  1438     3     3
   40  7598     9     1
   86  6794     5     5
   40  4080     5     6
   38  5981     6     2
   78  7865     9     7
   30  8646     7     5
   23  5696     7     3
   29  6742     9     3
    8  3460     1     5
   95   546     3    10
   53  1806     1     6
   80  2234    10     4
   14  5867     1     7
   63  5333     6     1
   93  3618     2     5
   84  7710     5     4
    5  3723     4     1
   17  5017     1     6
   81  3393     9    10
   28  3990     1     4
   50  5683    10     6
   12  3545     6     4
    7  2999     2     4
   45   626     8     8
   68  3019     2     7
   80  7105     7     9
   22  5956     5     1
   16   771     8     1
   33  3856     9     3
   68  4176     4     6
   70  2210    10     3
   72  2552    10     3
   54  2067     8    10
    9  6290     7     9
   10  8533     5     4
   31  1029     8     6
   38  6034     3     3
   32  5326     2     7
   60  7772     6     9
   46   592     3     7
   27  5873     6     7
   12   676     6     5
   26  2827     5     1
   40  2837     6     3
   75  6009     3     5
   19  6445     8     5
   23  1645     1     7
   79   830     6     5
   36  2559     8     1
    3  5038     1     6
    6  4820     7     9
   85  8243     7     6
   15  8584     8    10
   13  7820    10     2
   29  8869     6     3
   83  2700     9     6
   92  6023     8    10
   51  5923     1     3
   98  3471     6     6
   24   977     7     2
   18  1196     4     9
   67  5682     8     9
   95  3529     8     5
   71  3264     3     9
   76  3070     4     7
    5  3160     2     9
    2  4294    10     5
   14   201     8    10
   36  8486     5     6
   61  3163     7     3
   60   794     2     6
   62  5456    10     2
   73  3839     5     7
   85  3621     8     6
    2  8294     8     4
   47   946     7     2
    3  1163     5     1
   24  1036     8     1
   26  1776     5     6
   38  3723     2     1
   27  6075     8     7
   31  6597     3     4
   23  3064     1     6
   42  5756     8     6
   43  5515     2     6
   52  3030     6     9
   24  8457     6     2
   35  2635    10     5
    2    51     8     2
   21  3026     4     7
   58  3613     8     7
   20  1247     3     1
   88  8708     1     5
   53  7142     5     2
   91  4512     5     9
   63  2875     6     2
   57  1399     8     1
   92  8806     6     3
   77  3077     3     1
   92   983     3     6
   53  3066     3     6
   36  3871     6     7
   54  6440     4     7
   25  6906     9     3
   21  7492     4     3
   56  5832     1     1
   72  7852     5     4
   24  8656     8     3
   79  6869    10     2
   97   726     9     9
   62  3477     2     4
    6  4041    10     8
   28  7324     1     3
   84  6541     4    10
   47   895     7     4
   71  3936     5     8
   36   669     1     8
   71   450     4     5
    5  6572     4     3
   38   720     9    10
   91  3476     7     1
   62  1282     1    10
   57  1968     1    10
   79  3281     9     6
   14  8425     5     2
   48  6480     8     8
   42  6157     4     7
   71   922     2     2
   39  6383     5     1
   18   331     8     8
   63  1906     6     7
   92   547     9     6
   53  4202     4     4
   16  8346     2     4
   17  7453     7     8
   74  2792     9     6
   71  5275     4     4
   88  6403     2     1
   97  2545     8     8
   50  3241     6     6
   85  7130     2    10
   58  6022     9     1
   56  7283     5     3
   13  5551     5     2
   41  3661     2     1
    3  8179     3     6
   83   585     9    10
   77  4330     5     9
   73  8629     6    10
   88  7158     4     3
   14  5050     3     8
   64  3202     5     1
   50  8441     4     2
   71  7019     5     8
   42  6484     3     7
   64  7963    10     3
   18  4596     4     6
   83  3738     7     3
   34  8886     3     4
   57  2077     9     6
  100  4069     6    10
   96  1889     1     1
   48  2624     7     2
   53  8272     1     3
   12  1333     2     4
   64  1175     6     9
   26  2161     9     9
   83  6609     5     8
   52  7579     7    10
   22  4706     7     6
   33   948    10     3
   37  5806    10    10
   80  1826     7     7
   88  8232     6     6
   49  2455     6     2
   20  5487     1     8
   91  7508    10     1
   32  3041     6     1
   97   914     5     6
   63  7235     8     1
   20  1296     9     3
   10  5965     7     3
   27  1534     2     2
   69   834     4     5
   80  4081     3     1
   68  8019     4     8
   33  8798     5     8
   97  8678     7     6
   51  2855     2     1
   67  8781     8     2
   54  1852     7     2
   51  6924    10    10
   62  1768    10     2
    1  4476     3     3
    3  6293    10     3
   74  3101     1     6
   65  5651     8     2
   29  8454     9     1
   56   808     7     4
   17  4327     6     2
   51  4258     7     7
   89  1756     9     6
   54  1231     8     1
   30  6084     3     4
   77  1085     6     2
    3  3687     3     2
   50  2668     3     2
   67  8594     6     3
   34  6728     1     3
   46  3583     7     7
   30  6926     3     4
   54  8024     9     6
   56   646     5    10
   56  8461     6     5
   23  8859     5    10
   35  4728    10    10
   24  7578     1     2
   55  8755     9     8
   32  4503     6     6
   74  1530     5     2
   21  8634     8     9
   85  6355     4     8
   24  8454     4     2
   83  1499     7    10
   86  1929     6     1
   27  5845     3     5
   56  4601     9     6
   51  7581     6     2
   56  5397     3     6
   12  5409     6     9
   67  3006     3     4
    6   752     9     3
  100  7166     4     5
   21  4237    10     4
   36  6837     4     7
   76  8252     1     6
   23  7924     5     6
   86   603     8     8
   42  7943     6     9
   57  5750     5     8
   31  4186     7     4
   72  5967    10     2
   10  4872     5     4
   87  4833     1     3
   27  5525     5     6
   32  4828     1     4
   21   658     2     3
   50  4201     6     8
   87  4680    10     1
   53  5162     9     9
   23  5731    10     9
    7  4411     9     9
   38  2615     2     6
   47  5282     5     1
   89  5911     8     9
   23  4544    10     6
   73  2225     7     5
   45  1610     6     5
   73  3222     5     8
   28  7623     2     1
   56  7020     3     3
   40  6229     7     1
   34  8375     2     3
   55  5283     8     7
   60  1564     9     5
   69  6310     5     9
   31  4633     9     3
   82   585     5    10
   55  6913     5     6
   73  3673     4     1
   38  6336     1     8
   85  2197     1     9
   44   738     6     2
   48  2305     7     2
   71  7031     3     2
   70  6264    10     8
   79  7133     8     5
   92  7689     5     5
   20  1562     7     5
   65  2911     9     5
   44  3949     3     3
   43  7293     8     4
   72  7323     7     4
   81  6564     5     8
   89  3673     2     4
   61  4332     6     3
    4  2205     4     4
   61  5899     1     9
    5  5942     2     7
   77  5428    10     1
