50 2
561 3788 16052 2 3
1440 8327 20607 7 10
216 0 11376 1 1
1564 8506 20138 4 10
1012 0 10044 3 8
945 9000 21600 7 8
528 5183 17793 5 8
15 7731 20009 7 6
760 8703 20897 7 3
816 0 12101 5 8
1071 897 13139 7 6
1440 7012 19622 10 5
1155 4987 16661 5 10
1116 5536 17608 5 2
1060 880 12182 7 7
2090 0 12346 10 1
2025 2505 13713 9 7
740 4461 16245 10 9
779 7349 18627 10 8
1615 5163 17761 9 9
1025 6779 18901 4 6
1045 3807 15437 6 9
1290 1960 14440 6 9
1584 164 11964 9 4
221 0 11671 1 6
51 2271 14297 9 4
1216 0 11958 3 8
846 1114 13200 9 7
450 3629 15607 2 7
1380 11440 22784 5 6
1675 3140 14416 2 3
1539 10898 22798 3 9
774 4210 16640 1 8
1710 4603 16469 2 4
15 2366 14486 9 1
966 2200 14800 4 4
820 6619 18689 9 8
1139 11057 22999 5 5
1440 777 13119 2 2
506 2190 14150 5 7
696 6996 18754 9 5
650 5095 17169 8 1
1800 6332 18660 7 9
1197 5117 16387 3 7
2184 836 12684 4 7
322 6173 18897 5 2
1900 8048 19456 4 3
323 4644 17150 5 3
1540 635 11875 7 3
900 7098 18856 3 7
SETUP
0 580 620 580 360 760 480 440 580 580 360 440 620 520 360 380 580 720 560 560 260 300 340 260 180 200 680 460 660 260 120 520 80 700 580 340 680 360 740 660 480 440 560 640 500 460 460 600 560 560 520
0 0 640 560 720 820 600 500 640 640 420 260 840 680 680 660 820 800 620 540 480 460 620 500 560 440 760 740 900 600 500 680 400 640 660 580 660 380 800 560 320 260 680 660 560 580 520 900 700 800 680
0 800 0 640 160 780 540 740 580 580 820 540 920 560 660 860 900 740 740 840 460 620 780 460 660 520 740 840 860 720 900 580 680 760 620 540 580 660 600 700 600 540 780 800 720 500 460 860 620 760 680
0 780 800 0 380 960 320 660 560 760 880 680 880 440 540 680 600 720 520 960 440 540 580 440 420 760 760 500 800 500 900 700 700 540 500 520 800 600 280 580 660 680 760 880 600 760 640 720 480 740 480
0 760 740 500 0 640 400 680 440 440 680 400 780 420 520 700 760 600 600 700 420 500 640 440 520 380 780 700 820 600 760 700 680 620 480 520 680 520 460 560 460 400 740 660 580 500 320 720 480 740 540
0 420 500 540 560 0 500 600 240 480 520 640 160 460 520 240 820 620 440 620 380 240 560 380 400 700 540 320 480 480 340 560 480 540 440 160 360 440 500 540 680 620 400 600 500 340 600 680 440 380 240
0 860 720 100 480 740 0 360 660 580 780 380 700 460 540 380 680 720 200 660 520 240 280 540 120 500 500 440 500 200 780 580 400 240 520 620 780 300 380 620 420 380 660 560 620 460 580 760 520 640 520
0 800 540 600 520 660 560 0 440 360 780 440 340 400 500 280 800 380 120 400 460 300 340 460 180 560 620 360 420 240 540 500 460 720 440 540 520 200 500 540 480 420 560 480 500 380 540 680 400 680 220
0 740 540 600 680 840 500 520 0 240 540 540 860 280 380 540 860 380 600 840 520 360 500 520 520 740 580 540 580 600 480 560 760 300 340 600 640 460 400 420 600 540 420 740 440 640 700 580 340 400 560
0 500 320 360 460 660 280 540 440 0 740 320 740 40 140 320 620 160 380 600 440 420 260 440 380 680 400 300 480 420 580 320 520 420 100 520 400 420 160 200 360 320 360 700 220 400 600 340 100 740 400
0 380 620 520 340 660 440 100 460 440 0 400 440 420 300 360 600 460 220 480 400 260 300 240 140 520 440 420 500 220 100 280 440 660 480 480 620 300 540 560 460 400 500 580 480 180 360 600 480 660 300
0 780 720 680 760 580 680 300 680 420 840 0 640 460 480 400 900 560 400 680 580 380 420 580 460 520 520 480 660 340 760 720 540 520 500 500 500 120 560 300 60 520 460 400 620 440 780 740 500 720 500
0 580 640 420 420 720 520 520 100 320 440 520 0 360 460 460 820 480 620 720 240 380 420 240 260 560 660 540 600 340 200 500 540 380 420 320 720 500 480 500 560 520 460 580 520 420 440 660 420 440 100
0 580 480 320 620 640 240 500 560 620 700 320 740 0 120 600 600 320 440 620 400 380 220 400 340 640 360 300 440 380 700 280 500 380 60 480 360 440 600 160 380 320 320 660 180 500 560 300 60 700 560
0 480 700 860 840 900 760 800 860 560 860 620 800 540 0 880 520 540 760 920 740 820 540 740 700 900 800 680 760 760 940 780 800 800 600 800 680 640 720 580 580 620 220 560 480 540 840 320 560 1020 880
0 760 620 380 460 380 380 640 500 480 640 400 540 520 500 0 580 460 580 680 540 380 360 540 260 640 340 80 580 340 420 420 540 520 220 500 500 520 460 300 440 400 400 720 320 100 420 440 200 720 160
0 280 520 480 660 580 400 300 360 420 660 120 280 460 500 420 0 560 420 680 500 480 520 520 460 540 520 500 660 440 480 720 640 540 520 500 540 120 500 300 60 400 480 400 580 440 320 640 500 520 380
0 700 160 460 300 680 440 460 520 320 800 160 600 360 460 380 560 0 220 460 360 340 200 380 280 660 420 160 400 360 560 240 440 440 420 460 340 280 480 460 220 160 620 560 140 480 480 660 20 680 540
0 740 540 480 560 540 520 260 540 380 700 320 600 400 460 180 700 520 0 600 480 180 220 460 60 440 500 240 300 140 580 380 340 640 380 460 660 100 540 460 360 320 560 380 480 260 440 600 360 580 320
0 540 780 260 560 640 160 420 260 500 600 240 760 380 500 520 520 620 360 0 320 400 140 340 280 660 380 560 660 360 680 200 260 380 380 420 140 340 300 460 280 240 660 620 520 600 540 600 440 640 560
0 340 640 400 240 520 300 280 340 340 460 300 600 380 460 560 600 480 400 560 0 180 500 20 420 620 440 560 420 480 540 280 580 520 440 100 640 380 480 520 360 300 340 660 460 380 220 520 420 320 420
0 800 700 320 400 840 460 720 780 780 820 480 820 240 340 780 820 540 660 780 620 0 460 300 560 760 580 520 660 600 900 500 440 600 280 720 600 600 600 380 540 480 540 760 400 660 720 520 280 940 380
0 880 720 400 780 680 540 280 660 520 820 100 620 540 580 500 860 640 400 400 680 480 0 680 440 620 620 580 700 440 760 560 380 620 500 600 520 220 660 400 160 100 560 500 400 540 800 740 320 820 500
0 680 880 720 640 700 680 600 680 720 520 420 600 760 800 680 580 720 520 720 400 560 540 0 540 820 440 620 800 520 600 280 640 900 680 480 840 540 740 720 480 420 680 820 660 380 600 520 540 700 640
0 780 620 440 520 740 540 460 580 580 660 280 780 360 460 480 780 660 560 560 440 140 180 420 0 400 560 420 700 80 740 620 300 600 420 520 680 380 620 500 320 260 560 660 520 560 460 640 400 520 500
