40 3
63 0 371 9 8
23 0 359 8 5
4 0 297 6 9
61 0 335 10 6
17 0 317 8 4
69 0 319 8 9
64 0 310 9 6
31 0 346 2 4
97 0 292 10 7
57 0 345 6 5
81 0 301 1 3
18 0 312 2 7
63 0 345 9 4
78 0 301 1 1
77 0 311 1 1
60 0 362 6 7
57 0 330 8 7
33 0 284 8 7
73 0 292 2 7
10 0 307 7 9
18 0 315 9 8
89 0 288 9 9
45 0 318 9 8
86 0 295 4 2
47 0 324 6 1
31 0 366 4 9
55 0 280 9 7
23 0 373 10 7
13 0 329 4 3
59 0 290 10 9
7 0 363 3 9
70 0 325 9 6
43 0 302 4 8
14 0 353 1 4
98 0 299 1 2
30 0 289 3 7
25 0 314 7 4
94 0 354 1 4
80 0 293 1 7
80 0 369 8 2
SETUP
0 3 26 27 22 30 10 26 24 36 33 23 27 33 17 31 30 15 30 14 11 28 28 31 20 18 38 36 22 25 26 16 24 20 14 22 31 21 33 16 32
0 0 26 25 19 27 8 24 27 34 31 21 38 30 29 29 28 20 30 11 22 25 30 35 18 16 35 33 19 23 24 14 38 18 11 20 34 27 31 14 29
0 28 0 34 30 27 34 45 19 42 37 7 16 24 32 33 40 17 26 19 40 26 37 31 28 27 50 41 33 31 35 35 25 15 38 17 33 29 18 14 27
0 16 36 0 23 32 9 23 3 35 36 22 37 30 26 28 29 24 35 27 24 34 14 14 19 17 40 35 21 30 23 15 33 30 22 11 36 28 32 29 36
0 30 31 15 0 35 23 30 17 42 31 11 29 34 21 30 31 20 30 23 27 30 29 29 24 6 28 32 35 34 20 20 29 18 35 21 33 17 21 18 30
0 23 33 20 32 0 26 19 22 31 26 16 34 34 24 24 32 22 31 28 18 34 26 34 13 11 33 37 30 39 19 9 34 23 24 26 38 22 26 23 35
0 7 33 18 26 23 0 16 20 26 34 13 31 31 21 21 21 19 28 18 15 32 22 31 10 9 31 34 12 30 17 6 31 21 18 23 33 20 24 20 28
0 28 24 35 27 36 21 0 6 21 32 31 31 31 19 6 13 31 26 20 31 36 26 18 28 28 46 35 29 32 26 27 29 29 22 14 25 20 41 31 32
0 27 33 36 21 32 25 41 0 41 41 25 35 28 24 38 38 30 35 37 40 32 20 12 29 27 44 40 24 37 29 31 31 33 20 9 44 28 36 33 40
0 16 20 26 26 21 9 25 17 0 17 16 26 33 30 30 28 16 6 18 24 32 18 10 19 17 39 29 20 30 21 15 18 14 18 16 26 14 27 10 12
0 27 32 24 36 5 30 23 27 35 0 20 38 25 28 20 28 25 35 27 22 39 29 38 17 15 38 41 18 28 24 13 38 23 28 25 19 27 30 27 35
0 21 36 28 23 34 27 39 26 39 33 0 34 26 25 26 33 10 24 12 33 20 30 26 21 21 43 34 26 24 30 29 34 8 32 10 26 23 11 8 20
