40 4
1078 2156 8 8
1350 3006 10 5
460 3840 6 8
630 1785 7 3
368 1264 8 4
2079 2352 9 8
418 3800 1 1
1536 2808 5 9
1649 3077 9 3
272 2771 4 5
969 3325 3 10
1296 3420 7 10
616 2266 7 4
1044 2574 8 1
925 2525 4 5
2425 4850 6 1
1407 4200 9 3
48 1408 4 1
600 3475 4 6
1296 2328 10 7
1909 1679 6 10
720 1800 5 3
759 3933 5 10
795 1560 4 9
864 2768 3 5
126 3486 6 6
780 2190 4 3
1615 2890 2 3
1404 2502 1 10
1071 3060 4 7
1656 1955 8 5
304 1558 1 5
880 2300 3 9
484 4444 3 4
1691 3724 7 8
840 2420 3 10
2037 1932 4 6
1892 2728 2 4
207 2668 8 3
720 3920 5 5
SETUP
0 80 160 100 100 120 40 140 120 60 120 180 140 180 200 160 200 160 180 140 180 80 160 100 60 160 140 180 180 200 120 120 180 180 120 160 100 140 40 120 120
0 0 640 760 740 660 220 660 660 700 140 680 780 140 120 180 780 820 720 180 740 720 220 140 780 220 760 200 740 740 660 680 700 780 720 700 220 740 200 680 720
0 700 0 140 720 680 700 160 140 720 680 600 180 600 620 700 160 240 700 700 720 640 660 660 720 720 700 680 100 680 100 680 600 180 660 120 680 700 660 80 80
0 640 100 0 740 660 700 120 120 740 620 660 140 660 680 680 220 240 720 660 680 680 720 620 720 660 720 740 180 700 60 620 700 180 660 100 720 680 740 40 160
0 640 640 560 0 120 620 640 620 140 580 140 660 660 680 640 660 720 100 620 100 60 620 620 40 680 140 640 660 160 600 40 160 680 80 640 660 60 680 580 580
0 640 580 680 160 0 700 560 560 140 580 60 700 620 640 620 700 760 80 620 100 100 680 580 120 660 160 700 660 140 560 40 100 680 80 600 700 160 680 580 640
0 180 660 760 780 640 0 640 640 760 120 680 680 140 160 160 780 820 700 160 700 720 180 100 740 200 740 200 680 760 640 660 700 760 680 680 80 780 180 660 700
0 720 140 160 700 640 700 0 100 660 680 700 140 640 660 620 140 200 600 700 720 680 700 660 660 760 680 700 100 740 100 680 680 220 600 40 720 740 680 120 120
0 640 40 140 700 600 700 80 0 680 580 620 160 600 640 640 200 220 680 620 640 640 700 580 660 660 700 720 140 700 20 580 640 140 620 100 700 700 700 40 120
0 740 680 720 160 160 780 680 640 0 680 160 740 680 700 720 760 820 180 700 180 200 720 660 200 760 180 780 760 160 640 140 160 780 80 700 720 220 760 680 720
0 80 680 680 740 680 220 620 680 660 0 740 740 160 180 140 740 740 680 60 700 620 120 100 640 180 680 200 700 720 640 660 740 660 600 660 160 740 200 660 680
0 680 660 680 240 180 780 680 720 140 740 0 740 700 720 680 700 740 180 700 240 160 660 680 180 720 120 700 740 100 720 200 160 720 80 720 720 220 620 680 740
0 720 160 80 760 720 780 180 120 720 700 740 0 720 740 740 180 240 640 720 720 680 600 680 680 660 740 620 140 740 120 680 720 120 680 160 720 760 660 100 40
0 120 640 680 680 740 120 700 740 720 160 680 780 0 40 160 680 740 740 200 680 720 140 160 680 200 680 220 680 760 740 700 680 740 660 720 120 660 200 700 700
0 100 620 720 740 720 100 680 720 740 200 660 760 120 0 140 660 820 740 240 660 700 160 180 720 200 760 200 700 740 720 740 680 720 740 720 180 640 180 680 700
0 120 740 680 680 740 180 740 700 740 160 740 740 160 180 0 760 740 740 160 740 620 100 100 600 160 620 180 700 720 680 700 760 700 660 700 120 720 220 660 660
0 680 160 100 640 660 680 40 140 620 660 720 160 660 680 560 0 160 640 700 700 640 660 660 600 700 640 700 120 740 140 660 720 180 620 80 680 680 700 120 120
0 620 160 100 740 700 740 160 160 760 660 660 200 660 660 680 220 0 760 700 760 720 760 700 720 760 740 780 260 760 160 720 760 200 700 100 720 740 740 140 180
0 720 700 640 180 140 760 680 680 220 700 180 680 660 680 640 700 700 0 740 220 120 680 700 140 720 160 660 580 180 680 160 100 740 180 620 700 200 700 660 640
0 40 680 680 700 680 180 700 680 720 180 720 760 180 160 200 720 700 740 0 740 640 100 120 600 160 700 180 740 680 700 720 720 700 680 740 140 700 220 660 680
0 680 700 640 220 160 740 720 680 160 680 180 760 700 720 720 780 760 100 700 0 40 620 620 220 680 100 740 680 220 660 140 180 600 100 700 740 240 760 620 740
0 640 660 680 220 140 700 680 680 120 640 160 720 680 680 680 760 720 180 680 160 0 760 580 180 720 80 780 760 240 620 100 160 740 60 660 780 220 720 580 740
