100 5
1440 2096 13968 9 9
540 4759 16673 8 6
480 9448 21800 1 3
1357 4190 15532 2 7
1552 1641 13591 1 8
696 3622 14990 2 1
1104 3207 14733 2 4
21 5255 18013 8 5
18 2668 14732 2 5
1480 5222 17338 8 5
1150 5279 17161 6 5
1560 6851 19021 2 8
2024 6668 18826 1 6
1872 2811 15309 10 9
320 7422 18690 1 5
495 1438 12738 5 3
1364 1344 13412 6 10
820 1796 13708 2 6
805 3699 16077 10 1
567 6529 17943 8 2
2328 5561 18127 8 7
552 4449 16413 2 10
1140 4793 16123 5 10
200 9043 20669 3 2
1088 1589 13861 9 9
1840 4383 16631 7 4
1580 2637 15243 10 6
1470 3192 14408 8 10
1035 8560 20190 3 9
660 2175 14535 7 4
697 4641 16107 3 6
1404 2559 14679 2 2
119 7365 19431 4 5
504 5567 17689 1 5
2304 4338 16334 9 3
36 3653 15489 6 6
1495 4694 16928 4 3
276 156 12384 2 7
2208 1790 13726 8 9
840 1551 13035 10 2
1365 4914 16542 4 5
880 5592 17822 7 6
475 2448 14448 1 2
1900 340 11720 3 5
576 3501 14853 5 9
800 3172 14648 2 1
690 4192 15464 4 4
1596 3937 16271 4 9
1932 8578 20402 7 8
152 2454 14190 3 10
1311 4646 16652 6 4
2064 5777 17533 9 5
45 6687 17925 1 9
315 4799 16775 10 9
1634 4337 15739 1 6
2208 648 13362 6 5
570 8182 19514 3 6
2160 4028 16012 3 10
682 4671 17123 4 8
1092 3371 15429 10 7
1562 4330 16982 7 3
1235 2736 15504 5 5
2175 2066 14388 2 8
1679 3249 15075 8 7
1805 4927 17723 10 8
1416 7295 19431 2 5
1525 5096 17172 2 9
620 2792 15288 10 4
90 4454 16762 10 2
496 5576 16780 2 4
688 6534 19066 5 9
2160 2905 14987 8 3
741 3453 15507 10 3
1800 3106 15164 7 4
1340 7561 19277 8 7
1155 1552 13420 10 8
940 4100 16232 7 9
1224 2429 14651 5 10
190 6401 18079 1 9
120 3082 15082 7 2
323 4638 15920 9 4
1800 3800 16000 3 7
38 718 13426 7 3
440 8445 20121 10 3
1344 5713 17087 4 5
989 3138 15372 8 5
1458 2732 14278 1 10
1377 5939 17389 2 3
864 930 13542 8 3
330 1328 13328 10 8
684 4102 16454 4 2
1140 2956 15434 9 6
225 4251 16581 10 7
21 3982 16388 8 6
1722 690 12300 3 10
1404 2785 14775 7 9
1767 5384 17066 1 5
640 1441 14111 7 9
2024 8574 20728 2 3
1168 5661 17475 8 4
SETUP
0 387 550 306 245 509 123 184 468 428 123 814 102 651 346 306 204 306 285 123 529 448 245 204 306 631 326 224 367 407 448 550 367 143 285 306 184 306 224 123 387 285 204 265 326 346 245 123 509 529 468 62 509 468 265 265 550 570 448 407 550 509 306 326 448 306 428 712 468 285 570 550 428 387 163 448 570 468 448 489 326 489 224 387 407 224 611 428 387 407 590 326 387 570 204 224 62 306 468 631 224
