100 5
544 13362 1 7
1683 5202 5 1
1377 9299 10 9
119 11866 4 5
1020 8211 7 1
1428 6511 5 6
1581 12699 9 6
952 7344 6 3
748 9826 6 4
442 6511 10 2
646 7531 3 8
952 12682 9 8
1139 6392 5 9
697 11883 2 7
289 6987 2 8
1156 5542 5 9
969 6052 6 3
1411 11917 8 8
1700 8653 4 4
408 14025 5 4
918 5338 4 8
1445 10183 5 6
1020 11645 10 5
17 11526 4 10
1649 11118 10 7
901 7293 7 2
1394 6324 8 9
153 4981 7 3
442 12019 5 10
901 8041 2 10
1343 7225 8 6
918 10047 2 10
136 8296 4 3
1156 13124 5 6
289 12580 7 4
935 7616 1 5
119 13209 9 1
544 4862 2 5
204 4862 5 5
1360 9367 4 1
1292 7242 8 8
187 8075 5 5
1377 9112 8 3
68 10659 10 5
578 13090 8 2
1173 12223 7 9
1479 13260 2 7
1054 5185 9 4
1445 13260 10 7
935 5899 6 3
1139 11730 9 10
1394 13838 2 7
1564 8313 10 5
255 13039 10 2
1156 6868 9 3
1258 7072 2 9
1020 10234 5 9
646 8194 8 5
1054 10370 10 9
1649 8636 3 4
1292 9979 2 9
1615 10064 6 4
1309 10200 8 6
1496 6596 7 9
289 9707 6 1
1530 6256 5 9
646 8619 6 9
1326 5678 9 10
1071 13838 8 4
425 13073 7 9
1343 10863 9 5
493 9163 9 2
306 6562 9 5
663 6018 3 4
1020 7072 8 6
629 12053 8 1
459 7939 9 1
1411 12393 3 4
595 8755 9 9
1700 5916 8 7
1411 11934 8 9
1530 5049 4 10
1649 8398 8 2
1683 12393 1 3
1445 4862 9 3
544 8585 2 3
646 12648 4 2
884 7208 4 9
748 6834 1 4
459 10183 2 8
340 11186 5 3
561 6630 9 1
17 11016 6 1
1139 9384 2 6
408 11407 6 9
340 8279 3 9
391 4998 5 9
1462 10829 3 6
1190 8109 8 2
1547 10370 8 10
SETUP
0 510 561 493 544 170 68 374 408 493 629 425 493 306 629 374 323 578 697 731 306 714 323 204 374 459 459 527 255 391 408 357 357 663 459 425 476 323 612 425 459 459 663 731 425 357 323 374 306 255 425 561 391 425 425 391 578 493 510 510 493 340 374 561 408 527 391 578 816 578 527 561 510 629 255 153 289 425 680 493 391 646 289 493 425 357 493 238 459 255 272 459 527 561 493 663 459 595 442 340 476
0 0 391 544 595 238 119 527 459 561 782 561 544 527 680 646 595 646 578 680 374 782 493 255 425 510 578 578 323 255 476 408 408 646 544 323 272 374 476 476 340 391 748 714 476 408 374 374 374 306 476 595 748 306 493 408 425 544 646 459 544 476 374 646 578 391 595 680 884 799 374 510 272 578 306 544 340 459 731 612 408 595 527 561 493 493 595 306 595 306 510 510 578 612 493 476 510 646 493 204 595
0 629 0 493 544 391 731 374 493 459 629 527 799 289 697 578 527 629 578 408 459 595 204 459 476 612 663 595 459 578 374 561 476 663 595 357 663 527 510 646 527 578 442 799 476 527 544 323 476 459 595 459 578 544 527 391 595 476 425 510 697 442 374 544 289 425 476 561 935 425 408 544 442 612 578 340 408 391 646 493 391 663 289 340 289 357 612 459 442 425 255 476 544 561 425 680 425 680 527 527 510
0 731 306 0 374 289 663 340 459 340 595 476 510 374 663 527 340 612 459 561 340 646 408 170 374 442 527 323 306 153 425 459 340 306 459 221 238 340 221 476 238 272 561 612 510 323 510 425 323 289 391 425 578 187 425 289 408 663 561 340 595 391 272 595 476 136 408 578 782 714 119 255 459 323 306 476 255 459 663 493 289 476 476 374 323 306 527 272 578 238 493 442 425 510 527 612 442 578 425 102 340
0 765 680 578 0 272 646 391 629 374 680 374 476 493 646 680 561 408 544 476 391 544 476 493 476 425 493 578 493 204 493 459 425 629 187 493 544 340 527 476 221 187 731 527 204 493 612 442 391 272 561 374 527 629 119 272 544 527 340 340 578 544 255 425 204 408 476 697 561 816 595 527 408 595 578 459 527 527 714 629 442 442 493 561 510 561 578 255 612 493 510 544 527 561 561 680 255 561 476 646 612
