60 4
1230 2130 8 6
984 7368 10 9
315 972 1 8
882 0 4 6
132 5390 2 2
708 4224 5 3
189 455 1 8
588 3724 9 9
28 343 5 2
231 0 3 9
143 0 7 4
24 3108 8 8
948 0 7 1
370 2005 6 1
624 0 9 6
335 1250 3 3
162 0 3 5
504 0 5 6
1064 9142 2 3
355 2170 10 10
8 4984 6 5
728 252 1 6
81 2835 10 8
273 0 10 1
510 9270 8 5
572 3850 6 10
80 0 2 1
392 2088 10 3
455 2072 1 5
670 3510 3 8
221 6773 8 3
860 1500 1 7
247 4524 8 6
768 936 8 9
826 0 2 7
576 0 5 1
864 0 7 9
672 3132 8 7
228 1074 2 4
870 7380 7 10
810 3800 2 6
329 3325 8 1
444 402 9 5
621 1647 4 10
638 6578 4 9
780 2770 9 2
1196 2470 5 5
1380 9195 9 6
490 1150 9 6
270 0 4 4
420 8638 7 9
180 2400 6 9
1056 1692 10 2
605 0 3 7
375 6810 8 6
736 5128 1 7
295 0 5 5
988 3939 10 4
1316 1078 10 4
924 5412 3 1
SETUP
0 30 70 50 70 50 20 10 80 60 90 70 80 90 90 40 60 80 70 60 90 10 80 60 80 60 100 70 50 70 60 90 60 80 90 80 80 80 30 40 50 90 70 110 40 100 70 70 30 90 40 60 50 70 80 70 60 70 50 60 90
0 0 320 50 70 300 80 300 330 330 380 320 60 350 370 340 80 330 80 350 340 300 350 340 360 360 360 350 100 340 320 350 310 370 360 70 320 360 320 340 340 80 90 350 90 370 320 330 300 350 60 360 290 320 90 350 320 360 80 330 340
0 350 0 320 340 30 340 90 330 80 340 320 330 360 350 330 330 350 340 60 340 350 360 70 320 50 370 70 360 40 320 310 40 360 360 340 320 350 100 310 350 350 340 100 360 350 320 20 300 350 350 90 290 290 350 350 320 340 310 60 340
0 90 350 0 70 350 80 370 340 360 380 300 80 370 390 350 70 380 100 350 360 360 390 340 350 340 360 370 80 350 350 370 350 340 350 50 310 340 380 340 370 80 90 360 100 370 370 340 340 330 110 350 340 350 100 320 340 320 80 370 330
0 100 350 90 0 330 110 360 360 350 350 350 90 390 370 340 100 360 100 350 310 290 380 360 340 340 410 330 110 350 340 330 330 360 390 100 360 370 310 350 330 110 110 360 120 370 350 360 370 380 90 370 360 350 110 370 340 380 60 340 370
0 340 60 350 310 0 370 90 310 80 350 300 300 370 340 310 340 370 350 70 320 320 340 80 350 60 400 80 350 40 320 320 10 370 330 310 340 330 70 320 350 340 340 70 340 350 360 70 340 320 320 90 340 300 360 350 300 350 330 80 320
0 10 330 40 50 310 0 310 330 340 350 320 60 340 340 330 40 340 60 340 340 310 350 320 330 330 370 320 40 340 330 350 310 340 360 70 330 330 330 290 300 70 60 360 30 350 330 330 300 350 70 320 300 330 60 330 320 360 30 320 350
0 330 80 330 350 60 370 0 360 50 380 350 350 380 400 360 370 360 350 80 360 280 350 60 380 90 390 100 390 80 350 360 50 350 360 350 360 380 30 360 320 360 370 110 390 380 340 80 330 370 310 70 330 340 350 340 340 340 370 60 360
0 330 350 360 340 310 380 350 0 360 110 60 330 390 360 70 380 380 380 350 350 80 370 380 110 370 130 350 390 350 350 80 320 400 30 340 370 350 370 80 80 370 360 350 380 80 360 360 70 350 330 390 70 330 390 110 300 380 350 380 350
0 350 100 360 380 100 360 70 390 0 390 360 380 390 370 320 350 410 390 90 400 350 400 110 350 80 390 110 390 90 370 350 100 340 380 370 380 390 100 350 380 400 350 120 380 380 370 100 370 350 330 100 360 390 370 390 350 360 360 80 350
