60 4
1520 1251 12489 6 1
1826 1463 13507 2 1
525 8142 19368 9 10
396 10106 22612 6 4
138 4230 15970 3 3
544 7332 19192 10 5
1575 3629 15513 9 1
1156 7229 19251 8 9
736 3821 15891 6 8
1978 5439 17871 7 8
1881 10059 21841 5 3
1152 2984 14326 7 10
1240 9912 22518 10 9
1190 10752 23128 3 1
1380 8224 20912 6 10
1470 5659 17741 10 1
1760 5462 16842 5 2
1577 7278 19038 5 4
920 9260 21100 10 5
966 8956 20964 3 5
1159 8523 19863 2 5
1230 3650 15288 6 9
270 5472 16934 2 4
323 6584 19324 1 4
221 8993 21499 6 8
308 11681 23233 9 10
264 3428 15292 1 1
1900 4764 16078 7 8
510 3919 15793 1 6
1200 7633 19295 5 4
1470 11305 24069 8 8
1034 4888 16388 3 5
850 7350 19054 3 9
561 9664 21728 5 10
1512 8052 19752 6 2
814 7708 19220 7 10
810 8462 19898 1 5
1656 4860 17232 2 7
2050 2435 14973 2 9
1550 4454 16858 7 2
1180 6690 18814 7 1
1584 8607 20265 1 7
69 2277 13907 3 7
1958 4114 16802 5 9
630 11158 23664 2 6
46 7010 18910 2 3
483 4258 16226 2 3
105 9722 21878 10 2
1088 4353 17033 10 9
399 5979 18357 8 3
836 10386 22094 4 8
1368 5014 16936 2 1
2475 4706 16474 9 7
448 3019 15753 10 9
770 3459 15471 8 10
323 3307 15593 1 3
1660 3337 15363 1 2
198 11107 22997 7 7
608 6010 18050 1 3
874 6371 17885 1 4
SETUP
0 79 138 99 158 79 79 20 20 138 138 99 79 40 99 138 118 99 99 99 40 99 99 99 59 79 59 79 20 177 177 118 99 138 118 158 138 99 158 138 59 138 99 118 158 99 118 99 79 118 79 138 118 118 118 138 79 118 138 40 138
0 0 649 610 590 649 138 630 610 610 669 649 630 630 571 630 138 610 649 158 630 649 158 689 138 590 649 630 630 669 177 99 649 689 669 689 610 689 610 571 630 590 158 649 630 571 158 571 610 649 669 177 649 118 531 630 138 571 197 138 649
0 571 0 669 630 571 630 610 590 610 138 630 79 610 118 158 551 649 630 669 610 689 590 177 571 649 669 99 590 197 708 630 590 551 708 158 689 158 689 158 630 118 571 610 649 590 669 138 630 531 630 610 610 649 610 99 551 138 708 610 689
0 630 708 0 610 630 689 197 99 669 610 158 630 118 649 708 630 158 669 669 99 649 610 610 649 99 177 630 649 649 728 669 118 158 669 708 59 669 708 610 79 669 649 138 669 649 708 649 610 590 630 610 610 649 610 630 630 649 689 610 40
0 610 610 610 0 118 610 590 610 197 590 610 551 630 610 649 610 630 118 571 630 177 610 669 551 590 669 649 177 689 689 610 610 669 177 708 649 630 177 649 610 669 649 610 59 118 649 590 99 138 158 610 99 630 138 551 630 630 669 630 649
0 512 630 610 79 0 630 630 571 138 649 630 630 590 571 610 551 610 158 649 590 138 531 630 610 590 649 630 138 669 649 590 571 630 158 669 610 590 138 571 551 590 610 649 118 79 649 571 118 99 118 669 40 610 40 630 630 571 689 590 630
0 118 689 630 630 610 0 512 590 630 669 630 630 610 551 590 118 571 610 158 610 649 138 669 118 610 689 630 630 649 138 59 630 669 669 649 630 689 630 590 649 610 118 630 630 531 158 590 551 610 649 158 649 79 551 630 99 590 158 99 669
0 669 689 177 689 669 551 0 138 689 669 177 689 158 610 630 669 138 649 649 158 708 649 669 669 158 256 669 630 689 689 610 158 236 728 689 177 708 689 630 177 649 610 197 630 590 708 649 610 669 689 689 669 630 610 630 649 630 689 649 177
0 571 689 99 630 571 649 177 0 610 610 138 571 20 610 630 610 158 571 610 40 590 590 610 630 118 177 551 630 689 689 630 99 197 630 630 138 649 669 630 118 630 630 118 649 630 610 610 571 610 610 630 610 610 590 630 610 610 610 512 118
0 610 669 610 118 118 630 571 590 0 630 610 551 590 571 649 590 610 99 630 590 158 590 571 531 630 669 610 138 649 649 571 590 669 177 689 630 669 158 630 610 630 610 571 118 99 590 630 138 40 118 551 158 571 99 610 590 610 649 590 590
