100 5
82 174 8 6
82 754 10 9
35 132 1 8
98 0 4 6
12 602 2 2
59 432 5 3
27 80 1 8
84 653 9 9
4 60 5 2
21 0 3 9
13 0 7 4
4 636 8 8
79 0 7 1
74 492 6 1
78 0 9 6
67 307 3 3
18 0 3 5
84 0 5 6
76 802 2 3
71 533 10 10
1 765 6 5
52 22 1 6
9 387 10 8
21 0 10 1
34 759 8 5
52 430 6 10
10 0 2 1
49 321 10 3
65 364 1 5
67 432 3 8
17 640 8 3
86 185 1 7
19 428 8 6
96 144 8 9
59 0 2 7
96 0 5 1
96 0 7 9
56 320 8 7
38 220 2 4
58 604 7 10
81 467 2 6
47 583 8 1
74 82 9 5
69 224 4 10
58 734 4 9
78 340 9 2
92 234 5 5
92 752 9 6
49 141 9 6
54 0 4 4
30 757 7 9
18 295 6 9
88 173 10 2
55 0 3 7
25 557 8 6
92 788 1 7
59 0 5 5
76 372 10 4
94 95 10 4
77 554 3 1
68 607 3 9
59 196 8 2
46 0 2 8
4 589 5 4
76 111 7 1
46 428 8 1
19 818 3 2
96 790 3 5
8 547 7 2
3 141 3 4
8 0 2 3
89 637 9 4
11 332 4 5
46 0 5 2
51 800 2 8
1 451 7 8
52 241 1 3
30 273 4 2
65 234 9 4
65 22 3 6
36 463 3 10
51 525 4 5
77 103 8 3
87 650 8 3
98 0 6 4
92 480 6 3
30 416 9 3
94 546 3 10
82 236 2 6
48 492 8 10
84 0 5 4
55 254 7 8
49 0 9 8
47 499 10 9
87 680 6 2
64 0 8 8
91 269 3 3
88 625 10 10
9 547 7 6
28 5 10 1
SETUP
0 5 28 26 16 10 27 19 5 13 22 33 18 24 22 14 16 2 21 7 19 14 23 16 29 22 25 19 23 13 28 27 18 22 27 22 29 21 6 24 30 25 31 14 18 22 10 35 22 26 17 20 20 13 26 30 29 22 6 7 24 25 15 20 21 25 30 8 20 5 16 16 19 21 23 7 34 38 33 34 24 29 12 4 7 12 32 16 23 7 13 10 19 34 17 9 15 27 7 20 25
0 0 42 43 48 40 42 35 35 28 35 47 35 45 49 19 41 39 47 38 35 46 28 30 43 31 42 36 28 45 52 35 31 35 32 45 34 23 35 36 32 46 36 35 39 36 28 49 31 47 26 48 37 43 35 47 38 27 38 29 52 45 43 43 51 30 32 44 44 37 30 54 41 43 32 37 36 45 39 40 38 34 39 41 44 43 49 49 26 41 18 37 29 44 45 28 21 42 39 47 24
0 20 0 29 26 32 30 33 27 13 32 42 34 30 41 33 38 24 29 23 27 23 24 36 27 24 38 37 33 23 45 40 37 20 28 23 39 16 15 28 36 31 15 30 33 34 28 35 32 35 26 31 29 29 29 34 31 34 17 23 36 32 35 21 36 26 25 30 37 15 27 30 35 37 10 23 44 15 32 43 20 28 28 27 29 21 18 27 30 34 29 37 31 37 39 27 27 27 17 12 18
0 23 28 0 32 22 2 29 22 20 23 40 9 35 19 6 22 20 22 24 16 22 19 17 25 21 27 23 15 31 29 21 18 15 24 21 21 25 22 3 25 32 10 26 16 11 14 36 11 32 14 21 15 31 25 6 5 15 24 6 33 24 20 22 35 35 32 21 26 22 17 24 8 9 27 25 23 42 24 28 23 29 29 22 11 19 16 30 24 37 30 25 23 41 27 14 8 23 24 20 19
0 30 25 12 0 17 14 31 29 19 19 45 21 14 24 16 31 26 21 22 16 11 29 13 27 19 12 25 26 10 34 24 15 22 24 22 28 36 3 15 34 15 22 26 22 21 16 32 22 17 14 31 24 27 31 18 16 25 3 17 35 31 25 20 34 31 27 32 34 2 14 17 19 21 33 21 31 39 32 32 30 36 27 1 23 9 28 13 21 23 27 25 25 32 35 16 18 29 4 17 30
0 28 28 17 25 0 18 26 27 21 21 46 25 33 27 5 26 25 31 24 16 24 35 15 28 29 15 20 14 23 26 20 17 20 19 29 20 34 18 19 34 34 26 21 21 21 11 34 17 20 9 33 23 29 23 22 21 13 16 15 38 36 25 33 44 34 30 29 30 14 15 28 24 25 34 23 29 40 32 26 23 31 28 16 27 21 32 26 23 32 29 20 20 38 30 11 6 28 16 20 35
0 21 27 31 32 20 0 28 21 20 26 38 8 34 17 24 21 18 20 23 15 25 23 22 29 19 32 21 32 29 27 19 23 13 27 22 19 24 22 1 24 30 8 30 15 9 12 38 9 36 29 20 13 29 23 32 3 24 22 4 36 22 18 20 33 33 33 19 25 21 20 22 6 8 25 23 21 40 22 30 21 27 28 20 9 23 41 29 22 38 29 23 21 39 25 12 20 21 22 19 17
0 28 38 26 31 33 24 0 28 33 26 24 31 22 36 24 29 25 18 29 26 27 34 20 34 26 41 37 33 28 24 25 22 25 38 18 25 36 29 25 28 23 31 23 15 26 29 40 22 38 32 39 17 24 24 32 26 18 19 20 34 10 19 26 22 36 45 31 33 20 21 35 30 32 40 18 34 53 23 40 8 40 32 27 30 24 39 26 28 30 24 34 38 42 34 32 12 8 22 43 41
0 1 33 22 31 6 23 32 0 27 26 29 25 38 32 10 31 30 36 29 21 29 28 20 34 27 21 25 19 26 31 25 22 25 24 29 25 24 23 24 33 23 31 27 26 26 17 39 22 25 15 16 28 28 28 27 26 18 21 20 20 39 17 28 17 31 33 34 35 20 21 30 29 31 33 28 34 45 37 31 28 35 33 21 25 27 37 29 27 31 18 26 25 43 35 16 11 33 21 25 24
0 32 38 33 23 37 35 36 32 0 34 44 41 18 42 20 27 29 31 34 31 20 35 31 44 22 35 32 29 20 42 34 32 25 39 25 36 36 25 36 27 18 36 41 36 34 28 43 32 38 36 42 16 36 38 39 38 28 18 30 38 34 38 23 38 48 44 35 31 17 31 39 40 32 37 35 35 51 21 41 33 39 31 23 34 24 44 23 22 26 36 30 36 46 31 37 22 32 13 39 29
0 13 29 30 29 28 26 24 23 22 0 47 10 34 27 6 25 20 21 25 21 30 25 16 30 27 29 18 15 31 35 21 18 16 27 25 21 26 22 4 25 32 11 30 26 22 9 35 15 33 27 24 24 30 24 34 27 14 25 16 38 24 30 23 35 31 35 26 24 23 17 34 27 29 28 24 27 37 25 27 24 28 30 23 25 30 42 35 3 30 19 20 18 46 29 28 8 24 25 21 20
0 28 40 13 22 33 15 16 28 31 32 0 22 27 32 19 35 27 24 32 29 25 32 26 38 32 28 35 28 19 30 10 28 24 37 5 24 38 23 16 33 28 23 28 21 24 27 45 24 32 27 34 23 27 27 19 18 16 17 19 22 16 18 32 27 39 44 25 39 16 27 36 21 22 24 20 36 54 29 40 14 38 30 21 24 23 29 22 29 36 26 38 36 45 35 27 17 14 12 33 32
0 23 37 31 29 27 27 28 22 31 35 38 0 36 31 28 27 20 33 25 35 32 41 30 37 40 39 28 29 26 29 15 31 15 32 23 15 39 24 28 42 37 22 32 30 16 19 45 31 43 35 14 32 31 38 28 30 27 24 25 39 15 31 38 26 43 48 26 31 23 30 37 30 32 29 25 34 47 37 42 23 29 29 22 25 30 47 30 37 44 31 30 21 46 32 27 21 23 20 29 37
0 16 35 16 25 20 18 18 15 23 17 32 24 0 25 3 18 12 20 17 19 18 22 14 27 5 26 29 12 22 29 19 15 8 27 8 19 28 11 19 31 1 19 25 22 20 20 33 15 31 23 25 20 19 21 22 21 11 17 13 21 17 21 6 21 36 33 18 22 15 14 30 23 15 25 17 27 48 27 24 16 33 22 15 17 22 32 25 20 9 23 13 29 41 22 20 5 15 15 28 33
0 15 38 32 25 17 23 26 14 23 31 43 23 28 0 20 19 12 24 17 29 24 33 26 19 32 30 19 21 23 34 7 27 7 29 32 7 31 16 24 34 28 14 24 22 8 11 23 28 35 25 24 23 23 30 20 26 25 16 17 33 31 24 30 31 35 40 18 23 14 26 29 28 29 21 17 25 39 29 33 15 21 21 14 16 21 42 26 31 36 23 22 19 44 23 19 18 15 16 30 29
0 24 36 25 32 25 23 31 23 25 17 42 22 29 32 0 28 21 34 20 16 27 31 11 24 25 24 29 10 29 33 16 13 16 35 32 16 30 17 17 30 30 22 26 21 17 20 30 13 28 25 29 19 25 19 29 21 9 19 11 42 36 24 30 40 33 31 25 32 21 11 38 22 24 30 19 25 48 36 22 19 30 24 23 26 25 40 33 19 38 25 31 29 41 33 27 2 24 23 28 33
0 18 37 25 30 20 26 27 23 22 26 36 28 37 33 24 0 21 28 16 30 25 22 29 40 13 26 20 12 27 15 20 30 16 25 17 32 28 20 23 27 10 28 24 27 9 12 37 32 30 20 34 16 23 30 31 14 24 17 17 30 13 21 15 24 25 33 27 4 19 29 28 28 11 34 17 26 40 25 24 24 31 21 23 26 23 41 28 28 18 12 21 20 30 5 22 25 24 21 31 38
