  500
   27  1867     8    10
   77   364     6     9
   91  3375     5     3
   52  5317     3     2
   68  5906     8     6
   30  9584     9    10
   87   328     6     6
   88  3530     4     4
   35  7627     7     6
   98  6102     2     7
   39  3503     6     4
   94  3761     6     5
   69  4626     4     9
   49  2230     7     8
   85  7826     9     3
    7  4976     6     9
   19  9755     9     7
   48  1480     6     6
   22  9091     5     7
   92   345     2     3
   99  1156     4     9
   47  4913    10     3
   33  9322     9     1
   33  1924     9     9
   67  6253     3     4
   76  7759     9     4
   55   901     8     4
   78  9248     3     6
   21  9085     2     2
    7  3086     5     9
   37  9999     2     2
   47   829     1     1
   83  3451    10     7
   27  3250     7     5
   99  6146     3     2
   51  9357     9     3
   57  2711     5     4
   85  6475    10     7
   39  2764     5     7
   91   215     1    10
   82  2454     1     4
   77  6268     2    10
   84  3976     8     5
   50  7080     6     2
   26  8499     8     7
   69  1679     8     7
   57  1932     4     1
   44  8130     8     4
   16  3160     4     3
   78   900     8     7
   35  8475     1     6
   14  4317     7     2
   25  5813     7    10
   67  7673     2     7
   47  6242     7    10
   91  1943     1     3
   43  5309    10    10
    1  7143     6     3
   68  1067     3     9
   64  4271     3     1
    7   106    10     1
    5   943     5    10
   10  5100     3     1
   90  3557     1     8
   31  4194     1     5
    9  1123     7     2
   41  2791     1    10
   88  6906     7     9
   93  7598     7     9
   79  5556     5     6
   78  7121    10     9
   74 10052     9     2
   56  1700     6     5
   62   974     7     3
   24  7009     7     4
   81    75     5     2
   30  2654     5    10
   80  8941    10     4
   24  8206     5     5
   46  5814    10     2
   58  9841     9     1
   59  6558     5     1
   60     8     8     3
   82  5530     7     1
   26  4108     8     7
    6  6250     6     2
   73  7474     7     4
   69  9417     8     6
    7  3269     1     4
   41  8541     1     2
   32  3564     2     7
   14  3375     2     5
   45  9485     5     2
   42  8664     5     7
    3  6932     2     2
   76  3555     7     6
   50  9787     1     9
   43  9724     4     1
   63   338     4     5
   42  7262     9     8
   22  5156     1     6
   40  7459     3     3
   16  7191    10    10
   77  6857     8     1
    1  8434     1     6
   39  4076     8     3
   57  6932     3     2
   31   965     5     5
   19  2893     7     7
   81  5015     9     6
   76  6779     6     7
   77  2611     7     8
   40  1449     5     6
   35  6788     5     9
   58  8142     5     9
   65  5557     3     2
   41  2914    10     1
   31  5492     3     2
   34  4851     2     8
   47  6183     2     4
   71  3910     3     3
   65  8416     3     4
   60  9559     3     8
   16  3271     8     5
    6  6957     9     1
   63  6368     6    10
   91  6827     6     1
   55  6621     2     9
    6  5968    10    10
   53  7165     9     5
   97  3759     2     7
   27  1000     2     6
   93  4501     3     8
   12   827     1     6
    3  7857     9     6
   93  2812     4     3
   51  4903     8     9
   60  4666     3     7
   24  3777    10     8
   70  7797     6     6
   40  9682     1     3
  100   433     6     4
   46   284     4     3
   79  1007     8     8
   35  7221    10     2
    4  8427     8     1
   44  6565     2    10
   75    11     2     3
   34  3795     2     3
   77  1293     3     8
   22  6195     3     7
    5  7705     5     6
   42  9709     7     1
   82  5630     8     4
   20   853     4    10
   47  6542     6     2
   44  1874     5     4
   10  7681     9    10
    1  3040     9    10
   49  7842     6     3
   63  4722     8     5
   98  6799    10     7
   76  8843     7     8
   55  9224    10     2
    9  7627     3     2
   78  6577     6     4
   48  1912     5     5
   60  2406    10     1
   37  1119    10    10
   71  5689     5     2
   29    80     8     6
   77   677     3     2
   70  6122    10     6
   74   365     1     9
   56  1685    10    10
    4  3220     1     8
   77  8792     1     9
  100  8251     1     9
   79  3231     4    10
   11  2464     2     2
   77  9544     5     7
  100  9427     7     6
   15    46     8     7
   18  9130     1     7
   81  4933     6    10
   34   899     1     7
   64  5549     8     9
   25  6807    10     3
   44  8581    10     6
   65  8589     6     8
   73  4526     8     5
    6  3179     9     1
   62  5265     8     5
   49  3245     4     3
   60  2279    10     3
   71  2768    10     6
   26  9822     1     6
    8  4192     5     8
   30  5175     1     6
   63   818     1     6
   79  9881     1     9
   58  5255     8     2
   39  1496     5     7
   49  5880     2     5
   32  5621     1    10
   95  3182     4     7
   52  9100     2     2
    9  4289     3     9
   94  1309     6     6
   31  2208     6     1
   19  6754     4    10
   70   730    10     2
   30  1511     4     7
   34  6800     4     6
   87  9860     2     9
   11  6445     1     6
   68  7700     4     2
   51  5286    10     7
   35  3128     2     8
   11  6157     5     8
   15  3751     7     5
    8  7655     9     3
   16  9337     3     9
   76  9017     4     9
   56   777     5     6
   76  1493     3     1
   47  1661     5     4
   82   476     5     1
   84  5685     9     8
   76  6836     6    10
   44  1294     7     6
   62  5443     9     7
   34  1968     5     1
   83  2791     1     3
   10  1199    10     2
   66  7589     5    10
   77  5973     6    10
   62   176     3     3
   75  1755     9     8
   70  7282     1     5
   92  2385    10     4
   93  8509     5     8
   40  8013     2     6
   22  3897     5    10
   27  5186     8     4
   26  7750     4     4
   33   218     5     5
   94  2762     1     5
   76  2912     5    10
   67  3347     7     3
    4  8919     6     3
   91  6664     1     4
   74   878     5     6
   20  8133    10     2
   67  5557     7     2
   30  1656     9     1
   96  9626     4     2
   13  7218     1     6
   11  2132     6     1
   80  5187     2    10
   89  3931     8     6
   54  3426     4     7
