  500
   30 20179    10     7
   45 17657     3     8
   64 18313     4     7
   47 20300     1     1
   54 20614     8     4
   97 21775     1     1
   40 18626     3     7
   43 22443     9     8
   96 20476     9    10
   53 18178     6    10
   24 18708     4     3
    9 18764     6     1
   56 22100    10     8
   38 20828    10     3
   45 18865     3     8
   15 20007    10     8
   80 19714     4     7
   30 19226     7     8
   41 21768     7     3
   18 19716     6     5
   96 21507    10    10
  100 20145     1     3
   99 19893     5     4
   87 21594     5     9
   71 21863     8     9
   23 21932     5     4
   67 20132     7     9
   96 18961     7     2
   25 22145     6     8
   31 21273     6     1
   50 20713     2     5
   54 19840     6     5
   76 21443     8     9
   13 21538     5     1
    1 17655     8     6
   30 19572     7     2
    9 20829     7     2
   41 18794     3     2
   72 19530     7     9
    5 18820     6     2
   93 19484     8     2
   95 20750    10     2
   14 20097     3     2
   48 19099     9     9
   33 19093     2     4
   58 21475     5     9
   62 21619     9     6
   13 21320     5    10
   88 18216     2     6
    2 20903     7     9
   30 18551     2     4
   83 22235     3     6
    2 18563     7     2
   29 20957     6     8
   69 21345     8     4
   73 17941     5     1
   52 20405     3     2
   36 18992     6     3
   69 19415     3     2
   76 20066    10     9
   67 17780     3     4
   19 17643     4     6
   30 22418     7     3
   42 21736     3     2
   31 21694     8     7
   30 17588     5     9
   72 18823     1     3
   40 20039     7     9
   70 18895     7    10
   43 20865     8     2
   44 21371     2    10
   62 20891     4     2
   38 19131     9     3
   57 18984     6     2
   10 17506     5    10
   70 20737    10     6
   14 17974     2    10
   72 21638     5     6
   82 19572     7     5
    1 18702     5     6
   74 20056     1     4
   12 20636     8     9
   83 18453     8     2
   75 21131     7     6
   40 19108     6     6
   52 22311     7     6
   48 21585     3     6
   91 22025     8     8
   87 18818     4     8
   17 18515     6     8
   66 19606     7     6
   54 19111     6     1
   35 18671     9     4
   95 19540     4     9
   95 18362    10     3
   65 17880     9     1
   25 19641    10     7
   66 19698     1     5
    5 20431     5     9
   94 21048     6     7
    9 18079    10     7
   48 19318     8     9
   56 19454     1     8
   46 19722     8     9
    5 20814     3    10
   65 19473     5     7
   16 17975    10     5
   18 21300     6    10
   37 18626     9     2
   98 20060     6     9
   19 17518     1     6
   10 21194     9     6
    9 18211     3     8
    2 18483    10     7
   84 19841     8     2
   48 19832     8     4
   53 18309     8     2
   32 18942    10     7
   39 19373     7     1
   40 19640     1     9
   48 19969     7     5
    5 21492     4     7
   93 21264     8    10
   83 21152     8     8
  100 18547     9     5
   88 22139    10     2
   47 21545     6     9
   24 20700    10     2
   54 19352    10     7
   52 19491     2     7
   18 19263     5     8
   63 19943     1     3
  100 21322     9     6
   74 21230     5     6
    9 22178     8     1
    4 19651     3     6
   38 18219    10     2
   24 17669     7     5
   22 18466     8     5
   75 19357    10     4
   22 20241     2     4
   40 18497    10    10
   84 18067     9    10
   30 20965     7     2
   42 19492     1     7
   67 20420     8     1
   78 18312     4     5
   94 20314     8     8
   99 21874     9     8
   17 20198     1     6
   34 22467     8     7
   47 19359     6     2
   21 19205     6     2
   27 21246     8     7
   29 18027     3    10
   20 20264     6     7
   15 20901     7     8
   76 22084     8     8
   43 18480     5     8
   68 17768     8     5
   27 19091     1     5
   61 20256     1     6
   30 20224     8     7
   26 17928     9    10
   34 19002     5     1
   39 19918     5     8
   29 20091     3     5
   72 19733     6     3
   62 20099     4     3
   50 21070    10    10
   46 21602     8     7
   84 17856     7     7
   90 22079     2    10
   29 22181     8     7
   13 21333     3     8
   32 19087     2     6
   96 20117     5     7
   91 22158     9     3
   25 21914    10     3
   94 19507     3     5
    7 19871     1     8
   59 21896     9    10
   41 21378     8     6
   27 21589     6    10
   85 20658     8     6
   69 21918     2     6
   47 19368     3     6
   99 19074     4     4
   44 21517     9     4
   90 20361     9     4
   67 19355     1     8
   70 18124     1     8
   50 18132     9    10
   97 22092     8     5
   96 18564     9     8
   83 19646     5     1
   35 19526     5     3
   24 21167     1     2
   55 21891     3     4
   97 22138    10     5
   74 19753     3     2
  100 21009    10    10
   80 17509     6     1
   64 19348     6     1
   29 20706     7     6
   93 21355     9     9
   95 20947     7     6
   24 18338     3     3
   83 21028     7     1
   20 20376     8     9
   18 20357     5     8
   90 18415     7     9
   78 19788     9     8
   58 19251     5     4
   16 17519     4     8
   63 17961     6     4
   26 18684     6     9
   63 19399     8     3
   62 19548    10     8
   70 17717     7     2
   52 22273     6     7
   29 21416     2     6
   39 18353     7    10
    1 17921     6     6
   25 21023     2    10
   34 19430     6     7
   84 20080     2     7
   60 18064     8     3
   58 18113     8     9
   38 19486     4    10
   56 17717     7     7
   32 20378     2    10
   38 18011     5     9
   36 17739     2     8
   95 22238     7    10
   66 21229     3     5
   28 21606     2     7
   89 20701     6     6
   90 22080     5     8
   10 20149     8     7
    9 18592     5     4
    7 19952     2     5
  100 21076     6     5
   87 20892     5     2
   65 21716     6     9
   15 21107     1     2
   50 21366     1     6
   91 17916     1     7
   78 18022     8     5
   12 18429     2     3
   60 18146     7     9
   29 17811     5     2
   40 22357     5     8
   99 19012     4     8
   29 18244    10     8
   65 20896     8     8
   33 20954     1     4
   13 20836     4     4
   24 21473     5     1
   91 21580    10     3
   51 17838     9     3
   80 21703     1     8
   22 19473     4     2
   88 18362     4     2
   15 21954     5     5
   16 19227    10     2
   53 22103     8     6
   42 21076     8     2
    5 22441     7     7
   43 21698     3     4
   52 18740     6     8
   14 18548     4     1
   49 19166     6     9
   51 22329     3     3
  100 21953     8     3
   14 18398     1     7
   66 20952     4     5
   49 20835    10     8
    4 18827     1     4
   43 21487     3     9
   60 21777     3    10
   64 19485    10     3
   72 21810     8     1
  100 21649     8     8
   62 21010     5    10
    1 17570     9     8
   65 20061     5     6
   95 19480     7     4
   13 20919     2     1
   88 19049     2     6
   85 18575     6     6
   63 21269     1     3
   68 18267     4     3
    6 20561     9     8
   50 22143     6     4
   83 17737     8     8
   22 22300     1     9
    3 21762     3    10
   25 21325     6     9
   27 22257     9     6
   45 20976     7     3
   77 17581     3     7
   40 18320     2     6
   94 17658     4     2
   28 22423     7     9
   39 17789     2     8
    7 18568     4     9
   93 20890     2     4
   88 21136     1     6
   11 19907     7     2
   36 19893     5     2
   48 20428     4     6
   74 21905     6     4
    8 19219     4     3
   47 19593     3     3
   36 20430     2     4
    8 19301     4    10
   11 22167     9     9
   30 22422     8     8
   20 17735     6    10
   99 18731    10     5
   15 18512     3     3
   83 21517     8     2
   67 19511     4     8
   20 21586     4     1
   32 21176     5     6
   49 19761     3     5
   42 21401     6     9
   35 20453     9     5
   74 18601     8     4
   68 21174     4     5
   80 18944     8     8
   50 18694     2     1
    7 22006     8    10
   74 19114     1     9
   77 18633     1    10
   46 22308     9     8
   81 20195     7     7
   70 22035     2     3
   34 20960     1     4
   91 17617     3     9
    6 19443     8     5
   82 18904     6     9
   65 22035    10     3
   13 21175     1     7
   29 21010     8     2
  100 19980     1     7
   20 17991     5     6
   40 20692     7    10
   30 19918    10     4
   39 18239     2     5
   38 21936     8     4
   44 20942     4     7
   21 22268     1     7
    5 18962     1     2
   64 20043     7     7
   53 20959     7     2
   54 21235     4     7
    5 18960     2     6
   88 18927     5     6
   27 22349     3    10
   73 17649     8    10
   67 20384     4     4
   77 18559     7     1
   80 22168     5    10
   41 22011     5     2
   53 19704     7    10
   26 21992     3     8
   21 19721     3     9
   22 19255     8     2
   59 20468     3     1
   11 19851     5     8
   27 21211     6     6
   40 21884     9     9
   76 19401     6    10
   39 19901     8     3
   68 20410     8    10
   76 21894     6     6
   58 20404     2     8
    7 18617     6    10
    5 19327     7    10
   97 21155     5     3
   45 18068     4     4
   49 17785    10     7
   18 20939     7     9
   50 19543     6     5
   13 20341     9     3
   71 19413     3     1
    3 18294     9     1
   18 21814     2     9
   58 20853     8     7
   30 18158     4     1
   90 21976     9     8
   25 18753     3    10
    6 19230    10     2
   69 21659     3     8
   65 18279     7     1
   58 21446     6     1
   95 21167     7     5
   85 20513     9    10
   80 18216     5     3
