  500
   57 22907     4     1
   59 20689    10     4
   80 20513     2    10
   39 22510     2     7
   41 20781     7     3
   58 20149     9     4
   60 22053     1     9
   93 22986     4     9
   84 22331     5     1
   45 19419     3     5
   21 21134     4    10
    8 24052     6     3
   77 21579     1     1
   76 19864     3     9
   69 22242     7     1
   48 22847     3    10
   97 19695     5     1
   77 22572     1    10
   73 20877     2     5
   73 19180     4     5
    3 23426     6     2
  100 19515     2     3
   84 23642     8     2
   94 20965     7    10
  100 22973     2     9
   63 21546     3     7
   77 22732     3     3
   67 23414     5     8
   93 21892     3     1
   55 20474     5     4
    4 20678    10     8
   49 20569     8     1
   13 22318     6     8
   84 22347     4     7
   88 18849     9     7
   53 18869     3    10
   41 23651     4     1
   47 22057     2     5
   45 23011     8     8
   24 21752     8     2
   92 22632     6     9
   66 19916     3     8
   32 21575     3     4
   69 19982     7    10
   42 20935     7     6
  100 19588    10     4
   16 23985     9     9
   38 21786     1     7
   77 23315     2     4
   89 20633     3     4
   11 22121     4     2
   80 22511     7     5
   88 21303     4     6
   94 21534     4     3
   73 19247     6     4
   88 20047     7     5
   57 18851     6     9
   50 23135    10     7
   54 19231     3     2
   49 21898    10     9
    4 19379     4     1
   57 21064     5    10
   98 23623     7    10
   16 22853     9     8
   40 19181     8     7
   85 23628     7     6
   69 22877     3     7
   81 23988     1     8
   32 21456    10    10
   14 21659     2     5
    5 21511     8     9
   24 19858     6     9
   80 22730     4     2
   36 18856     1     3
   92 20996     2     9
   21 19436    10     8
   36 19600     2     6
    8 20752     2     7
   59 22377    10     4
   12 24070     3    10
   96 22540     4    10
   69 20269     6     6
   91 22352     2     4
   83 19613    10     6
   63 22959     9     8
   64 22755     9     8
   70 20815     8    10
   19 22966     4     7
   13 21660    10     4
   23 21202     1     1
   67 20635     3     6
   16 22195     3     5
   80 23422     5     1
   65 20028     1     5
   32 20818     3     2
   20 23759     4     8
   49 19426     9    10
    1 19466     8     9
  100 23517     4     5
   81 22038     9    10
   14 22280     9     3
    5 20798     1     3
    4 23052     4     9
   93 20781     3     4
   40 20810     3     5
   95 19818     7     7
   14 21373     4     1
   75 21565     4     1
    2 21725     8     3
   73 19521     6     5
   87 21406     9    10
   98 20036     4     3
   41 20945     1    10
   78 19529     2     4
   80 20805     5     8
    4 19675     1     8
   41 23439     2     1
   50 22776     2     7
   23 23796     6     4
   53 20870     1     5
   73 19748     4     8
   90 20201    10    10
   69 24220     5    10
   53 18941     8     8
   54 21385    10     4
  100 20808     7     1
   72 23855     3     5
    2 21966     8     4
    1 21429     6     9
   72 23143     6    10
   82 19775     8     3
   14 19480     5     1
   76 19711     7     2
   86 23982     1     2
    7 21417     9     5
   16 21677     1     7
   81 19570     7     8
   21 23945     4     6
   91 19013     7     8
   82 22451     7     1
   93 19236     9    10
   77 21574     7     8
   79 23643    10     3
   34 21337     1    10
   54 22258    10     1
   59 20218     4    10
   37 22168     3     7
   94 21468     1     2
    9 24149     7     7
   60 21734     8     1
   47 23493     3     7
   81 19668     1     4
   49 23091     9    10
   15 23483     7     6
   34 19764    10     2
    2 20246    10     4
   15 20061     5     7
    6 19390     3     7
    4 23368     8     7
   15 22646     1     6
   77 23688     8     6
   86 18913     7    10
   29 23282     7     6
   53 19170     6     8
   71 24050     8     2
   36 20469     5     1
   69 22003     9     4
   51 19391     6     9
   56 20185    10     6
   59 22171     5     2
   33 22998     2    10
   48 20577     1     6
   36 19516     1     9
   12 22411     3     3
   81 23070     3     5
   90 22930    10    10
   71 23784     8     3
   18 21008     6     2
   84 20168     2     2
   79 23704     5     9
   77 23898     5     2
   30 19432     4     8
   60 19142     7     3
   25 22759     4     2
   45 24070    10     4
   93 20062     6     4
   27 24160     3     6
   60 19902     6    10
   98 20607    10    10
   30 23298     2     2
   74 23704     6     5
   75 20066    10     6
   15 23367     9     2
    3 22756     4     1
   28 20391     5     3
   86 23188     8     3
   38 18996    10     2
   96 23550     5     7
   36 23734     3     2
   93 20337    10     8
   55 21491     9     9
   69 22502     7     2
   41 22069    10     3
   91 22162     1     7
   80 20684     1     4
   22 20910     2     7
   80 20862     2     7
   50 20239     9     7
   40 23073     9     9
   63 22186     3     8
   29 19713     5     5
   17 22741     4    10
   92 22773     8     6
   88 20011     1     7
   42 21270     7     2
   37 22613     9     9
   81 21228     8     1
   68 21201     9     7
   96 23671     5     9
   78 22990     8     1
   98 20270     3     9
   70 23145     2     4
   53 24212     7     6
   13 19407     1     1
   72 21672     6     5
   81 20374     3     9
   98 23750     8     4
   10 21824     5     7
   76 19694     8     6
   34 23255     2     6
    2 23316     6     4
   31 22341     8     4
    2 21528    10     7
   43 21156     5     6
   21 20273     1     1
   82 23367     1     1
   65 23221     9     3
    1 22291     2     7
   31 19376     1     7
    4 22065     7     1
   63 20248     7     5
   59 20245     5     2
   20 20576     2     1
   55 24176     4    10
   47 21411     7     8
   61 23002     8     3
   91 22560     3     9
   27 23794     4     9
   28 19974     9    10
   87 22001     7     8
    5 22555     1     9
   26 21399     1     8
   56 20917     8     2
   57 22537     9     5
   38 21962     3     9
   28 23745     5     7
   37 24066     4     4
   36 21483     2     2
   37 21339    10     3
   13 19531     3    10
   69 20508     3     7
   39 20425     7     7
   44 23027    10     3
   71 23192     5     4
   81 22737     2     2
   65 19070     2     4
   52 22329     5     5
   45 21728     2     5
   65 22517     4     1
   83 22861     5     1
   49 19563     8     6
   27 23920    10     5
   41 18876     1     2
   68 21295    10     7
   82 23867     5     5
   88 21443     7    10
   28 20068     9     9
   72 22197     7     4
   14 21007    10     9
   56 21198     9     9
   58 19969     5     2
   18 19333     3     8
   81 23753     9     7
   14 22042     5     3
   75 23025     3     3
   19 21485     1     5
   41 21557     9    10
   12 22862     6     6
   54 24124     2     7
   77 24051    10     3
   25 23548     8     5
   22 20403     7     3
   15 20247     7     9
   69 22345    10     8
   92 19365     1     7
   96 24139    10     1
   33 22571     1     1
   44 22850     7     1
   40 21638     1     5
   98 20859     6     2
   26 21481     1     2
   88 22357    10     1
   24 20550     7     7
   66 21513     3     4
   56 19423     1     7
    5 20187     2     1
   54 24111     9     4
   83 20646    10     6
   77 23540     8     5
   67 20889     8     2
   39 23000     8     4
   35 19279     5     6
   85 21377     2     9
   20 22523     9    10
   48 22477     9     9
   60 20173     5     1
   38 19778     1     5
   88 19804     7     8
   71 24191    10     7
   91 19673     5     1
   64 19626     9    10
   96 23509    10     1
   13 21231     1     4
   79 21029     5     8
   64 21625     9     9
    5 21751     3    10
   74 20938     4     9
   97 19967     1    10
   48 20371     9     1
   13 23732     6     3
   94 21982     9     1
   73 23008     1     2
    1 21859     5     3
   18 23687     5     7
   39 20291     3     6
   56 22437     6    10
   23 19645     6     8
   92 20173     1     9
   39 18854     7     6
   99 18955     6     3
   59 22217    10    10
   78 23009     4     9
   34 19390     2     8
   43 19365     2     9
   98 21302     4     9
   81 23022    10     7
    3 20693     6     9
   35 22236     5     3
   69 23981     6     4
   74 20655     5     6
   26 23064     9     3
   32 19378     4     4
   69 19935     4     7
   39 20066     1     7
   11 21562    10     2
   33 22715     4     5
   43 22972     3     7
   84 23656     5    10
   30 23838     7     4
   91 19114     1     7
   97 23158    10     3
   23 21591     5     5
   64 23278     1     9
   98 20788     5     6
   41 21048     9     2
    3 19340     3     4
   53 18995     2     5
   63 21849     7    10
   95 20668     5     3
   92 19004     8    10
   62 21959     4     2
   53 24041     4     2
   70 23169     3     9
   95 22504     5    10
   96 19176     5     1
   67 20241     7     8
   76 21296     6     6
   98 21025    10    10
    2 23633     1    10
   44 21048     1    10
   71 22835     7     5
