  500
   15 14753     1     7
   94 23237     9     1
   23 21390     2     7
    2 16746     7     9
   99 20930     8     7
   53 16566     2     8
   84 18377     5     8
   74 22370     6    10
   24 15133     7     6
   22 23650     4     3
   60 18646     4     9
   75 22841     6     4
    6 23998     1     7
   31 15476     2     5
   93 22420    10     7
   66 22605    10     2
   98 20033     3     7
   49 18497     9     4
   41 16216     7     6
   85 17041     2     9
   51 18754     7     5
   83 16754     8     4
   54 17986     4     4
   70 18683     2     3
   12 23960     1     1
   26 18520     6     4
    3 15646     7     8
   55 20287     4     1
   27 18069     8     3
   71 18966     6     9
   46 16549     9     8
   42 18236     8     9
   64 17890     5    10
   68 23352    10     5
   43 20395     7     8
   63 24234     2     7
   20 15605     2     3
   26 24186     3     5
   37 22290     9     7
   43 16151    10     8
   48 23522     8     8
   96 16623     2     5
   18 14679     7     1
   53 23207     8     4
   27 17513     4    10
   10 22512     6     8
   19 21498     9     5
   24 22959     6     6
   59 16696     5     2
   59 23128     7     1
    8 15687     8     4
    9 20864     3     6
   41 15568     4     5
   62 19087     3     8
   79 15233     4     9
   53 15214     5     5
   88 23021    10     1
   82 16292     2     7
    8 20915    10     6
   14 16777     7     3
   52 20672     7     6
   53 22877     8     3
   56 20426     7     2
   16 23976     1     5
   20 21916    10     8
   98 16508     5     9
   79 23896     4     1
   40 22934     3    10
   24 16380     9     4
   15 21873     3     8
   82 14771     2     8
   72 15589     6     1
   11 23909     4     2
   99 14863     8     9
   25 24210     5     4
   38 17108     9     1
    9 22789     6     6
   43 21395     6     9
   62 15754     7     6
   67 15171     2     7
    2 20209     2    10
   70 16855     6     9
   76 21448     4     3
   43 21191     6     4
   31 21355     8     6
   54 22095     9     2
   95 21819    10     8
   18 20062    10     7
   36 23800    10     8
    3 18420     1     3
   32 22252     8    10
   87 20159     6     3
   55 16984     9     6
   87 18365     4     1
    3 19821     9     8
   75 24313    10     4
   85 20286    10    10
   81 19403     2     9
   14 22933     2     4
    9 22080     8     4
   95 16962     4     6
   96 23118     3     1
   80 23083     5     4
    6 16558    10     7
   95 23395     2     9
    5 22979    10     8
   43 19080     8     8
    3 21871     9     5
   47 20061     5     7
    4 20247     4     3
   70 22455    10     2
   48 15956     6     6
   74 22516     9     2
   45 19590     5     4
   90 22560     1     9
    4 19557     9     8
   99 17371     5     6
   85 20065     2     7
   22 15306    10     4
   35 16858     4     3
   87 23899     5    10
   54 22972     7     4
   21 22430     2     6
   42 16570     3     6
   41 17023     3     5
   24 17938     2     4
   16 16570     4     9
   26 22723     2     5
    4 22755     3     3
   30 15190     5     3
   34 20490     2     8
   99 15404     9     8
   25 23721     9     3
   14 19259     6     1
    4 17375     8     5
   19 22803     2     2
   18 17925     7     9
   47 21868     7     2
   22 20360     1     7
   65 23399     3     5
   51 17802     3     5
   91 18502    10     8
   12 15042     9    10
   24 16004     3     7
   36 23505     5     1
    2 23016     1     9
   28 20975     1     4
   35 16563     9     6
   87 18767     5     5
   50 21694    10     8
   69 18834     5     9
   73 18353     9     4
    3 20352     9     1
   90 16951     8     5
   14 20336     3     9
   44 22789     1     5
   13 20302     9     8
   29 22320     6     8
   69 21198     2     9
   17 18743     1    10
   59 22923     2    10
    3 17374     5     6
   15 19560     1     8
   83 22331    10     3
   16 22047     3     7
   19 22349     8     3
    2 20820     1     5
   34 15658     9     5
   65 19904     7     5
   23 16867     1     1
   98 14744     4    10
   16 23120     9     9
   14 20782     3     8
   10 15199     2     9
   39 14811     1     5
   50 19974     9     9
   12 23628     4     8
   67 21199     4     9
   84 21950     7     5
   98 18082    10     2
   16 18580     5     6
   53 16470     3     3
   70 21849     8     6
   19 14619     3     6
   43 18835    10     7
   84 17872     2     5
   62 22821     3    10
   55 14824    10     5
   13 15878     7     3
   30 19706     7     9
   71 18980     1     4
   71 24214    10     3
   32 22494     1     4
   86 23954     1     1
   54 22232     9     5
   48 20227     5     1
    4 21990     1     4
   55 18738     2    10
   82 21299     6     6
   69 17581     7     8
   77 21019     4     1
   80 21456     9     5
   84 16387     5     7
   91 17488     6     8
   89 22069     2     4
   23 16611     7     1
   40 22875     6     7
    1 21384     7     1
   89 23224     2    10
   24 20511     3     1
   98 15152     7     2
    4 17491     7     5
   76 22395     7     4
   68 22414     4     8
   22 17523     9     1
   18 16917     9    10
   52 15973     8     2
   84 16031     4     1
   73 17154     8     5
   64 17264     4     5
   14 21150    10     9
   44 21548     8     8
   35 17165     4     7
   45 19330     2     3
   29 21188     1     9
   88 15083     4     2
   93 15244     9     3
   32 18865     3     2
   42 19235     7     1
   75 21956     4     8
    1 21859     9    10
   19 15940     1     1
   54 19099     4     2
   84 23660     5     6
    9 18841     8     9
   42 16854     5     5
    6 15958     3     7
   49 17402     4     5
   43 23651     1     5
   95 14868     5     6
   72 23327     8     6
   40 24217     9     7
   98 17773     1    10
   47 21409     4     9
    8 22318     3     5
   20 20709     1    10
   65 23739     2     9
