20 3
425 0 2887 6 2
198 0 3546 8 4
70 0 4164 7 10
504 0 3292 1 7
80 0 3135 8 2
112 0 3867 4 5
115 0 3773 10 10
272 0 3130 10 5
560 0 3713 7 10
475 0 3849 8 6
630 0 4787 6 8
1036 0 4084 9 7
630 0 3937 7 8
600 0 3078 1 1
735 0 4503 5 2
1152 0 3583 7 2
1020 0 3018 7 7
510 0 3197 10 6
370 0 2881 9 7
870 0 3647 4 6
SETUP
0 251 214 196 186 261 93 38 149 196 121 168 93 186 19 140 112 224 131 205 19
0 0 131 149 112 233 186 186 75 233 251 251 196 38 168 242 159 372 84 205 279
0 335 0 121 317 298 168 168 279 270 354 242 289 131 363 233 28 372 261 326 149
0 437 149 0 224 400 307 307 177 344 391 382 186 279 279 317 168 251 363 242 289
0 307 214 75 0 437 270 270 251 363 409 409 251 335 251 354 196 326 391 289 344
0 372 103 131 251 0 196 205 307 298 149 335 205 177 186 317 121 382 354 363 242
0 326 121 233 326 177 0 66 279 103 326 186 382 251 335 317 140 409 205 233 233
0 270 391 279 326 354 326 0 289 344 382 326 344 298 270 261 186 354 298 168 186
0 344 233 84 47 242 307 307 0 168 298 251 270 298 289 177 233 335 428 317 372
0 382 177 205 326 84 270 270 363 0 233 270 279 251 251 363 196 456 298 354 242
0 372 298 196 131 251 270 335 214 177 0 242 270 307 317 168 214 298 205 317 93
0 270 214 75 140 335 382 372 103 261 354 0 251 186 354 270 242 279 251 307 140
0 251 317 224 159 224 307 242 317 261 363 251 0 289 335 400 196 354 326 400 289
0 409 298 251 214 205 289 251 177 326 298 214 168 0 233 344 326 419 335 391 335
0 289 196 186 233 261 84 28 307 186 159 205 84 205 0 131 93 214 289 186 205
0 326 140 149 214 372 298 298 177 298 121 84 335 261 335 0 159 261 326 205 214
0 317 242 93 307 298 140 140 270 242 335 224 279 140 372 214 0 344 344 307 326
0 456 289 289 251 344 251 196 214 270 326 233 251 372 168 298 261 0 270 354 363
0 224 307 168 317 307 307 251 279 409 326 177 307 261 233 214 326 335 0 131 317
0 344 224 233 289 186 372 354 251 382 214 168 372 344 354 93 233 214 131 0 298
0 335 270 214 177 270 242 279 131 289 251 159 298 335 251 131 289 391 121 242 0
SETUP_COST
0.0 5020.0 4280.0 3920.0 3720.0 5220.0 1860.0 760.0 2980.0 3920.0 2420.0 3360.0 1860.0 3720.0 380.0 2800.0 2240.0 4480.0 2620.0 4100.0 380.0
0.0 0.0 2620.0 2980.0 2240.0 4660.0 3720.0 3720.0 1500.0 4660.0 5020.0 5020.0 3920.0 760.0 3360.0 4840.0 3180.0 7440.0 1680.0 4100.0 5580.0
0.0 6700.0 0.0 2420.0 6340.0 5960.0 3360.0 3360.0 5580.0 5400.0 7080.0 4840.0 5780.0 2620.0 7260.0 4660.0 560.0 7440.0 5220.0 6520.0 2980.0
0.0 8740.0 2980.0 0.0 4480.0 8000.0 6140.0 6140.0 3540.0 6880.0 7820.0 7640.0 3720.0 5580.0 5580.0 6340.0 3360.0 5020.0 7260.0 4840.0 5780.0
0.0 6140.0 4280.0 1500.0 0.0 8740.0 5400.0 5400.0 5020.0 7260.0 8180.0 8180.0 5020.0 6700.0 5020.0 7080.0 3920.0 6520.0 7820.0 5780.0 6880.0
0.0 7440.0 2060.0 2620.0 5020.0 0.0 3920.0 4100.0 6140.0 5960.0 2980.0 6700.0 4100.0 3540.0 3720.0 6340.0 2420.0 7640.0 7080.0 7260.0 4840.0
0.0 6520.0 2420.0 4660.0 6520.0 3540.0 0.0 1320.0 5580.0 2060.0 6520.0 3720.0 7640.0 5020.0 6700.0 6340.0 2800.0 8180.0 4100.0 4660.0 4660.0
0.0 5400.0 7820.0 5580.0 6520.0 7080.0 6520.0 0.0 5780.0 6880.0 7640.0 6520.0 6880.0 5960.0 5400.0 5220.0 3720.0 7080.0 5960.0 3360.0 3720.0
0.0 6880.0 4660.0 1680.0 940.0 4840.0 6140.0 6140.0 0.0 3360.0 5960.0 5020.0 5400.0 5960.0 5780.0 3540.0 4660.0 6700.0 8560.0 6340.0 7440.0
0.0 7640.0 3540.0 4100.0 6520.0 1680.0 5400.0 5400.0 7260.0 0.0 4660.0 5400.0 5580.0 5020.0 5020.0 7260.0 3920.0 9120.0 5960.0 7080.0 4840.0
0.0 7440.0 5960.0 3920.0 2620.0 5020.0 5400.0 6700.0 4280.0 3540.0 0.0 4840.0 5400.0 6140.0 6340.0 3360.0 4280.0 5960.0 4100.0 6340.0 1860.0
0.0 5400.0 4280.0 1500.0 2800.0 6700.0 7640.0 7440.0 2060.0 5220.0 7080.0 0.0 5020.0 3720.0 7080.0 5400.0 4840.0 5580.0 5020.0 6140.0 2800.0
0.0 5020.0 6340.0 4480.0 3180.0 4480.0 6140.0 4840.0 6340.0 5220.0 7260.0 5020.0 0.0 5780.0 6700.0 8000.0 3920.0 7080.0 6520.0 8000.0 5780.0
