50 2
759 11408 2 3
1840 14467 7 10
207 7935 1 1
1564 14973 4 10
1012 6118 3 8
1035 17595 7 8
552 16514 5 8
23 16790 7 6
920 17020 7 3
782 6716 5 8
1449 7337 7 6
1380 13317 10 5
1771 11316 5 10
1426 12098 5 2
1219 7153 7 7
2185 7452 10 1
1863 10971 9 7
851 14007 10 9
943 17572 10 8
2185 11983 9 9
943 12305 4 6
1265 13018 6 9
1978 9430 6 9
2024 8717 9 4
299 7199 1 6
69 10028 9 4
1472 7015 3 8
1081 9683 9 7
414 10534 2 7
1380 16399 5 6
1541 10626 2 3
1863 16146 3 9
989 9591 1 8
2185 10097 2 4
23 8809 9 1
966 7820 4 4
943 15318 9 8
1541 17802 5 5
2070 8878 2 2
529 9890 5 7
667 11845 9 5
598 11132 8 1
1656 13064 7 9
1311 10304 3 7
2093 7774 4 7
322 12535 5 2
2300 13179 4 3
391 14743 5 3
1771 9591 7 3
1380 15709 3 7
SETUP
0 667 713 667 414 874 552 506 667 667 414 506 713 598 414 437 667 828 644 644 299 345 391 299 207 230 782 529 759 299 138 598 92 805 667 391 782 414 851 759 552 506 644 736 575 529 529 690 644 644 598
0 0 736 644 828 943 690 575 736 736 483 299 966 782 782 759 943 920 713 621 552 529 713 575 644 506 874 851 1035 690 575 782 460 736 759 667 759 437 920 644 368 299 782 759 644 667 598 1035 805 920 782
0 920 0 736 184 897 621 851 667 667 943 621 1058 644 759 989 1035 851 851 966 529 713 897 529 759 598 851 966 989 828 1035 667 782 874 713 621 667 759 690 805 690 621 897 920 828 575 529 989 713 874 782
0 897 920 0 437 1104 368 759 644 874 1012 782 1012 506 621 782 690 828 598 1104 506 621 667 506 483 874 874 575 920 575 1035 805 805 621 575 598 920 690 322 667 759 782 874 1012 690 874 736 828 552 851 552
0 874 851 575 0 736 460 782 506 506 782 460 897 483 598 805 874 690 690 805 483 575 736 506 598 437 897 805 943 690 874 805 782 713 552 598 782 598 529 644 529 460 851 759 667 575 368 828 552 851 621
0 483 575 621 644 0 575 690 276 552 598 736 184 529 598 276 943 713 506 713 437 276 644 437 460 805 621 368 552 552 391 644 552 621 506 184 414 506 575 621 782 713 460 690 575 391 690 782 506 437 276
0 989 828 115 552 851 0 414 759 667 897 437 805 529 621 437 782 828 230 759 598 276 322 621 138 575 575 506 575 230 897 667 460 276 598 713 897 345 437 713 483 437 759 644 713 529 667 874 598 736 598
0 920 621 690 598 759 644 0 506 414 897 506 391 460 575 322 920 437 138 460 529 345 391 529 207 644 713 414 483 276 621 575 529 828 506 621 598 230 575 621 552 483 644 552 575 437 621 782 460 782 253
0 851 621 690 782 966 575 598 0 276 621 621 989 322 437 621 989 437 690 966 598 414 575 598 598 851 667 621 667 690 552 644 874 345 391 690 736 529 460 483 690 621 483 851 506 736 805 667 391 460 644
0 575 368 414 529 759 322 621 506 0 851 368 851 46 161 368 713 184 437 690 506 483 299 506 437 782 460 345 552 483 667 368 598 483 115 598 460 483 184 230 414 368 414 805 253 460 690 391 115 851 460
0 437 713 598 391 759 506 115 529 506 0 460 506 483 345 414 690 529 253 552 460 299 345 276 161 598 506 483 575 253 115 322 506 759 552 552 713 345 621 644 529 460 575 667 552 207 414 690 552 759 345
0 897 828 782 874 667 782 345 782 483 966 0 736 529 552 460 1035 644 460 782 667 437 483 667 529 598 598 552 759 391 874 828 621 598 575 575 575 138 644 345 69 598 529 460 713 506 897 851 575 828 575
0 667 736 483 483 828 598 598 115 368 506 598 0 414 529 529 943 552 713 828 276 437 483 276 299 644 759 621 690 391 230 575 621 437 483 368 828 575 552 575 644 598 529 667 598 483 506 759 483 506 115
0 667 552 368 713 736 276 575 644 713 805 368 851 0 138 690 690 368 506 713 460 437 253 460 391 736 414 345 506 437 805 322 575 437 69 552 414 506 690 184 437 368 368 759 207 575 644 345 69 805 644
0 552 805 989 966 1035 874 920 989 644 989 713 920 621 0 1012 598 621 874 1058 851 943 621 851 805 1035 920 782 874 874 1081 897 920 920 690 920 782 736 828 667 667 713 253 644 552 621 966 368 644 1173 1012
0 874 713 437 529 437 437 736 575 552 736 460 621 598 575 0 667 529 667 782 621 437 414 621 299 736 391 92 667 391 483 483 621 598 253 575 575 598 529 345 506 460 460 828 368 115 483 506 230 828 184
0 322 598 552 759 667 460 345 414 483 759 138 322 529 575 483 0 644 483 782 575 552 598 598 529 621 598 575 759 506 552 828 736 621 598 575 621 138 575 345 69 460 552 460 667 506 368 736 575 598 437
0 805 184 529 345 782 506 529 598 368 920 184 690 414 529 437 644 0 253 529 414 391 230 437 322 759 483 184 460 414 644 276 506 506 483 529 391 322 552 529 253 184 713 644 161 552 552 759 23 782 621
0 851 621 552 644 621 598 299 621 437 805 368 690 460 529 207 805 598 0 690 552 207 253 529 69 506 575 276 345 161 667 437 391 736 437 529 759 115 621 529 414 368 644 437 552 299 506 690 414 667 368
