60 4
2375 11450 6 1
1992 11976 2 1
400 10480 9 10
450 19475 6 4
120 10100 3 3
714 14658 10 5
1575 11823 9 1
1020 9930 8 9
828 11088 6 8
1376 12432 7 8
2079 13398 5 3
1152 9232 7 10
1426 16215 10 9
1050 11550 3 1
1311 11533 6 10
1330 8892 10 1
1760 14432 5 2
1577 14706 5 4
1000 16500 10 5
882 14280 3 5
1464 17928 2 5
1722 11697 6 9
288 10544 2 4
289 12954 1 4
312 16632 6 8
238 12903 9 10
165 8775 1 1
2400 14712 7 8
646 8512 1 6
1080 10098 5 4
1540 16918 8 8
893 11229 3 5
850 9758 3 9
594 11772 5 10
1932 15226 6 2
740 11220 7 10
675 10635 1 5
2024 11572 2 7
1230 7680 2 9
1302 12432 7 2
1062 14346 7 1
1408 12832 1 7
69 10948 3 7
1780 9960 5 9
720 18168 2 6
44 14256 2 3
460 11380 2 3
125 15800 10 2
1216 11951 10 9
342 12168 8 3
968 17864 4 8
1520 8780 2 1
2178 15532 9 7
644 11362 10 9
595 10727 8 10
437 10350 1 3
1494 9900 1 2
187 13804 7 7
760 16040 1 3
950 18950 1 4
SETUP
0 300 560 360 580 300 320 80 40 520 500 360 280 120 340 560 480 360 340 400 120 340 380 360 220 300 200 280 20 700 720 420 380 500 480 580 560 400 580 540 200 500 380 460 620 400 440 340 300 460 260 540 440 480 440 540 280 460 500 100 520
0 0 600 460 340 640 560 540 460 500 700 640 580 540 300 540 520 460 620 640 540 600 640 820 500 360 640 580 540 740 680 380 640 800 680 780 500 760 500 320 560 360 620 640 540 300 600 300 440 620 740 720 660 440 140 560 560 260 780 520 600
0 320 0 720 580 300 540 500 400 440 540 560 300 480 480 620 220 620 580 680 480 760 380 700 280 620 720 340 380 760 860 540 380 220 880 660 780 640 780 620 520 440 320 500 640 380 720 560 520 100 520 480 460 600 440 400 220 560 840 440 800
0 580 880 0 480 560 760 820 360 700 440 620 540 440 640 840 540 660 680 740 400 660 460 420 640 380 740 540 660 640 940 700 440 640 700 900 200 700 860 420 280 700 620 520 680 660 860 620 460 340 580 500 500 640 480 580 560 600 800 420 160
0 480 480 460 0 480 420 400 500 760 380 500 240 560 420 660 480 560 460 320 520 680 460 680 180 360 680 660 700 800 800 480 440 680 680 900 660 540 740 660 420 720 640 480 200 420 620 400 400 560 580 440 340 540 500 240 560 520 740 560 600
0 20 580 440 300 0 560 520 320 520 660 520 520 380 280 480 180 440 620 600 380 560 100 540 460 340 660 540 540 720 620 360 320 580 660 720 500 360 520 320 240 360 500 620 480 300 600 280 440 340 460 720 160 420 140 520 540 280 760 380 580
0 480 820 520 580 480 0 80 340 580 720 520 520 420 180 360 460 320 420 660 420 640 520 720 480 440 800 520 540 620 560 240 520 720 740 600 540 800 520 360 600 440 480 560 540 100 640 380 240 500 620 660 620 320 220 580 400 340 600 400 680
0 720 820 740 820 700 240 0 540 820 720 740 760 620 420 580 700 560 660 660 620 860 660 740 700 660 1020 740 520 800 800 480 660 960 960 820 700 880 760 540 700 660 460 780 540 340 860 600 460 720 760 780 680 540 440 580 620 580 820 600 700
0 280 780 340 560 280 660 720 0 500 500 500 260 80 500 540 440 640 320 480 100 380 340 420 560 480 680 240 520 760 760 560 340 760 580 540 520 620 720 520 420 520 520 440 640 560 500 500 260 440 480 560 420 440 400 520 420 460 480 60 480
0 440 720 480 440 420 560 320 340 0 540 440 180 380 280 640 400 420 400 560 400 640 360 320 100 580 700 460 500 620 660 260 340 740 720 760 520 740 660 540 480 560 440 260 460 400 400 520 520 140 480 220 580 320 360 420 360 500 660 360 360
0 280 560 240 300 260 520 500 140 460 0 400 380 200 260 480 320 420 440 400 220 300 340 540 320 160 300 300 340 420 520 340 340 400 460 660 440 580 620 480 40 400 280 100 300 240 460 240 20 460 480 80 420 400 300 260 180 220 380 180 400
